Date,YMAX,YMAX Dividends,VIX,VVIX,QQQ
2024-03-06 18:30:00,21.42,0.0,14.46,82.46,439.675
2024-03-06 19:00:00,21.39,0.0,14.5,82.61,439.61
2024-03-06 20:00:00,21.41,0.0,14.54,83.13,438.19
2024-03-06 20:30:00,21.39,0.0,14.45,83.09,438.85
2024-03-07 14:30:00,21.45,0.0,14.36,82.46,442.65
2024-03-07 15:00:00,21.46,0.0,14.39,82.48,443.75
2024-03-07 16:00:00,21.53,0.0,14.33,82.07,444.94
2024-03-07 20:00:00,21.58,0.0,14.35,82.48,445.35
2024-03-07 20:30:00,21.59,0.0,14.39,82.15,445.52
2024-03-08 14:30:00,21.88,0.0,14.05,80.48,447.46
2024-03-08 15:00:00,21.92,0.0,14.09,81.32,448.41
2024-03-08 15:30:00,21.83,0.0,14.11,81.61,447.3
2024-03-08 16:00:00,21.75,0.0,14.52,83.74,442.87
2024-03-08 17:00:00,21.62,0.0,14.8,86.78,442.62
2024-03-08 19:30:00,21.65,0.0,14.56,86.96,441.56
2024-03-08 20:00:00,21.62,0.0,14.94,87.44,439.27
2024-03-08 20:30:00,21.61,0.0,14.78,86.72,438.99
2024-03-11 13:30:00,21.65,0.0,15.87,91.23,435.67
2024-03-11 14:00:00,21.6,0.0,15.97,91.93,436.36
2024-03-11 14:30:00,21.69,0.0,15.73,91.32,438.14
2024-03-11 15:00:00,21.73,0.0,15.9,91.42,436.4
2024-03-11 15:30:00,21.69,0.0,15.51,90.15,438.07
2024-03-11 16:00:00,21.71,0.0,15.58,90.61,437.44
2024-03-11 18:30:00,21.69,0.0,15.17,88.23,438.11
2024-03-11 19:00:00,21.6,0.0,15.26,88.66,437.07
2024-03-11 19:30:00,21.6,0.0,15.19,88.99,437.35
2024-03-12 13:30:00,21.58,0.0,14.37,87.08,439.33
2024-03-12 14:00:00,21.65,0.0,14.16,86.34,440.98
2024-03-12 15:30:00,21.8,0.0,14.04,84.83,442.34
2024-03-12 16:00:00,21.78,0.0,14.09,84.76,441.47
2024-03-12 18:00:00,21.81,0.0,13.94,83.99,442.91
2024-03-12 18:30:00,21.83,0.0,13.91,84.47,443.16
2024-03-12 19:00:00,21.84,0.0,13.86,84.27,443.51
2024-03-12 19:30:00,21.855,0.0,13.86,83.92,443.68
2024-03-13 13:30:00,21.79,0.0,13.91,86.4,440.52
2024-03-13 14:30:00,21.83,0.0,13.95,87.15,440.37
2024-03-13 15:30:00,21.84,0.0,13.87,86.53,440.39
2024-03-13 16:00:00,21.87,0.0,13.82,86.68,440.34
2024-03-13 16:30:00,21.88,0.0,13.81,86.45,440.77
2024-03-13 17:00:00,21.88,0.0,13.78,86.12,441.54
2024-03-13 17:30:00,21.85,0.0,13.78,86.05,441.58
2024-03-13 19:00:00,21.79,0.0,13.87,86.99,439.83
2024-03-13 19:30:00,21.76,0.0,13.8,86.58,440.23
2024-03-14 13:30:00,20.98,0.0,14.1,87.96,438.3
2024-03-14 14:00:00,20.94,0.0,14.05,88.58,440.07
2024-03-14 14:30:00,21.04,0.57,14.33,89.81,439.71
2024-03-14 15:00:00,20.93,0.0,14.45,90.03,439.2
2024-03-14 15:30:00,20.91,0.0,14.35,89.96,439.78
2024-03-14 16:00:00,20.89,0.0,14.54,91.02,439.22
2024-03-14 19:00:00,20.75,0.0,15.01,91.19,437.13
2024-03-14 19:30:00,20.89,0.0,14.44,89.09,439.18
2024-03-15 14:00:00,20.88,0.0,14.68,91.13,435.12
2024-03-15 14:30:00,20.95,0.0,14.58,91.0,435.55
2024-03-15 15:30:00,20.94,0.0,14.85,92.03,434.105
2024-03-15 16:30:00,20.86,0.0,15.51,95.55,432.87
2024-03-15 18:00:00,20.88,0.0,14.9,93.06,433.93
2024-03-15 19:30:00,20.88,0.0,14.55,92.41,433.89
2024-03-18 13:30:00,21.01,0.0,14.56,91.16,438.84
2024-03-18 14:00:00,21.12,0.0,14.37,89.75,440.83
2024-03-18 15:00:00,21.12,0.0,14.36,89.24,439.62
2024-03-18 16:30:00,21.13,0.0,14.54,90.01,437.92
2024-03-18 17:00:00,21.06,0.0,14.45,89.27,438.83
2024-03-18 19:30:00,21.15,0.0,14.39,86.73,437.47
2024-03-19 13:30:00,20.81,0.0,14.29,85.62,434.24
2024-03-19 15:00:00,20.86,0.0,14.03,84.57,435.19
2024-03-19 15:30:00,20.935,0.0,14.07,84.32,435.869
2024-03-19 16:00:00,21.03,0.0,14.06,84.06,436.78
2024-03-19 17:00:00,21.07,0.0,14.09,84.62,438.08
2024-03-19 19:30:00,21.05,0.0,13.86,83.83,438.58
2024-03-20 13:30:00,21.01,0.0,14.06,84.07,438.39
2024-03-20 15:00:00,21.1,0.0,13.98,83.23,439.03
2024-03-20 18:00:00,21.07,0.0,13.54,81.89,441.08
2024-03-20 18:30:00,21.23,0.0,13.27,80.8,442.21
2024-03-20 19:00:00,21.27,0.0,13.11,79.29,443.78
2024-03-20 19:30:00,21.31,0.0,13.07,78.97,443.83
2024-03-21 13:30:00,21.45,0.0,12.79,79.32,447.92
2024-03-21 19:30:00,21.44,0.0,13.0,77.14,445.79
2024-03-22 14:00:00,21.39,0.0,12.89,77.0,445.28
2024-03-22 14:30:00,21.32,0.0,12.99,77.7,444.78
2024-03-22 17:30:00,21.49,0.0,12.63,75.34,447.4
2024-03-22 19:30:00,21.43,0.0,13.02,76.33,446.21
2024-03-25 14:00:00,21.58,0.0,13.16,77.02,444.87
2024-03-25 14:30:00,21.57,0.0,13.19,77.39,445.08
2024-03-25 19:30:00,21.6,0.0,13.17,76.47,444.76
2024-03-26 14:30:00,21.68,0.0,13.01,75.84,446.11
2024-03-26 18:00:00,21.71,0.0,12.88,75.26,446.03
2024-03-26 19:30:00,21.56,0.0,13.41,76.57,443.31
2024-03-27 14:00:00,21.53,0.0,13.3,77.83,442.78
2024-03-27 18:30:00,21.55,0.0,12.89,75.96,442.895
2024-03-27 19:30:00,21.58,0.0,12.73,75.69,444.93
2024-03-28 13:30:00,21.56,0.0,13.01,76.35,445.03
2024-03-28 19:30:00,21.61,0.0,12.99,76.42,443.98
2024-04-01 14:00:00,21.65,0.0,13.71,79.31,445.81
2024-04-01 19:30:00,21.57,0.0,13.66,78.35,444.99
2024-04-02 13:30:00,21.1,0.0,15.13,85.18,439.29
2024-04-02 14:30:00,21.26,0.0,15.19,85.73,438.39
2024-04-02 16:30:00,21.33,0.0,14.77,83.9,440.13
2024-04-02 19:30:00,21.36,0.0,14.62,82.93,441.08
2024-04-03 13:30:00,21.41,0.0,15.07,84.59,439.7
2024-04-03 19:30:00,21.42,0.0,14.4,81.14,442.06
2024-04-04 13:30:00,21.53,0.0,13.99,79.37,445.78
2024-04-04 14:00:00,21.53,0.0,13.88,78.62,445.58
2024-04-04 16:30:00,21.63,0.0,13.77,77.9,446.7
2024-04-04 17:00:00,21.6,0.0,13.77,77.84,446.35
2024-04-04 18:00:00,21.475,0.0,15.21,84.11,441.45
2024-04-04 18:30:00,21.3,0.0,16.19,90.49,438.88
2024-04-04 19:00:00,21.25,0.0,16.57,90.15,436.05
2024-04-04 19:30:00,21.17,0.0,16.54,89.7,435.25
2024-04-05 14:00:00,21.29,0.0,16.57,91.54,438.37
2024-04-05 14:30:00,21.3,0.0,15.99,89.88,440.91
2024-04-05 15:30:00,21.29,0.0,15.55,88.72,441.96
2024-04-05 16:30:00,21.36,0.0,15.64,88.7,443.02
2024-04-05 17:00:00,21.37,0.0,16.06,89.72,442.22
2024-04-05 17:30:00,21.32,0.0,16.5,90.68,440.37
2024-04-05 19:00:00,21.31,0.0,16.22,90.32,440.34
2024-04-05 19:30:00,21.33,0.0,16.09,90.76,440.52
2024-04-08 14:00:00,21.43,0.0,15.61,88.09,441.68
2024-04-08 15:00:00,21.54,0.0,15.49,86.74,441.55
2024-04-08 15:30:00,21.46,0.0,15.57,87.02,440.75
2024-04-08 16:00:00,21.45,0.0,15.56,87.16,440.27
2024-04-08 17:30:00,21.47,0.0,15.39,86.39,440.86
2024-04-08 18:30:00,21.5,0.0,15.26,85.89,441.13
2024-04-08 19:00:00,21.49,0.0,15.25,85.91,441.06
2024-04-08 19:30:00,21.49,0.0,15.28,86.48,440.62
2024-04-09 13:30:00,21.53,0.0,15.42,85.81,441.78
2024-04-09 14:00:00,21.55,0.0,15.73,86.75,440.34
2024-04-09 14:30:00,21.39,0.0,16.13,89.32,438.79
2024-04-09 15:00:00,21.38,0.0,15.94,88.73,439.0
2024-04-09 16:00:00,21.48,0.0,15.58,86.51,440.38
2024-04-09 18:00:00,21.47,0.0,15.64,86.84,439.79
2024-04-09 18:30:00,21.45,0.0,15.65,87.25,439.63
2024-04-09 19:00:00,21.46,0.0,15.31,86.43,441.43
2024-04-09 19:30:00,21.48,0.0,15.1,85.3,442.26
2024-04-10 13:30:00,21.34,0.0,16.13,95.08,437.98
2024-04-10 14:00:00,21.42,0.0,15.76,93.08,437.9
2024-04-10 14:30:00,21.37,0.0,15.73,92.69,437.45
2024-04-10 15:00:00,21.375,0.0,15.58,92.56,438.02
2024-04-10 16:30:00,21.37,0.0,15.54,91.85,438.26
2024-04-10 17:00:00,21.35,0.0,15.71,91.93,437.87
2024-04-10 17:30:00,21.34,0.0,16.11,93.95,437.67
2024-04-10 18:00:00,21.37,0.0,16.22,93.97,437.06
2024-04-10 19:30:00,21.43,0.0,15.62,90.68,438.25
2024-04-11 14:00:00,21.37,0.0,16.61,96.15,438.91
2024-04-11 14:30:00,21.41,0.0,16.38,95.91,439.57
2024-04-11 16:30:00,21.5,0.0,15.74,91.76,441.24
2024-04-11 18:00:00,21.68,0.0,15.07,89.22,445.78
2024-04-11 18:30:00,21.67,0.0,15.07,88.91,445.34
2024-04-11 19:00:00,21.67,0.0,15.05,89.33,445.9
2024-04-11 19:30:00,21.68,0.0,15.06,89.83,445.47
2024-04-12 13:30:00,21.5,0.0,16.8,96.44,442.15
2024-04-12 14:00:00,21.5,0.0,17.76,101.53,440.59
2024-04-12 14:30:00,21.43,0.0,18.64,110.91,438.78
2024-04-12 15:00:00,21.42,0.0,17.8,107.35,440.34
2024-04-12 15:30:00,21.46,0.0,17.48,106.07,440.17
2024-04-12 16:00:00,21.39,0.0,18.17,107.84,438.84
2024-04-12 16:30:00,21.4,0.0,18.5,111.01,437.805
2024-04-12 17:00:00,21.28,0.0,19.04,112.29,437.31
2024-04-12 18:00:00,21.3,0.0,18.17,109.61,438.02
2024-04-12 18:30:00,21.25,0.0,18.19,108.93,437.22
2024-04-12 19:00:00,21.23,0.0,18.16,107.37,437.32
2024-04-12 19:30:00,21.28,0.0,17.4,102.61,438.29
2024-04-15 13:30:00,21.35,0.0,16.3,95.32,441.34
2024-04-15 14:00:00,21.26,0.0,16.91,95.47,439.52
2024-04-15 14:30:00,21.24,0.0,17.59,98.74,438.13
2024-04-15 16:00:00,21.23,0.0,17.51,99.19,437.29
2024-04-15 17:00:00,21.02,0.0,18.98,103.89,432.79
2024-04-15 17:30:00,20.88,0.0,18.63,108.48,432.18
2024-04-15 19:00:00,20.8,0.0,19.25,111.01,430.7
2024-04-15 19:30:00,20.81,0.0,19.15,109.64,430.99
2024-04-16 13:30:00,20.725,0.0,18.92,105.26,431.6
2024-04-16 14:00:00,20.745,0.0,19.16,105.46,430.66
2024-04-16 14:30:00,20.71,0.0,19.07,104.7,430.72
2024-04-16 16:00:00,20.73,0.0,18.36,102.16,431.64
2024-04-16 16:30:00,20.75,0.0,18.38,102.21,431.94
2024-04-16 18:30:00,20.72,0.0,17.93,99.07,432.88
2024-04-16 19:30:00,20.74,0.0,18.3,99.8,431.06
2024-04-17 13:30:00,20.17,0.0,17.85,96.22,431.52
2024-04-17 14:00:00,20.0,0.0,17.72,95.83,430.54
2024-04-17 14:30:00,19.98,0.63,18.08,99.29,429.35
2024-04-17 15:00:00,19.99,0.0,18.29,100.44,428.53
2024-04-17 15:30:00,19.94,0.0,18.41,101.6,428.05
2024-04-17 16:00:00,19.9,0.0,18.75,101.68,426.48
2024-04-17 16:30:00,19.84,0.0,18.83,101.78,425.519
2024-04-17 17:00:00,19.9,0.0,18.31,100.11,427.27
2024-04-17 18:00:00,19.99,0.0,17.99,97.41,427.16
2024-04-17 19:00:00,19.92,0.0,18.08,98.04,425.87
2024-04-17 19:30:00,19.91,0.0,18.11,98.44,425.77
2024-04-18 13:30:00,19.82,0.0,17.93,97.62,424.97
2024-04-18 14:00:00,19.93,0.0,17.74,97.07,426.02
2024-04-18 14:30:00,19.97,0.0,17.4,94.83,427.41
2024-04-18 15:00:00,20.1,0.0,17.32,93.16,427.22
2024-04-18 15:30:00,20.01,0.0,17.38,93.31,426.96
2024-04-18 17:00:00,19.89,0.0,17.96,96.41,424.4
2024-04-18 17:30:00,19.86,0.0,18.04,97.16,423.81
2024-04-18 18:00:00,19.86,0.0,18.03,96.85,423.8
2024-04-18 18:30:00,19.85,0.0,18.21,96.74,423.14
2024-04-18 19:30:00,19.85,0.0,18.08,95.68,423.36
2024-04-19 13:30:00,19.78,0.0,18.34,97.62,421.31
2024-04-19 14:00:00,19.69,0.0,18.79,98.62,419.37
2024-04-19 15:00:00,19.68,0.0,18.64,98.68,418.35
2024-04-19 15:30:00,19.62,0.0,18.52,98.35,417.33
2024-04-19 16:00:00,19.6,0.0,19.11,100.66,415.34
2024-04-19 16:30:00,19.49,0.0,18.58,99.41,417.15
2024-04-19 17:00:00,19.57,0.0,18.73,99.41,416.62
2024-04-19 18:00:00,19.48,0.0,18.86,100.7,415.39
2024-04-19 18:30:00,19.4,0.0,19.09,102.16,414.18
2024-04-19 19:00:00,19.46,0.0,18.84,100.21,414.66
2024-04-19 19:30:00,19.4,0.0,18.83,99.17,414.64
2024-04-22 13:30:00,19.6,0.0,17.95,93.75,417.15
2024-04-22 15:00:00,19.44,0.0,17.99,95.2,415.32
2024-04-22 16:30:00,19.57,0.0,17.27,92.43,416.96
2024-04-22 17:00:00,19.64,0.0,16.97,91.21,418.65
2024-04-22 17:30:00,19.72,0.0,16.86,90.26,419.95
2024-04-22 19:30:00,19.69,0.0,16.87,90.0,418.87
2024-04-23 13:30:00,19.92,0.0,16.34,85.15,422.51
2024-04-23 14:00:00,19.99,0.0,16.33,84.91,424.1
2024-04-23 14:30:00,19.97,0.0,16.26,84.62,424.7
2024-04-23 15:00:00,19.97,0.0,16.31,84.33,424.61
2024-04-23 15:30:00,19.96,0.0,16.3,84.44,424.02
2024-04-23 16:00:00,20.0,0.0,16.29,84.25,425.035
2024-04-23 16:30:00,20.01,0.0,16.25,84.03,424.78
2024-04-23 17:00:00,20.02,0.0,16.06,84.06,424.92
2024-04-23 17:30:00,20.04,0.0,15.93,83.61,425.79
2024-04-23 18:00:00,20.05,0.0,15.87,82.96,426.11
2024-04-23 18:30:00,20.05,0.0,15.75,82.39,426.06
2024-04-23 19:30:00,20.04,0.0,15.83,82.46,425.24
2024-04-24 13:30:00,20.16,0.0,15.78,82.55,428.31
2024-04-24 15:30:00,20.0,0.0,16.19,83.29,425.2
2024-04-24 16:00:00,19.97,0.0,16.18,84.1,425.21
2024-04-24 17:00:00,20.07,0.0,15.88,83.16,426.3
2024-04-24 19:00:00,20.01,0.0,15.72,83.36,426.709
2024-04-24 19:30:00,20.05,0.0,15.62,82.29,426.44
2024-04-25 14:00:00,19.8,0.0,16.84,89.54,421.165
2024-04-25 14:30:00,19.68,0.0,17.15,90.64,419.28
2024-04-25 15:00:00,19.73,0.0,16.78,88.93,420.56
2024-04-25 16:30:00,19.8,0.0,16.39,86.77,422.69
2024-04-25 18:00:00,19.94,0.0,16.31,85.35,423.14
2024-04-25 19:30:00,19.92,0.0,16.08,84.6,424.35
2024-04-26 13:30:00,20.015,0.0,15.27,81.71,429.79
2024-04-26 14:00:00,20.16,0.0,15.29,81.84,429.98
2024-04-26 14:30:00,20.14,0.0,15.35,82.57,431.39
2024-04-26 15:00:00,20.12,0.0,15.49,82.3,430.98
2024-04-26 15:30:00,20.15,0.0,15.31,82.16,431.27
2024-04-26 16:00:00,20.15,0.0,15.2,81.54,431.24
2024-04-26 17:00:00,20.18,0.0,15.06,80.85,432.27
2024-04-26 18:00:00,20.22,0.0,15.11,80.48,431.31
2024-04-26 19:30:00,20.23,0.0,15.01,79.78,431.06
2024-04-29 13:30:00,20.27,0.0,15.21,79.63,431.82
2024-04-29 14:00:00,20.28,0.0,15.01,78.55,432.46
2024-04-29 14:30:00,20.35,0.0,14.95,77.52,432.24
2024-04-29 15:30:00,20.3,0.0,14.81,78.7,432.29
2024-04-29 18:30:00,20.28,0.0,14.79,78.36,432.31
2024-04-29 19:30:00,20.3,0.0,14.7,78.35,432.79
2024-04-30 13:30:00,20.14,0.0,14.83,78.69,431.97
2024-04-30 14:00:00,20.22,0.0,14.84,78.0,430.88
2024-04-30 14:30:00,20.23,0.0,14.81,77.45,431.17
2024-04-30 15:00:00,20.13,0.0,15.16,78.98,429.58
2024-04-30 15:30:00,20.1,0.0,15.23,79.54,429.43
2024-04-30 16:30:00,19.99,0.0,15.5,80.27,427.98
2024-04-30 18:30:00,20.0,0.0,15.33,79.89,427.43
2024-04-30 19:00:00,19.99,0.0,15.32,79.42,427.65
2024-04-30 19:30:00,19.9,0.0,15.87,81.32,424.52
2024-05-01 13:30:00,19.79,0.0,16.06,83.5,422.54
2024-05-01 14:00:00,19.7,0.0,15.94,83.49,422.31
2024-05-01 15:00:00,19.65,0.0,15.81,82.44,421.89
2024-05-01 16:00:00,19.61,0.0,15.77,82.1,422.16
2024-05-01 17:00:00,19.65,0.0,15.83,82.32,421.84
2024-05-01 17:30:00,19.67,0.0,15.78,82.18,422.35
2024-05-01 18:00:00,19.78,0.0,15.4,79.95,424.6
2024-05-01 19:00:00,20.05,0.0,14.66,77.52,428.29
2024-05-01 19:30:00,19.79,0.0,15.38,81.78,421.44
2024-05-02 13:30:00,19.95,0.0,15.33,81.05,423.33
2024-05-02 14:00:00,19.8,0.0,15.24,80.38,423.3
2024-05-02 14:30:00,19.92,0.0,15.08,79.83,424.05
2024-05-02 16:00:00,20.02,0.0,15.13,80.0,424.32
2024-05-02 16:30:00,19.99,0.0,15.1,79.83,424.05
2024-05-02 17:00:00,20.06,0.0,14.82,78.58,425.84
2024-05-02 18:00:00,20.14,0.0,14.81,78.7,426.41
2024-05-02 19:30:00,20.2,0.0,14.74,78.83,426.93
2024-05-03 13:30:00,20.44,0.0,13.82,75.34,435.43
2024-05-03 14:00:00,20.41,0.0,14.0,75.56,434.05
2024-05-03 14:30:00,20.39,0.0,14.02,76.25,433.62
2024-05-03 15:00:00,20.33,0.0,13.9,75.45,434.12
2024-05-03 18:00:00,20.37,0.0,13.75,75.43,435.81
2024-05-03 19:30:00,20.41,0.0,13.55,74.99,435.48
2024-05-06 13:30:00,20.6,0.0,13.69,74.13,438.15
2024-05-06 14:00:00,20.6,0.0,13.81,74.25,437.78
2024-05-06 15:00:00,20.59,0.0,13.88,74.3,437.87
2024-05-06 15:30:00,20.6,0.0,13.82,74.08,438.21
2024-05-06 16:00:00,20.58,0.0,13.79,74.27,437.67
2024-05-06 16:30:00,20.6,0.0,13.77,74.37,438.34
2024-05-06 17:00:00,20.63,0.0,13.75,74.44,438.27
2024-05-06 17:30:00,20.64,0.0,13.72,74.39,438.63
2024-05-06 19:00:00,20.63,0.0,13.6,74.0,438.91
2024-05-06 19:30:00,20.67,0.0,13.44,73.41,440.34
2024-05-07 13:30:00,20.57,0.0,13.62,74.02,440.245
2024-05-07 14:00:00,20.54,0.0,13.56,73.94,440.16
2024-05-07 14:30:00,20.55,0.0,13.49,73.27,441.61
2024-05-07 15:00:00,20.57,0.0,13.51,73.51,441.51
2024-05-07 15:30:00,20.56,0.0,13.48,73.39,441.65
2024-05-07 16:30:00,20.54,0.0,13.37,73.76,441.36
2024-05-07 17:00:00,20.55,0.0,13.36,73.54,441.73
2024-05-07 17:30:00,20.51,0.0,13.44,73.99,440.23
2024-05-07 18:00:00,20.49,0.0,13.35,73.8,440.04
2024-05-07 19:00:00,20.52,0.0,13.31,75.31,440.37
2024-05-07 19:30:00,20.52,0.0,13.2,74.52,440.29
2024-05-08 13:30:00,20.39,0.0,13.29,74.24,439.72
2024-05-08 14:00:00,20.45,0.0,13.19,75.08,440.58
2024-05-08 14:30:00,20.44,0.0,13.2,74.9,440.9
2024-05-08 15:00:00,20.42,0.0,13.22,74.87,440.16
2024-05-08 16:00:00,20.43,0.0,13.24,74.48,439.96
2024-05-08 16:30:00,20.43,0.0,13.3,74.98,439.71
2024-05-08 17:00:00,20.43,0.0,13.19,74.93,439.16
2024-05-08 17:30:00,20.43,0.0,13.11,74.42,439.93
2024-05-08 18:30:00,20.43,0.0,13.05,74.32,439.8
2024-05-08 19:00:00,20.45,0.0,12.98,74.49,440.07
2024-05-08 19:30:00,20.43,0.0,12.99,74.32,440.1
2024-05-09 13:30:00,20.38,0.0,13.22,75.26,439.65
2024-05-09 14:00:00,20.42,0.0,13.15,74.46,439.51
2024-05-09 15:00:00,20.49,0.0,13.13,74.58,441.38
2024-05-09 15:30:00,20.49,0.0,13.16,74.99,440.16
2024-05-09 16:30:00,20.51,0.0,13.14,74.66,441.06
2024-05-09 17:30:00,20.49,0.0,12.98,73.99,440.84
2024-05-09 18:00:00,20.47,0.0,12.94,73.86,441.06
2024-05-09 19:30:00,20.48,0.0,12.73,73.78,441.03
2024-05-10 13:30:00,20.57,0.0,12.89,74.17,443.84
2024-05-10 14:00:00,20.41,0.0,12.94,73.73,441.49
2024-05-10 14:30:00,20.35,0.0,12.84,73.13,441.23
2024-05-10 15:00:00,20.33,0.0,12.79,73.02,441.68
2024-05-10 15:30:00,20.29,0.0,12.78,73.57,441.64
2024-05-10 16:00:00,20.28,0.0,12.77,73.5,441.6
2024-05-10 16:30:00,20.27,0.0,12.73,73.18,441.81
2024-05-10 17:00:00,20.27,0.0,12.74,73.11,441.38
2024-05-10 17:30:00,20.27,0.0,12.71,73.73,442.01
2024-05-10 18:00:00,20.29,0.0,12.69,73.54,441.98
2024-05-10 19:00:00,20.28,0.0,12.6,73.74,442.21
