Date,YMAG,YMAG Dividends,VIX,VVIX,QQQ
2024-05-30 18:00:00,20.34,0.0,13.88,80.62,453.31
2024-05-30 19:30:00,20.21,0.0,14.19,82.58,451.48
2024-05-31 13:30:00,20.24,0.0,13.69,80.93,450.37
2024-05-31 14:30:00,19.9,0.0,14.26,82.6,446.52
2024-05-31 15:30:00,19.85,0.0,14.47,84.47,444.5
2024-05-31 16:00:00,19.76,0.0,14.74,84.91,443.52
2024-05-31 17:00:00,19.9,0.0,14.31,82.26,445.88
2024-05-31 17:30:00,19.87,0.0,14.26,81.92,445.47
2024-05-31 18:00:00,19.85,0.0,14.25,82.03,444.95
2024-05-31 19:00:00,19.91,0.0,13.75,81.02,447.12
2024-06-03 13:30:00,20.33,0.0,13.22,80.24,453.74
2024-06-03 14:30:00,20.22,0.0,13.53,81.15,451.61
2024-06-03 15:00:00,20.2,0.0,13.42,80.88,452.265
2024-06-03 16:00:00,20.2,0.0,14.07,82.56,449.52
2024-06-03 17:00:00,20.13,0.0,13.79,81.41,450.2
2024-06-03 18:00:00,20.24,0.0,13.64,80.64,450.38
2024-06-03 18:30:00,20.21,0.0,13.51,80.08,450.91
2024-06-03 19:30:00,20.31,0.0,13.19,78.66,453.16
2024-06-04 14:00:00,20.22,0.0,13.53,79.86,452.37
2024-06-04 14:30:00,20.24,0.0,13.77,80.69,451.94
2024-06-04 17:00:00,20.31,0.0,13.55,79.75,452.86
2024-06-04 17:30:00,20.3,0.0,13.6,79.57,452.61
2024-06-04 19:30:00,20.33,0.0,13.14,78.09,454.38
2024-06-05 14:00:00,20.45,0.0,12.95,76.51,459.02
2024-06-05 15:00:00,20.51,0.0,12.89,75.13,460.75
2024-06-05 16:00:00,20.55,0.0,12.87,75.15,460.97
2024-06-05 17:30:00,20.56,0.0,12.76,75.01,462.22
2024-06-05 19:30:00,20.6,0.0,12.64,75.16,463.6
2024-06-06 13:30:00,20.62,0.0,12.74,76.4,462.5
2024-06-06 14:00:00,20.55,0.0,12.67,75.82,463.73
2024-06-06 15:30:00,20.59,0.0,12.69,76.11,463.3
2024-06-06 17:00:00,20.6,0.0,12.71,78.47,463.69
2024-06-06 19:30:00,20.66,0.0,12.59,77.95,463.41
2024-06-07 13:30:00,20.73,0.0,12.58,77.72,462.82
2024-06-07 14:00:00,20.62,0.0,12.5,77.18,462.94
2024-06-07 18:00:00,20.62,0.0,12.25,76.53,463.06
2024-06-07 19:30:00,20.63,0.0,12.23,76.48,462.97
2024-06-10 13:30:00,20.72,0.0,13.11,80.1,461.88
2024-06-10 14:00:00,20.73,0.0,12.98,79.87,462.95
2024-06-10 14:30:00,20.74,0.0,12.96,79.48,463.67
2024-06-10 15:00:00,20.76,0.0,12.9,79.19,464.25
2024-06-10 15:30:00,20.78,0.0,12.88,79.55,464.21
2024-06-10 16:00:00,20.77,0.0,12.84,79.16,464.67
2024-06-10 16:30:00,20.75,0.0,12.84,79.17,464.6
2024-06-10 18:00:00,20.66,0.0,12.8,79.49,463.31
2024-06-10 18:30:00,20.66,0.0,12.68,79.42,463.94
2024-06-11 13:30:00,20.71,0.0,13.34,83.55,462.95
2024-06-11 14:00:00,20.74,0.0,13.15,82.96,464.28
2024-06-11 15:30:00,20.7,0.0,13.15,82.03,464.03
2024-06-11 16:30:00,20.69,0.0,13.16,81.85,464.57
2024-06-11 19:00:00,20.81,0.0,12.94,80.03,466.85
2024-06-11 19:30:00,20.85,0.0,12.93,80.02,468.04
2024-06-12 13:30:00,21.03,0.0,12.33,77.69,474.13
2024-06-12 14:00:00,21.07,0.0,12.41,78.22,475.36
2024-06-12 14:30:00,21.05,0.0,12.46,78.21,474.41
2024-06-12 15:00:00,21.07,0.0,12.39,78.11,475.14
2024-06-12 15:30:00,21.07,0.0,12.42,78.2,474.71
2024-06-12 17:30:00,21.08,0.0,12.44,77.36,474.76
2024-06-12 18:30:00,21.05,0.0,12.2,76.9,474.78
2024-06-12 19:30:00,21.05,0.0,12.04,77.1,474.16
2024-06-13 13:30:00,21.2,0.0,12.13,76.92,477.6
2024-06-13 14:00:00,21.19,0.0,12.34,78.79,476.21
2024-06-13 14:30:00,21.13,0.0,12.39,79.96,475.75
2024-06-13 15:00:00,21.1,0.0,12.33,79.55,476.34
2024-06-13 16:00:00,21.11,0.0,12.66,80.11,474.61
2024-06-13 17:00:00,21.13,0.0,12.23,79.07,476.21
2024-06-13 17:30:00,21.13,0.0,12.17,78.85,476.08
2024-06-13 19:00:00,21.16,0.0,11.99,77.86,476.9
2024-06-13 19:30:00,21.08,0.0,11.91,78.42,476.7
2024-06-14 13:30:00,20.49,0.0,12.52,82.48,478.01
2024-06-14 14:00:00,20.43,0.0,12.86,83.6,477.68
2024-06-14 14:30:00,20.39,0.68,12.93,83.45,477.8
2024-06-14 15:00:00,20.43,0.0,12.94,84.26,477.53
2024-06-14 15:30:00,20.37,0.0,12.81,83.66,477.52
2024-06-14 17:00:00,20.435,0.0,12.56,82.25,478.54
2024-06-14 17:30:00,20.44,0.0,12.66,82.84,478.5
2024-06-14 19:30:00,20.43,0.0,12.51,83.84,479.18
2024-06-17 13:30:00,20.44,0.0,13.19,85.12,479.34
2024-06-17 14:00:00,20.47,0.0,13.11,84.08,479.21
2024-06-17 15:30:00,20.53,0.0,12.8,83.11,480.82
2024-06-17 16:30:00,20.59,0.0,12.68,82.93,482.69
2024-06-17 17:00:00,20.62,0.0,12.6,82.8,484.19
2024-06-17 17:30:00,20.67,0.0,12.53,82.29,485.95
2024-06-17 18:00:00,20.7,0.0,12.6,82.91,486.1
2024-06-17 19:30:00,20.6,0.0,12.73,83.33,485.09
2024-06-18 13:30:00,20.68,0.0,12.41,82.51,484.71
2024-06-18 14:30:00,20.6,0.0,12.67,81.97,484.275
2024-06-18 15:00:00,20.57,0.0,12.67,81.49,484.15
2024-06-18 15:30:00,20.58,0.0,12.55,81.39,484.91
2024-06-18 18:00:00,20.58,0.0,12.54,81.07,484.86
2024-06-18 18:30:00,20.58,0.0,12.45,80.97,485.21
2024-06-18 19:30:00,20.6,0.0,12.27,80.62,485.23
2024-06-20 14:00:00,20.63,0.0,12.9,82.05,484.6
2024-06-20 15:00:00,20.66,0.0,12.93,83.01,485.11
2024-06-20 16:00:00,20.6,0.0,13.28,84.61,482.1
2024-06-20 16:30:00,20.57,0.0,13.27,85.23,482.51
2024-06-20 17:00:00,20.5,0.0,13.45,85.78,480.82
2024-06-20 19:30:00,20.53,0.0,13.35,85.79,481.4
2024-06-21 13:30:00,20.56,0.0,13.61,86.21,479.65
2024-06-21 15:30:00,20.63,0.0,13.09,83.54,482.39
2024-06-21 17:30:00,20.51,0.0,13.23,82.92,479.85
2024-06-24 13:30:00,20.55,0.0,13.48,85.2,478.7
2024-06-24 14:00:00,20.6,0.0,13.44,84.83,477.48
2024-06-24 14:30:00,20.46,0.0,13.33,84.22,477.79
2024-06-24 15:00:00,20.53,0.0,13.25,84.08,477.91
2024-06-24 15:30:00,20.56,0.0,13.18,83.66,478.07
2024-06-24 16:00:00,20.59,0.0,13.18,83.32,477.69
2024-06-24 16:30:00,20.52,0.0,13.3,83.93,476.49
2024-06-24 17:00:00,20.47,0.0,13.39,84.33,475.73
2024-06-24 19:30:00,20.4,0.0,13.36,84.49,473.94
2024-06-25 13:30:00,20.53,0.0,13.45,84.91,476.08
2024-06-25 14:00:00,20.6,0.0,13.32,84.66,477.245
2024-06-25 15:00:00,20.68,0.0,13.2,83.79,478.5
2024-06-25 15:30:00,20.73,0.0,13.14,83.7,479.15
2024-06-25 16:00:00,20.66,0.0,13.22,83.53,478.23
2024-06-25 16:30:00,20.68,0.0,13.4,84.2,477.13
2024-06-25 17:30:00,20.72,0.0,13.13,83.28,478.33
2024-06-25 18:30:00,20.74,0.0,13.02,82.84,478.92
2024-06-25 19:00:00,20.72,0.0,12.89,82.41,479.66
2024-06-25 19:30:00,20.72,0.0,12.88,82.46,479.35
2024-06-26 13:30:00,20.77,0.0,12.96,82.54,479.61
2024-06-26 14:00:00,20.8,0.0,12.98,82.58,479.27
2024-06-26 14:30:00,20.83,0.0,12.83,82.55,479.61
2024-06-26 15:30:00,20.83,0.0,12.75,82.42,480.66
2024-06-26 16:00:00,20.85,0.0,12.74,82.29,480.36
2024-06-26 16:30:00,20.85,0.0,12.77,82.4,479.65
2024-06-26 19:30:00,20.89,0.0,12.42,81.35,480.39
2024-06-27 15:00:00,20.85,0.0,12.61,81.08,480.21
2024-06-27 17:00:00,20.88,0.0,12.41,79.88,481.67
2024-06-27 19:30:00,20.88,0.0,12.29,79.37,481.57
2024-06-28 13:30:00,20.99,0.0,12.3,79.79,484.24
2024-06-28 14:30:00,21.0,0.0,12.17,78.72,484.08
2024-06-28 16:00:00,20.88,0.0,12.24,78.63,482.4
2024-06-28 16:30:00,20.86,0.0,12.3,78.44,481.62
2024-06-28 19:30:00,20.79,0.0,12.49,79.38,479.01
2024-07-01 13:30:00,20.78,0.0,12.98,80.05,478.08
2024-07-01 14:00:00,20.76,0.0,12.9,80.19,479.19
2024-07-01 14:30:00,20.89,0.0,13.06,80.33,478.56
2024-07-01 15:30:00,20.93,0.0,12.69,78.65,480.19
2024-07-01 16:30:00,21.01,0.0,12.45,77.71,481.06
2024-07-01 18:30:00,21.01,0.0,12.35,77.13,481.09
2024-07-01 19:00:00,21.03,0.0,12.34,77.5,480.93
2024-07-01 19:30:00,21.08,0.0,12.14,76.25,481.95
2024-07-02 13:30:00,21.03,0.0,12.41,76.98,482.31
2024-07-02 14:30:00,21.05,0.0,12.22,76.25,483.45
2024-07-02 16:00:00,21.09,0.0,12.09,75.58,483.33
2024-07-02 17:00:00,21.15,0.0,11.94,75.82,485.03
2024-07-02 17:30:00,21.2,0.0,11.94,75.89,485.8
2024-07-02 18:00:00,21.2,0.0,11.86,76.26,486.15
2024-07-02 19:30:00,21.23,0.0,11.93,76.44,487.01
2024-07-03 13:30:00,21.28,0.0,11.98,77.66,487.64
2024-07-03 14:30:00,21.25,0.0,12.1,78.3,488.57
2024-07-03 15:30:00,21.37,0.0,12.17,79.29,490.155
2024-07-03 16:00:00,21.41,0.0,12.11,78.68,491.165
2024-07-03 16:30:00,21.45,0.0,12.08,78.08,491.01
2024-07-05 13:30:00,21.52,0.0,12.17,77.97,493.63
