Dates,GLD,VIX,VVIX
2012-07-30 14:30:00,157.24,17.84,94.51
2012-07-30 18:30:00,157.42,17.95,94.74
2012-07-31 14:30:00,156.38,18.4,94.97
2012-07-31 18:30:00,156.52,18.6,96.44
2012-08-01 14:30:00,155.58,18.73,94.63
2012-08-01 18:30:00,155.18,18.21,94.23
2012-08-02 14:30:00,154.0,18.37,93.57
2012-08-02 18:30:00,154.11,18.11,89.63
2012-08-03 14:30:00,155.79,16.4,86.38
2012-08-03 18:30:00,155.5,16.13,84.5
2012-08-06 14:30:00,156.47,16.12,85.01
2012-08-06 18:30:00,156.29,15.9,84.47
2012-08-07 14:30:00,156.21,15.76,85.65
2012-08-07 18:30:00,156.29,15.93,86.87
2012-08-08 14:30:00,156.49,16.12,85.3
2012-08-08 18:30:00,156.45,15.64,85.18
2012-08-09 14:30:00,156.94,15.39,84.55
2012-08-09 18:30:00,156.95,15.34,83.91
2012-08-10 14:30:00,157.16,15.21,85.44
2012-08-10 18:30:00,157.22,15.0,84.89
2012-08-13 14:30:00,156.07,14.4,88.65
2012-08-13 18:30:00,156.0,14.03,89.58
2012-08-14 14:30:00,155.14,14.29,94.19
2012-08-14 18:30:00,155.13,14.62,94.33
2012-08-15 14:30:00,155.61,14.68,98.35
2012-08-15 18:30:00,155.62,14.49,97.95
2012-08-16 14:30:00,156.84,14.92,98.83
2012-08-16 18:30:00,156.56,14.4,95.61
2012-08-17 14:30:00,156.83,14.17,94.16
2012-08-17 18:30:00,156.75,13.49,95.12
2012-08-20 14:30:00,157.19,14.67,96.77
2012-08-20 18:30:00,157.24,14.17,96.63
2012-08-21 14:30:00,159.13,14.12,97.71
2012-08-21 18:30:00,158.84,15.21,97.25
2012-08-22 14:30:00,158.89,15.2,101.02
2012-08-22 18:30:00,160.52,15.07,99.15
2012-08-23 14:30:00,161.96,15.83,99.1
2012-08-23 18:30:00,161.88,15.9,98.45
2012-08-24 14:30:00,161.96,15.52,95.36
2012-08-24 18:30:00,161.95,15.51,94.99
2012-08-27 14:30:00,162.29,15.94,93.55
2012-08-27 18:30:00,161.4,15.93,94.89
2012-08-28 14:30:00,161.67,16.28,94.39
2012-08-28 18:30:00,161.65,16.21,94.39
2012-08-29 14:30:00,161.03,16.96,93.55
2012-08-29 18:30:00,160.61,16.78,94.71
2012-08-30 14:30:00,160.45,17.91,95.87
2012-08-30 18:30:00,160.52,17.63,96.33
2012-08-31 14:30:00,163.46,16.99,94.43
2012-08-31 18:30:00,164.11,17.53,93.3
2012-09-04 14:30:00,164.26,18.82,95.35
2012-09-04 18:30:00,164.49,17.97,93.71
2012-09-05 14:30:00,164.08,17.6,91.22
2012-09-05 18:30:00,164.28,17.73,90.22
2012-09-06 14:30:00,165.12,16.15,85.38
2012-09-06 18:30:00,164.88,15.93,83.65
2012-09-07 14:30:00,168.52,14.84,82.14
2012-09-07 18:30:00,168.39,14.49,82.24
2012-09-10 14:30:00,167.7,14.17,86.2
2012-09-10 18:30:00,167.32,15.23,92.84
2012-09-11 14:30:00,167.99,15.86,92.03
2012-09-11 18:30:00,167.94,16.22,92.39
2012-09-12 14:30:00,167.86,16.18,96.56
2012-09-12 18:30:00,167.91,16.26,93.91
2012-09-13 14:30:00,171.56,15.7,90.62
2012-09-13 18:30:00,171.34,14.25,87.81
2012-09-14 14:30:00,171.67,14.3,89.41
2012-09-14 18:30:00,171.82,14.58,92.88
2012-09-17 14:30:00,171.46,14.8,92.29
2012-09-17 18:30:00,170.43,14.65,93.02
2012-09-18 14:30:00,171.51,14.39,90.88
2012-09-18 18:30:00,171.74,14.29,90.13
2012-09-19 14:30:00,171.58,13.89,88.56
2012-09-19 18:30:00,171.72,13.66,88.61
2012-09-20 14:30:00,171.38,14.19,90.59
2012-09-20 18:30:00,171.44,14.18,88.72
2012-09-21 14:30:00,172.17,13.91,86.89
2012-09-21 18:30:00,171.91,13.76,87.73
2012-09-24 14:30:00,170.85,14.32,85.0
2012-09-24 18:30:00,171.04,13.98,85.98
2012-09-25 14:30:00,171.03,14.05,87.1
2012-09-25 18:30:00,170.76,14.72,92.79
2012-09-26 14:30:00,169.73,16.75,92.47
2012-09-26 18:30:00,169.8,16.48,95.05
2012-09-27 14:30:00,172.41,16.19,88.03
2012-09-27 18:30:00,172.33,14.88,88.24
2012-09-28 14:30:00,171.71,15.54,88.61
2012-09-28 18:30:00,171.95,15.62,90.59
2012-10-01 14:30:00,172.64,15.68,90.23
2012-10-01 18:30:00,172.31,16.12,92.51
2012-10-02 14:30:00,171.92,16.1,92.43
2012-10-02 18:30:00,172.1,16.44,90.25
2012-10-03 14:30:00,172.35,15.46,87.3
2012-10-03 18:30:00,172.41,15.59,87.52
2012-10-04 14:30:00,173.91,15.27,85.05
2012-10-04 18:30:00,173.66,15.04,83.55
2012-10-05 14:30:00,172.43,14.3,81.79
2012-10-05 18:30:00,172.64,14.47,83.1
2012-10-08 14:30:00,171.96,15.09,85.76
2012-10-08 18:30:00,172.01,15.13,85.85
2012-10-09 14:30:00,171.0,16.06,88.29
2012-10-09 18:30:00,171.01,16.07,88.53
2012-10-10 14:30:00,170.92,16.25,94.7
2012-10-10 18:30:00,170.85,16.29,94.36
2012-10-11 14:30:00,171.45,15.44,90.73
2012-10-11 18:30:00,171.32,15.65,90.69
2012-10-12 14:30:00,170.41,15.41,90.41
2012-10-12 18:30:00,170.04,15.88,91.87
2012-10-15 14:30:00,168.29,16.11,94.96
2012-10-15 18:30:00,168.33,15.47,93.37
2012-10-16 14:30:00,169.13,14.76,89.94
2012-10-16 18:30:00,169.43,15.17,90.22
2012-10-17 14:30:00,169.78,15.03,88.17
2012-10-17 18:30:00,169.53,15.06,85.59
2012-10-18 14:30:00,169.02,15.08,86.0
2012-10-18 18:30:00,168.78,15.4,86.51
2012-10-19 14:30:00,167.01,15.5,89.87
2012-10-19 18:30:00,166.96,17.57,92.63
2012-10-22 14:30:00,167.23,17.17,97.59
2012-10-22 18:30:00,167.58,17.69,92.62
2012-10-23 14:30:00,165.6,19.55,97.77
2012-10-23 18:30:00,165.41,18.37,99.66
2012-10-24 14:30:00,164.83,18.36,96.33
2012-10-24 18:30:00,164.85,18.59,96.55
2012-10-25 14:30:00,165.95,18.0,92.79
2012-10-25 18:30:00,166.02,18.46,91.86
2012-10-26 14:30:00,165.83,18.5,91.56
2012-10-26 18:30:00,165.92,17.84,89.43
2012-10-31 14:30:00,166.57,18.68,89.85
2012-10-31 18:30:00,166.83,18.64,90.23
2012-11-01 14:30:00,166.2,17.3,85.02
2012-11-01 18:30:00,166.06,16.79,81.98
2012-11-02 14:30:00,162.33,17.0,82.88
2012-11-02 18:30:00,162.62,17.15,87.73
2012-11-05 14:30:00,163.13,18.24,91.23
2012-11-05 18:30:00,163.22,18.27,90.75
2012-11-06 14:30:00,166.17,17.86,87.34
2012-11-06 18:30:00,166.33,17.42,87.56
2012-11-07 14:30:00,166.11,18.67,92.64
2012-11-07 18:30:00,166.48,18.96,94.68
2012-11-08 14:30:00,167.29,18.4,93.71
2012-11-08 18:30:00,167.96,18.17,93.39
2012-11-09 14:30:00,167.75,18.0,93.07
2012-11-09 18:30:00,167.81,18.37,94.02
2012-11-12 14:30:00,167.72,17.66,91.4
2012-11-12 18:30:00,167.45,16.91,90.52
2012-11-13 14:30:00,167.12,16.17,87.74
2012-11-13 18:30:00,167.1,16.32,87.84
2012-11-14 14:30:00,167.66,16.96,91.19
2012-11-14 18:30:00,167.16,17.39,94.66
2012-11-15 14:30:00,166.06,18.0,96.34
2012-11-15 18:30:00,166.08,18.45,94.54
2012-11-16 14:30:00,166.17,18.13,93.48
2012-11-16 18:30:00,165.84,17.15,90.39
2012-11-19 14:30:00,168.07,15.9,89.25
2012-11-19 18:30:00,167.89,15.42,88.35
2012-11-20 14:30:00,167.02,15.38,89.23
2012-11-20 18:30:00,167.4,15.33,85.93
2012-11-21 14:30:00,167.43,14.92,85.48
2012-11-21 18:30:00,167.55,15.25,85.87
2012-11-23 14:30:00,169.76,15.13,82.81
2012-11-26 14:30:00,169.53,15.75,82.6
2012-11-26 18:30:00,169.43,15.7,82.64
2012-11-27 14:30:00,168.9,15.33,82.7
2012-11-27 18:30:00,168.73,15.76,83.99
2012-11-28 14:30:00,166.3,16.18,83.13
2012-11-28 18:30:00,166.54,15.83,80.39
2012-11-29 14:30:00,167.35,15.25,79.07
2012-11-29 18:30:00,167.2,15.13,78.48
2012-11-30 14:30:00,165.84,15.77,78.88
2012-11-30 18:30:00,166.09,16.17,78.63
2012-12-03 14:30:00,166.6,16.33,81.62
2012-12-03 18:30:00,166.12,16.53,84.02
2012-12-04 14:30:00,164.13,16.93,86.55
2012-12-04 18:30:00,164.42,17.13,86.1
2012-12-05 14:30:00,163.98,17.35,84.52
2012-12-05 18:30:00,164.11,16.36,82.84
2012-12-06 14:30:00,164.71,16.44,83.61
2012-12-06 18:30:00,164.52,16.58,84.15
2012-12-07 14:30:00,165.08,16.49,82.15
2012-12-07 18:30:00,165.14,16.06,80.74
2012-12-10 14:30:00,165.94,16.21,81.77
2012-12-10 18:30:00,165.82,16.14,81.56
2012-12-11 14:30:00,165.49,15.63,79.4
2012-12-11 18:30:00,165.64,15.92,78.7
2012-12-12 14:30:00,166.29,16.04,78.76
2012-12-12 18:30:00,165.77,15.58,82.91
2012-12-13 14:30:00,164.27,15.95,86.12
2012-12-13 18:30:00,164.39,16.58,86.74
2012-12-14 14:30:00,164.26,16.73,86.92
2012-12-14 18:30:00,164.14,17.15,86.19
2012-12-17 14:30:00,164.35,16.95,84.31
2012-12-17 18:30:00,164.44,16.88,82.1
2012-12-18 14:30:00,161.73,15.65,80.41
2012-12-18 18:30:00,162.08,15.7,79.36
2012-12-19 14:30:00,161.44,16.49,79.77
2012-12-19 18:30:00,161.66,17.09,83.11
2012-12-20 14:30:00,159.41,17.17,81.8
2012-12-20 18:30:00,159.72,17.64,82.95
2012-12-21 14:30:00,160.71,18.95,90.09
2012-12-21 18:30:00,160.3,18.62,88.4
2012-12-24 14:30:00,160.6,18.63,89.25
2012-12-26 14:30:00,160.75,19.24,91.58
2012-12-26 18:30:00,160.79,19.02,92.17
2012-12-27 14:30:00,161.08,20.32,95.2
2012-12-27 18:30:00,161.16,19.88,90.89
2012-12-28 14:30:00,160.34,20.18,93.15
2012-12-28 18:30:00,160.55,20.7,104.72
2012-12-31 14:30:00,162.27,20.64,97.97
2012-12-31 18:30:00,162.04,18.41,92.69
2013-01-02 14:30:00,163.48,15.8,81.91
2013-01-02 18:30:00,163.16,15.2,78.23
2013-01-03 14:30:00,162.13,14.56,74.73
2013-01-03 18:30:00,161.23,14.55,77.02
2013-01-04 14:30:00,159.65,13.92,74.16
2013-01-04 18:30:00,160.46,13.8,75.22
2013-01-07 14:30:00,159.43,14.2,77.27
2013-01-07 18:30:00,159.44,13.98,76.94
2013-01-08 14:30:00,160.95,14.26,79.15
2013-01-08 18:30:00,160.57,13.83,78.33
2013-01-09 14:30:00,160.32,13.58,81.52
2013-01-09 18:30:00,160.5,13.92,78.33
2013-01-10 14:30:00,162.49,13.82,78.26
2013-01-10 18:30:00,161.99,13.56,77.49
2013-01-11 14:30:00,160.82,13.56,77.93
2013-01-11 18:30:00,161.05,13.55,78.52
2013-01-14 14:30:00,161.68,13.48,79.11
2013-01-14 18:30:00,161.54,13.46,78.28
2013-01-15 14:30:00,163.06,13.56,77.0
2013-01-15 18:30:00,162.55,13.45,77.84
2013-01-16 14:30:00,163.0,13.31,76.71
2013-01-16 18:30:00,162.63,13.24,77.26
2013-01-17 14:30:00,163.72,13.28,76.53
2013-01-17 18:30:00,163.33,13.5,78.84
2013-01-18 14:30:00,163.39,13.12,75.21
2013-01-18 18:30:00,163.06,12.55,73.43
2013-01-22 14:30:00,163.96,13.19,74.9
2013-01-22 18:30:00,163.67,12.64,73.87
2013-01-23 14:30:00,163.33,12.52,71.44
2013-01-23 18:30:00,163.23,12.43,71.86
2013-01-24 14:30:00,161.71,12.61,76.92
2013-01-24 18:30:00,161.45,13.12,76.5
2013-01-25 14:30:00,160.5,12.88,77.26
2013-01-25 18:30:00,160.64,12.85,76.74
2013-01-28 14:30:00,160.13,13.64,79.18
2013-01-28 18:30:00,160.28,13.62,78.16
2013-01-29 14:30:00,160.89,13.6,74.04
2013-01-29 18:30:00,160.98,13.28,73.65
2013-01-30 14:30:00,162.71,13.98,74.02
2013-01-30 18:30:00,162.19,13.86,77.22
2013-01-31 14:30:00,160.82,14.19,76.64
2013-01-31 18:30:00,161.2,14.27,76.87
2013-02-01 14:30:00,161.66,12.86,72.99
2013-02-01 18:30:00,161.47,13.04,73.24
2013-02-04 14:30:00,162.24,13.99,77.36
2013-02-04 18:30:00,161.97,14.34,77.79
2013-02-05 14:30:00,161.95,13.89,74.82
2013-02-05 18:30:00,161.97,13.46,75.2
2013-02-06 14:30:00,162.46,13.81,81.2
2013-02-06 18:30:00,162.38,13.79,77.1
2013-02-07 14:30:00,161.76,14.26,77.98
2013-02-07 18:30:00,161.84,13.85,76.83
2013-02-08 14:30:00,161.31,12.9,74.84
2013-02-08 18:30:00,161.55,13.02,74.42
2013-02-11 14:30:00,159.58,13.07,77.47
2013-02-11 18:30:00,159.69,13.15,76.1
2013-02-12 14:30:00,159.65,13.05,73.65
2013-02-12 18:30:00,159.87,12.9,73.83
2013-02-13 14:30:00,159.195,12.94,73.78
2013-02-13 18:30:00,159.03,13.18,73.25
2013-02-14 14:30:00,158.34,12.8,72.41
2013-02-14 18:30:00,158.35,12.7,72.99
2013-02-15 14:30:00,155.77,12.33,73.31
2013-02-15 18:30:00,155.74,12.83,72.55
2013-02-19 14:30:00,155.29,12.74,71.82
2013-02-19 18:30:00,155.32,12.33,70.27
2013-02-20 14:30:00,152.81,13.0,72.41
2013-02-20 18:30:00,151.45,14.33,79.83
2013-02-21 14:30:00,152.84,15.24,83.28
2013-02-21 18:30:00,152.61,15.51,80.83
2013-02-22 14:30:00,152.26,14.9,79.52
2013-02-22 18:30:00,152.95,14.51,78.94
2013-02-25 14:30:00,153.65,14.53,81.72
2013-02-25 18:30:00,154.33,16.83,94.34
2013-02-26 14:30:00,156.43,18.0,93.07
2013-02-26 18:30:00,156.21,16.95,90.23
2013-02-27 14:30:00,154.49,15.01,82.8
2013-02-27 18:30:00,154.56,14.56,82.29
2013-02-28 14:30:00,152.77,14.83,81.88
2013-02-28 18:30:00,152.95,14.78,86.39
2013-03-01 14:30:00,152.22,15.26,87.74
2013-03-01 18:30:00,152.47,15.34,87.83
2013-03-04 14:30:00,152.2,15.58,85.96
2013-03-04 18:30:00,152.31,14.33,82.27
2013-03-05 14:30:00,152.48,13.34,79.96
2013-03-05 18:30:00,152.41,13.51,79.37
2013-03-06 14:30:00,152.45,13.71,78.65
2013-03-06 18:30:00,153.22,13.45,78.78
2013-03-07 14:30:00,152.5,13.32,77.23
2013-03-07 18:30:00,152.68,13.09,77.16
2013-03-08 14:30:00,152.68,12.79,77.51
2013-03-08 18:30:00,152.71,12.67,76.65
2013-03-11 14:30:00,152.8,12.18,76.62
2013-03-11 18:30:00,153.0,11.73,77.26
2013-03-12 14:30:00,154.14,12.19,81.24
2013-03-12 18:30:00,154.18,12.64,79.99
2013-03-13 14:30:00,153.82,12.36,83.86
2013-03-13 18:30:00,153.69,12.09,84.36
2013-03-14 14:30:00,154.02,11.64,83.64
2013-03-14 18:30:00,153.69,11.49,83.69
2013-03-15 14:30:00,154.21,11.46,85.45
2013-03-15 18:30:00,154.0,11.64,85.72
2013-03-18 14:30:00,155.34,12.94,89.99
2013-03-18 18:30:00,155.35,12.79,92.76
2013-03-19 14:30:00,155.96,13.67,97.92
2013-03-19 18:30:00,156.07,14.78,94.39
2013-03-20 14:30:00,155.62,12.57,89.25
2013-03-20 18:30:00,155.36,12.39,89.45
2013-03-21 14:30:00,156.2,13.2,91.63
2013-03-21 18:30:00,156.23,13.5,93.98
2013-03-22 14:30:00,155.5,13.37,91.76
2013-03-22 18:30:00,155.53,13.65,91.78
2013-03-25 14:30:00,155.35,13.53,91.31
2013-03-25 18:30:00,155.23,13.99,88.85
2013-03-26 14:30:00,154.47,12.98,86.74
2013-03-26 18:30:00,154.73,12.81,85.14
2013-03-27 14:30:00,155.48,13.26,86.17
2013-03-27 18:30:00,155.34,13.05,85.36
2013-03-28 14:30:00,154.33,12.65,84.26
2013-03-28 18:30:00,154.47,12.92,83.2
2013-04-01 14:30:00,154.84,13.95,84.12
2013-04-01 18:30:00,154.65,13.76,84.03
2013-04-02 14:30:00,152.45,12.82,81.35
2013-04-02 18:30:00,152.45,13.06,80.49
2013-04-03 14:30:00,150.29,13.51,82.19
2013-04-03 18:30:00,150.74,13.99,85.23
2013-04-04 14:30:00,150.21,14.42,86.6
2013-04-04 18:30:00,150.25,14.21,83.15
2013-04-05 14:30:00,152.5,14.64,85.85
2013-04-05 18:30:00,152.8,14.39,84.47
2013-04-08 14:30:00,152.15,14.14,82.49
2013-04-08 18:30:00,152.16,13.57,81.97
2013-04-09 14:30:00,153.54,13.43,80.53
2013-04-09 18:30:00,153.35,12.85,82.04
2013-04-10 14:30:00,150.81,12.36,82.06
2013-04-10 18:30:00,150.76,12.55,82.91
2013-04-11 14:30:00,151.4,12.22,82.4
2013-04-11 18:30:00,151.03,12.35,83.37
2013-04-12 14:30:00,145.21,13.09,82.5
2013-04-12 18:30:00,143.93,12.45,82.39
2013-04-15 14:30:00,131.66,12.93,89.0
2013-04-15 18:30:00,131.28,15.74,104.62
2013-04-16 14:30:00,134.26,14.81,91.61
2013-04-16 18:30:00,132.87,14.49,88.19
2013-04-17 14:30:00,133.69,17.86,104.59
2013-04-17 18:30:00,132.84,16.69,105.12
2013-04-18 14:30:00,134.72,16.9,106.91
2013-04-18 18:30:00,134.34,18.06,107.65
2013-04-19 14:30:00,135.0,15.54,97.0
2013-04-19 18:30:00,135.48,15.44,95.52
2013-04-22 14:30:00,137.52,15.48,91.09
2013-04-22 18:30:00,137.88,14.32,90.91
2013-04-23 14:30:00,136.35,13.67,86.35
2013-04-23 18:30:00,136.85,13.71,85.52
2013-04-24 14:30:00,137.76,13.58,84.16
2013-04-24 18:30:00,138.37,13.38,84.99
2013-04-25 14:30:00,141.45,13.36,82.25
2013-04-25 18:30:00,141.62,13.78,85.88
2013-04-26 14:30:00,140.6,14.06,86.08
