Dates,LQD,VIX,VVIX
2022-01-06 15:00:00,114.98295264,19.59,118.57
2022-01-06 15:30:00,115.04480469,19.59,116.87
2022-01-06 16:00:00,115.05364069,19.79,117.31
2022-01-06 16:30:00,115.02713268,19.35,116.78
2022-01-06 17:00:00,115.15083677,19.35,116.66
2022-01-06 17:30:00,115.22594282,19.35,117.14
2022-01-06 18:00:00,115.20385281,19.84,118.12
2022-01-06 18:30:00,115.26570485,19.78,117.15
2022-01-06 19:00:00,115.17734479,19.7,117.61
2022-01-06 19:30:00,115.13316475,19.41,116.37
2022-01-06 20:00:00,115.10665673,19.91,117.43
2022-01-06 20:30:00,115.13316475,19.7,117.71
2022-01-07 14:30:00,114.86808456,19.62,115.02
2022-01-07 15:00:00,114.80623251,19.99,117.12
2022-01-07 15:30:00,114.57649634,20.3,119.48
2022-01-07 16:00:00,114.47046427,19.89,116.91
2022-01-07 16:30:00,114.57649634,19.59,114.92
2022-01-07 17:00:00,114.54998832,19.74,115.77
2022-01-07 17:30:00,114.70903644,19.24,114.91
2022-01-07 18:00:00,114.75321647,19.21,114.85
2022-01-07 18:30:00,114.81506852,19.22,114.41
2022-01-07 19:00:00,114.80181451,19.11,114.5
2022-01-07 19:30:00,114.73554446,18.74,114.03
2022-01-07 20:00:00,114.7885605,18.79,114.34
2022-01-07 20:30:00,114.62951238,18.71,113.2
2022-01-10 14:30:00,114.08167998,22.16,124.88
2022-01-10 15:00:00,114.26281811,22.83,125.71
2022-01-10 15:30:00,114.17004004,22.52,126.53
2022-01-10 16:00:00,114.28490813,22.3,123.12
2022-01-10 16:30:00,114.27165412,22.37,123.27
2022-01-10 17:00:00,114.32908816,22.45,124.16
2022-01-10 17:30:00,114.42628423,21.96,123.42
2022-01-10 18:00:00,114.44395625,21.67,120.99
2022-01-10 18:30:00,114.50580829,20.6,119.09
2022-01-10 19:00:00,114.50580829,20.54,116.77
2022-01-10 19:30:00,114.48813628,20.88,116.9
2022-01-10 20:00:00,114.53231631,20.29,116.43
2022-01-10 20:30:00,114.53231631,19.33,112.48
2022-01-11 14:30:00,114.57649634,20.11,117.7
2022-01-11 15:00:00,114.5234803,20.26,115.97
2022-01-11 15:30:00,114.55882433,19.8,116.16
2022-01-11 16:00:00,114.77972449,18.98,112.68
2022-01-11 16:30:00,114.7885605,18.92,111.76
2022-01-11 17:00:00,114.73554446,18.91,112.13
2022-01-11 17:30:00,114.73554446,18.8,110.86
2022-01-11 18:00:00,114.81506852,18.42,111.19
2022-01-11 18:30:00,114.83274053,18.71,112.92
2022-01-11 19:00:00,114.86808456,18.43,112.99
2022-01-11 19:30:00,114.89459258,18.39,112.81
2022-01-11 20:00:00,114.77972449,18.54,112.0
2022-01-11 20:30:00,114.88575657,18.37,111.49
2022-01-12 14:30:00,114.98295264,17.38,113.29
2022-01-12 15:00:00,114.99178865,18.09,113.87
2022-01-12 15:30:00,114.96528063,18.3,115.55
2022-01-12 16:00:00,114.88133857,18.03,116.05
2022-01-12 16:30:00,114.95644462,18.17,116.02
2022-01-12 17:00:00,115.03596868,18.03,116.39
2022-01-12 17:30:00,115.11549274,17.93,115.74
2022-01-12 18:00:00,114.98295264,18.18,117.59
2022-01-12 18:30:00,114.99178865,18.26,116.83
2022-01-12 19:00:00,114.93877261,17.98,115.87
2022-01-12 19:30:00,114.96969863,18.19,116.21
2022-01-12 20:00:00,114.87692056,17.94,116.06
2022-01-12 20:30:00,114.7885605,17.64,114.87
2022-01-13 14:30:00,114.81065052,17.79,112.97
2022-01-13 15:00:00,114.85041254,18.17,115.06
2022-01-13 15:30:00,114.85483055,18.17,116.2
2022-01-13 16:00:00,114.80181451,17.79,115.54
2022-01-13 16:30:00,114.87692056,17.97,114.98
2022-01-13 17:00:00,114.72670845,18.78,119.1
2022-01-13 17:30:00,114.73112646,18.75,119.03
2022-01-13 18:00:00,114.85041254,18.75,117.52
2022-01-13 18:30:00,114.89017457,18.42,116.33
2022-01-13 19:00:00,114.9211006,19.03,118.25
2022-01-13 19:30:00,114.98295264,19.44,118.51
2022-01-13 20:00:00,115.05364069,20.06,119.11
2022-01-13 20:30:00,115.12432875,20.39,122.87
2022-01-14 14:30:00,114.52789831,20.45,124.6
2022-01-14 15:00:00,114.35559618,20.98,124.92
2022-01-14 15:30:00,114.35559618,21.18,124.9
2022-01-14 16:00:00,114.33792417,20.84,125.73
2022-01-14 16:30:00,114.29816214,20.39,121.61
2022-01-14 17:00:00,114.2495641,20.34,121.51
2022-01-14 17:30:00,114.11702401,21.13,123.66
2022-01-14 18:00:00,114.21863808,21.11,123.86
2022-01-14 18:30:00,114.17887605,20.49,121.93
2022-01-14 19:00:00,114.16562204,20.27,121.93
2022-01-14 19:30:00,114.21422008,20.35,120.48
2022-01-14 20:00:00,114.15236803,19.37,118.16
2022-01-14 20:30:00,114.13469602,19.22,117.14
2022-01-18 14:30:00,113.45432352,21.99,125.65
2022-01-18 15:00:00,113.2952754,22.23,124.63
2022-01-18 15:30:00,113.31294741,22.52,125.17
2022-01-18 16:00:00,113.35712745,22.17,124.62
2022-01-18 16:30:00,113.40130748,22.36,124.12
2022-01-18 17:00:00,113.21575134,22.67,126.47
2022-01-18 17:30:00,113.12297327,22.85,126.79
2022-01-18 18:00:00,113.10088326,22.51,126.13
2022-01-18 18:30:00,113.13622728,22.29,124.99
2022-01-18 19:00:00,113.30852941,22.0,125.79
2022-01-18 19:30:00,113.25551337,22.12,125.34
2022-01-18 20:00:00,113.18924332,22.7,127.33
2022-01-18 20:30:00,113.03903121,22.88,128.1
2022-01-19 14:30:00,113.40130748,22.58,124.02
2022-01-19 15:00:00,113.45432352,23.17,127.26
2022-01-19 15:30:00,113.40130748,23.47,127.97
2022-01-19 16:00:00,113.48083154,23.8,129.84
2022-01-19 16:30:00,113.45432352,22.72,128.3
2022-01-19 17:00:00,113.53384758,22.56,126.47
2022-01-19 17:30:00,113.57802761,22.41,125.93
2022-01-19 18:00:00,113.67522368,22.65,125.99
2022-01-19 18:30:00,113.60453563,22.95,124.66
2022-01-19 19:00:00,113.59569962,23.15,127.52
2022-01-19 19:30:00,113.63104365,22.91,126.37
2022-01-19 20:00:00,113.46757753,23.36,127.61
2022-01-19 20:30:00,113.20691534,23.86,130.23
2022-01-20 14:30:00,113.49850355,22.06,124.58
2022-01-20 15:00:00,113.44990551,22.09,124.13
2022-01-20 15:30:00,113.45432352,21.74,123.04
2022-01-20 16:00:00,113.41897949,21.81,123.02
2022-01-20 16:30:00,113.37479946,22.08,123.03
2022-01-20 17:00:00,113.34829144,22.0,123.38
2022-01-20 17:30:00,113.37479946,22.38,123.55
2022-01-20 18:00:00,113.24225936,22.2,123.71
2022-01-20 18:30:00,113.31294741,22.07,123.13
2022-01-20 19:00:00,113.25109537,22.93,124.44
2022-01-20 19:30:00,113.13622728,23.52,125.23
2022-01-20 20:00:00,113.06553923,24.38,130.21
2022-01-20 20:30:00,113.17157131,25.75,135.13
2022-01-21 14:30:00,113.96681189,27.63,140.06
2022-01-21 15:00:00,114.02866394,26.99,145.06
2022-01-21 15:30:00,113.91379586,26.47,143.06
2022-01-21 16:00:00,113.74591173,26.59,139.47
2022-01-21 16:30:00,113.72823972,26.46,142.61
2022-01-21 17:00:00,113.80776378,27.02,143.35
2022-01-21 17:30:00,113.93146787,27.0,144.08
2022-01-21 18:00:00,113.89612384,27.15,144.95
2022-01-21 18:30:00,113.90495985,27.45,145.12
2022-01-21 19:00:00,113.8342718,27.48,145.87
2022-01-21 19:30:00,113.92263186,29.08,146.9
2022-01-21 20:00:00,113.81659978,29.59,150.05
2022-01-21 20:30:00,113.91379586,29.07,151.57
2022-01-24 14:30:00,113.86077982,37.0,166.37
2022-01-24 15:00:00,113.88728784,34.57,167.09
2022-01-24 15:30:00,113.75474774,34.16,160.34
2022-01-24 16:00:00,113.78125576,35.73,161.5
2022-01-24 16:30:00,113.76358374,37.07,165.43
2022-01-24 17:00:00,113.64871566,38.04,170.78
2022-01-24 17:30:00,113.79892777,35.77,170.17
2022-01-24 18:00:00,113.90495985,34.95,167.28
2022-01-24 18:30:00,113.92263186,32.72,161.45
2022-01-24 19:00:00,113.8342718,34.81,163.1
2022-01-24 19:30:00,113.64871566,33.08,162.47
2022-01-24 20:00:00,113.61778964,30.92,159.98
2022-01-24 20:30:00,113.52501157,30.12,154.45
2022-01-25 14:30:00,113.67964168,35.39,161.93
2022-01-25 15:00:00,113.48966754,33.69,159.62
2022-01-25 15:30:00,113.52501157,33.72,160.95
2022-01-25 16:00:00,113.51175756,33.5,157.07
2022-01-25 16:30:00,113.4366515,32.31,158.34
2022-01-25 17:00:00,113.45432352,32.3,155.6
2022-01-25 17:30:00,113.45432352,32.19,155.95
2022-01-25 18:00:00,113.39247147,30.35,151.0
2022-01-25 18:30:00,113.40572548,30.22,148.97
2022-01-25 19:00:00,113.41014348,29.75,147.78
2022-01-25 19:30:00,113.4366515,30.13,147.34
2022-01-25 20:00:00,113.39247147,30.82,151.56
2022-01-25 20:30:00,113.22458735,31.22,149.83
2022-01-26 14:30:00,113.4322335,28.28,143.63
2022-01-26 15:00:00,113.54268358,29.72,145.37
2022-01-26 15:30:00,113.37479946,29.43,146.2
2022-01-26 16:00:00,113.32178342,28.65,144.92
2022-01-26 16:30:00,113.33061943,28.25,143.03
2022-01-26 17:00:00,113.30411141,27.7,141.34
2022-01-26 17:30:00,113.37921746,28.24,141.0
2022-01-26 18:00:00,113.41014348,28.38,142.13
2022-01-26 18:30:00,113.31294741,27.47,142.04
2022-01-26 19:00:00,113.08321124,27.57,140.58
2022-01-26 19:30:00,112.62373891,32.14,147.03
2022-01-26 20:00:00,112.53096084,31.59,150.38
2022-01-26 20:30:00,112.45585478,31.51,149.42
2022-01-27 14:30:00,113.08321124,28.6,138.67
2022-01-27 15:00:00,113.01252319,30.58,140.89
2022-01-27 15:30:00,112.87556509,29.8,139.17
2022-01-27 16:00:00,112.91090912,30.18,140.88
2022-01-27 16:30:00,112.92858113,30.84,139.69
2022-01-27 17:00:00,112.95508915,31.94,142.07
2022-01-27 17:30:00,112.93299913,32.19,142.59
2022-01-27 18:00:00,112.82696706,32.88,145.3
2022-01-27 18:30:00,112.81813105,31.35,144.26
2022-01-27 19:00:00,112.72093498,32.1,144.93
2022-01-27 19:30:00,112.53096084,31.59,144.86
2022-01-27 20:00:00,112.57955887,31.54,143.95
2022-01-27 20:30:00,112.70326296,30.58,142.42
2022-01-28 14:30:00,112.45585478,31.59,144.72
2022-01-28 15:00:00,112.43818277,31.25,141.34
2022-01-28 15:30:00,112.56188686,30.44,138.99
2022-01-28 16:00:00,112.64141092,29.64,138.69
2022-01-28 16:30:00,112.72093498,29.13,136.13
2022-01-28 17:00:00,112.76511501,29.8,136.1
2022-01-28 17:30:00,112.72977098,29.5,137.6
2022-01-28 18:00:00,112.62815691,29.39,136.82
2022-01-28 18:30:00,112.62815691,29.72,136.07
2022-01-28 19:00:00,112.6149029,30.75,138.84
2022-01-28 19:30:00,112.57072287,28.88,136.49
2022-01-28 20:00:00,112.76511501,28.18,135.07
2022-01-28 20:30:00,112.85347507,27.51,132.42
2022-01-31 14:30:00,112.64141092,27.2,131.88
2022-01-31 15:00:00,112.69000895,27.1,130.27
2022-01-31 15:30:00,112.63257491,26.66,129.49
2022-01-31 16:00:00,112.64141092,26.46,129.67
2022-01-31 16:30:00,112.756279,26.02,128.21
2022-01-31 17:00:00,112.67675494,25.71,127.72
2022-01-31 17:30:00,112.69884496,25.33,126.8
2022-01-31 18:00:00,112.82696706,25.5,126.64
2022-01-31 18:30:00,112.91532712,25.3,126.73
2022-01-31 19:00:00,112.93741714,25.11,125.72
2022-01-31 19:30:00,112.91532712,25.12,125.37
2022-01-31 20:00:00,112.76511501,25.22,126.63
2022-01-31 20:30:00,112.87998309,24.83,125.46
2022-02-01 14:30:00,112.75775548,24.91,124.18
2022-02-01 15:00:00,112.73119717,24.35,125.46
2022-02-01 15:30:00,112.67808054,23.75,125.24
2022-02-01 16:00:00,112.82857766,23.74,124.56
2022-02-01 16:30:00,112.76660826,23.63,124.07
2022-02-01 17:00:00,112.91710538,23.94,123.84
2022-02-01 17:30:00,112.99235394,23.78,123.38
2022-02-01 18:00:00,113.10301359,23.49,123.46
2022-02-01 18:30:00,113.13842468,23.43,123.14
2022-02-01 19:00:00,113.0985872,23.58,123.38
2022-02-01 19:30:00,112.99678033,22.8,123.01
2022-02-01 20:00:00,113.04547057,22.66,120.89
2022-02-01 20:30:00,113.0676025,22.05,118.91
2022-02-02 14:30:00,113.43056615,21.82,118.02
2022-02-02 15:00:00,113.2889218,22.13,118.85
2022-02-02 15:30:00,113.26236348,22.46,117.98
2022-02-02 16:00:00,113.43499253,22.53,119.17
2022-02-02 16:30:00,113.43056615,21.62,118.03
2022-02-02 17:00:00,113.49696194,21.71,117.73
2022-02-02 17:30:00,113.5722105,21.48,116.06
2022-02-02 18:00:00,113.48368278,21.44,117.25
2022-02-02 18:30:00,113.43056615,21.32,116.97
2022-02-02 19:00:00,113.28006903,21.04,116.48
2022-02-02 19:30:00,113.29777457,20.8,114.87
2022-02-02 20:00:00,113.09416082,20.71,115.31
2022-02-02 20:30:00,113.08530804,21.54,114.4
2022-02-03 14:30:00,112.06723928,23.69,125.18
2022-02-03 15:00:00,112.12920868,22.72,121.53
2022-02-03 15:30:00,112.20888363,22.55,120.39
2022-02-03 16:00:00,112.20888363,22.93,120.74
2022-02-03 16:30:00,112.14691422,23.63,122.17
2022-02-03 17:00:00,112.25314749,23.59,122.78
2022-02-03 17:30:00,112.23544194,24.16,123.32
2022-02-03 18:00:00,112.26200026,24.05,123.33
2022-02-03 18:30:00,112.25757387,23.77,123.22
2022-02-03 19:00:00,112.28855857,24.55,123.95
2022-02-03 19:30:00,112.27085303,24.97,125.22
2022-02-03 20:00:00,112.2487211,25.06,121.94
2022-02-03 20:30:00,112.14691422,24.61,127.67
2022-02-04 14:30:00,111.23507872,24.54,125.73
2022-02-04 15:00:00,111.00490665,25.53,126.84
2022-02-04 15:30:00,110.82785121,25.66,129.41
2022-02-04 16:00:00,110.96949556,24.62,127.54
2022-02-04 16:30:00,111.09343437,24.41,125.07
2022-02-04 17:00:00,111.11999269,23.89,124.3
2022-02-04 17:30:00,111.06687605,23.06,122.89
2022-02-04 18:00:00,111.18196209,23.29,123.41
2022-02-04 18:30:00,111.18638848,23.11,123.82
2022-02-04 19:00:00,111.13769823,22.98,123.88
2022-02-04 19:30:00,111.06687605,22.3,123.13
2022-02-04 20:00:00,111.0535969,22.34,122.29
2022-02-04 20:30:00,111.05802328,23.45,124.63
2022-02-07 14:30:00,110.92965809,23.13,124.96
2022-02-07 15:00:00,111.06244967,22.89,124.41
2022-02-07 15:30:00,110.87211507,23.17,123.18
2022-02-07 16:00:00,110.90752616,23.64,123.5
2022-02-07 16:30:00,110.97834834,23.52,124.84
2022-02-07 17:00:00,110.99605388,23.73,125.57
2022-02-07 17:30:00,111.03146497,23.06,124.98
2022-02-07 18:00:00,111.18196209,22.74,124.3
2022-02-07 18:30:00,111.19966763,22.85,123.92
2022-02-07 19:00:00,111.24393149,22.55,123.66
2022-02-07 19:30:00,111.32803283,22.29,123.17
2022-02-07 20:00:00,111.32803283,22.95,123.2
2022-02-07 20:30:00,111.27934258,22.94,125.2
2022-02-08 14:30:00,111.01375942,23.1,123.64
2022-02-08 15:00:00,110.97834834,22.64,123.35
2022-02-08 15:30:00,111.07572883,22.08,121.06
2022-02-08 16:00:00,111.18196209,21.85,120.52
2022-02-08 16:30:00,111.11113991,22.05,119.36
2022-02-08 17:00:00,111.15097739,21.5,119.02
2022-02-08 17:30:00,111.13769823,21.73,117.86
2022-02-08 18:00:00,111.18196209,21.86,119.22
2022-02-08 18:30:00,111.18196209,21.73,119.48
2022-02-08 19:00:00,111.1155663,22.42,121.43
2022-02-08 19:30:00,110.98720111,22.18,121.11
2022-02-08 20:00:00,110.98277472,21.73,119.82
2022-02-08 20:30:00,110.85440953,21.38,119.0
2022-02-09 14:30:00,111.34131198,20.56,119.71
2022-02-09 15:00:00,111.398855,20.43,119.33
2022-02-09 15:30:00,111.3678703,20.31,119.01
2022-02-09 16:00:00,111.48295633,20.4,118.98
2022-02-09 16:30:00,111.42098693,20.54,120.48
2022-02-09 17:00:00,111.50951465,20.21,119.25
2022-02-09 17:30:00,111.4298397,20.13,118.67
2022-02-09 18:00:00,111.5891896,20.19,119.65
2022-02-09 18:30:00,111.50508826,20.1,119.65
2022-02-09 19:00:00,111.45197163,20.06,119.56
2022-02-09 19:30:00,111.42098693,20.25,119.35
2022-02-09 20:00:00,111.19966763,20.08,119.61
2022-02-09 20:30:00,111.21737318,20.0,119.48
2022-02-10 14:30:00,110.55341529,20.48,119.88
2022-02-10 15:00:00,110.54456251,20.34,119.69
2022-02-10 15:30:00,110.3586543,21.13,122.15
2022-02-10 16:00:00,110.19045164,21.8,124.12
2022-02-10 16:30:00,110.45603479,21.18,122.16
2022-02-10 17:00:00,110.33209599,21.07,121.4
2022-02-10 17:30:00,109.96027957,22.14,124.89
2022-02-10 18:00:00,110.16389332,23.81,128.7
2022-02-10 18:30:00,110.13733501,23.49,128.34
2022-02-10 19:00:00,110.19930441,23.3,128.82
2022-02-10 19:30:00,109.99569066,23.65,130.27
2022-02-10 20:00:00,109.84076715,24.24,129.2
2022-02-10 20:30:00,109.71240196,23.91,128.1
2022-02-11 14:30:00,110.03110174,23.85,129.59
2022-02-11 15:00:00,110.05766006,23.87,128.65
2022-02-11 15:30:00,109.87617824,23.97,129.63
2022-02-11 16:00:00,109.71240196,24.75,130.29
2022-02-11 16:30:00,109.71240196,24.23,130.98
2022-02-11 17:00:00,109.75666582,24.16,129.39
2022-02-11 17:30:00,109.88060462,24.21,131.29
2022-02-11 18:00:00,109.85404631,26.79,131.97
2022-02-11 18:30:00,109.96913234,28.76,141.32
2022-02-11 19:00:00,110.13733501,29.44,143.16
2022-02-11 19:30:00,110.32324322,29.56,145.57
2022-02-11 20:00:00,110.45160841,29.06,143.59
2022-02-11 20:30:00,110.52685697,27.77,143.03
2022-02-14 14:30:00,109.96027957,29.83,142.57
2022-02-14 15:00:00,109.87175185,29.99,142.75
2022-02-14 15:30:00,109.74781304,29.9,143.89
2022-02-14 16:00:00,109.64157978,29.38,141.66
2022-02-14 16:30:00,109.56190483,29.21,141.05
2022-02-14 17:00:00,109.61502147,28.77,140.62
2022-02-14 17:30:00,109.71240196,28.69,140.45
2022-02-14 18:00:00,109.69027003,29.5,141.62
2022-02-14 18:30:00,109.75666582,31.34,145.82
2022-02-14 19:00:00,109.79650329,30.4,144.11
2022-02-14 19:30:00,109.61502147,29.61,143.51
2022-02-14 20:00:00,109.65928533,28.98,141.89
2022-02-14 20:30:00,109.52649375,28.45,140.7
2022-02-15 14:30:00,109.42468687,26.48,134.62
2022-02-15 15:00:00,109.46452434,26.09,132.8
2022-02-15 15:30:00,109.49993543,25.73,131.23
2022-02-15 16:00:00,109.54419929,25.81,131.38
2022-02-15 16:30:00,109.56190483,26.02,129.54
2022-02-15 17:00:00,109.34058554,26.4,131.14
2022-02-15 17:30:00,109.36714385,26.22,131.99
2022-02-15 18:00:00,109.36714385,25.79,129.28
2022-02-15 18:30:00,109.35829108,26.0,129.05
2022-02-15 19:00:00,109.28304252,25.8,129.48
2022-02-15 19:30:00,109.2254995,25.61,129.61
2022-02-15 20:00:00,109.11041347,25.99,129.35
2022-02-15 20:30:00,109.00418021,25.78,128.94
2022-02-16 14:30:00,108.95991635,26.69,128.45
2022-02-16 15:00:00,109.01745936,26.37,126.77
2022-02-16 15:30:00,109.03959129,26.06,125.83
2022-02-16 16:00:00,108.99532743,26.05,124.38
2022-02-16 16:30:00,108.95991635,25.78,124.36
2022-02-16 17:00:00,108.92007887,26.09,124.47
2022-02-16 17:30:00,108.93335803,26.05,125.27
2022-02-16 18:00:00,108.90679972,26.06,124.78
2022-02-16 18:30:00,108.58367354,25.29,125.36
2022-02-16 19:00:00,108.98204828,24.56,121.02
2022-02-16 19:30:00,108.88909417,24.06,121.21
2022-02-16 20:00:00,109.07500238,24.17,121.04
2022-02-16 20:30:00,109.12811901,24.3,121.97
2022-02-17 14:30:00,109.49108266,26.87,131.48
2022-02-17 15:00:00,109.46009796,26.9,130.96
2022-02-17 15:30:00,109.53534652,26.56,129.57
2022-02-17 16:00:00,109.4778035,26.35,128.0
2022-02-17 16:30:00,109.26976336,26.4,127.8
2022-02-17 17:00:00,109.27861613,26.08,127.87
2022-02-17 17:30:00,109.19894119,26.35,127.92
2022-02-17 18:00:00,109.20779396,26.55,128.37
2022-02-17 18:30:00,109.27861613,27.05,128.4
2022-02-17 19:00:00,109.24763143,27.28,130.29
2022-02-17 19:30:00,109.06172322,27.76,131.31
2022-02-17 20:00:00,108.98647466,27.62,132.63
2022-02-17 20:30:00,109.2254995,28.26,133.99
2022-02-18 14:30:00,109.33615915,27.94,133.17
2022-02-18 15:00:00,109.34058554,28.51,134.27
2022-02-18 15:30:00,109.17680926,29.21,135.11
2022-02-18 16:00:00,109.18566203,28.38,136.36
2022-02-18 16:30:00,109.20336757,28.58,137.7
2022-02-18 17:00:00,109.27861613,29.21,136.38
2022-02-18 17:30:00,109.27418975,29.26,137.71
2022-02-18 18:00:00,109.31845361,28.88,137.8
2022-02-18 18:30:00,109.43796603,28.71,136.09
2022-02-18 19:00:00,109.42026048,27.88,133.59
2022-02-18 19:30:00,109.35829108,27.81,132.87
2022-02-18 20:00:00,109.41140771,28.62,135.35
2022-02-18 20:30:00,109.48222989,27.91,134.76
2022-02-22 14:30:00,109.20779396,29.06,132.94
2022-02-22 15:00:00,109.18123564,28.92,130.39
2022-02-22 15:30:00,109.17680926,29.41,132.2
2022-02-22 16:00:00,109.16795649,29.73,133.09
2022-02-22 16:30:00,109.04844407,29.52,133.19
2022-02-22 17:00:00,109.1015607,29.85,132.77
2022-02-22 17:30:00,109.26091059,30.06,133.34
2022-02-22 18:00:00,109.28746891,30.57,133.61
2022-02-22 18:30:00,109.27861613,31.42,135.57
2022-02-22 19:00:00,109.08385515,30.38,135.34
2022-02-22 19:30:00,109.05729684,29.21,132.49
2022-02-22 20:00:00,109.2254995,29.14,131.33
2022-02-22 20:30:00,109.34058554,28.81,132.43
2022-02-23 14:30:00,108.84483031,29.14,129.32
2022-02-23 15:00:00,108.90679972,29.31,131.0
2022-02-23 15:30:00,109.02188575,30.7,130.11
2022-02-23 16:00:00,108.97762189,29.27,129.93
2022-02-23 16:30:00,108.93335803,28.97,126.96
2022-02-23 17:00:00,108.93335803,28.94,125.41
2022-02-23 17:30:00,108.84483031,29.29,127.33
2022-02-23 18:00:00,108.88909417,29.43,129.07
2022-02-23 18:30:00,108.95106357,29.48,128.04
2022-02-23 19:00:00,108.76072898,30.06,128.99
2022-02-23 19:30:00,108.67662765,30.68,129.03
2022-02-23 20:00:00,108.50842498,30.73,129.12
2022-02-23 20:30:00,108.34022231,30.92,131.27
2022-02-24 14:30:00,108.88909417,35.03,137.72
2022-02-24 15:00:00,108.6899068,34.95,138.73
2022-02-24 15:30:00,108.5969527,34.13,136.07
2022-02-24 16:00:00,108.57924716,33.76,134.22
2022-02-24 16:30:00,108.52613052,33.89,134.63
2022-02-24 17:00:00,108.75187621,33.72,135.59
2022-02-24 17:30:00,108.70318596,33.92,135.54
2022-02-24 18:00:00,108.87138863,33.03,134.1
2022-02-24 18:30:00,108.80941922,33.12,131.52
2022-02-24 19:00:00,108.62351101,30.94,129.58
2022-02-24 19:30:00,108.63236379,30.65,126.66
2022-02-24 20:00:00,108.72089151,30.04,127.15
2022-02-24 20:30:00,108.8802414,30.08,126.27
2022-02-25 14:30:00,108.96876912,29.32,123.51
2022-02-25 15:00:00,109.09270792,28.75,121.23
2022-02-25 15:30:00,109.19894119,27.8,120.04
2022-02-25 16:00:00,109.08385515,27.83,119.4
2022-02-25 16:30:00,109.12811901,27.48,119.4
2022-02-25 17:00:00,109.12811901,27.05,118.09
2022-02-25 17:30:00,109.10598708,27.89,119.19
2022-02-25 18:00:00,109.13697178,27.79,118.21
2022-02-25 18:30:00,109.14139817,27.9,118.83
2022-02-25 19:00:00,109.04844407,28.19,118.5
2022-02-25 19:30:00,109.19894119,28.33,119.38
2022-02-25 20:00:00,109.2254995,27.8,118.89
2022-02-25 20:30:00,109.31402722,27.57,118.1
2022-02-28 14:30:00,110.06208645,30.83,123.88
2022-02-28 15:00:00,110.14618778,30.15,123.76
2022-02-28 15:30:00,110.26127381,29.49,122.37
2022-02-28 16:00:00,110.27012659,29.21,121.1
2022-02-28 16:30:00,110.2347155,30.18,122.54
2022-02-28 17:00:00,110.15061416,30.96,124.69
2022-02-28 17:30:00,110.12848224,30.2,125.53
2022-02-28 18:00:00,110.14618778,30.86,126.08
2022-02-28 18:30:00,110.11077669,32.07,125.12
2022-02-28 19:00:00,110.2347155,31.92,127.87
2022-02-28 19:30:00,110.26127381,31.12,125.79
2022-02-28 20:00:00,110.40291816,31.42,124.85
2022-02-28 20:30:00,110.48259311,30.19,123.49
2022-03-01 14:30:00,110.87792255,31.67,124.97
2022-03-01 15:00:00,111.13517991,31.3,126.25
2022-03-01 15:30:00,111.37469538,32.02,127.98
2022-03-01 16:00:00,111.3569535,32.96,129.09
2022-03-01 16:30:00,111.25050217,34.23,133.19
2022-03-01 17:00:00,111.02872859,33.61,134.44
2022-03-01 17:30:00,111.20614746,33.3,132.67
2022-03-01 18:00:00,111.01985764,34.19,135.3
2022-03-01 18:30:00,111.17953463,34.97,134.88
2022-03-01 19:00:00,111.09082519,33.8,134.14
