Dates,GLD,VIX,VVIX
2007-01-30,64.22,10.96,78.9
2007-01-31,64.83,10.42,77.28
2007-02-01,65.22,10.31,73.5
2007-02-02,64.28,10.08,72.44
2007-02-05,64.31,10.55,70.29
2007-02-06,64.78999,10.65,68.55
2007-02-07,64.63,10.32,70.32
2007-02-08,65.52,10.44,73.18
2007-02-09,66.12,11.1,74.39
2007-02-12,65.67,11.61,79.12
2007-02-13,65.84,10.34,75.72
2007-02-14,66.37,10.23,74.0
2007-02-15,66.41,10.22,70.34
2007-02-16,66.36,10.02,70.74
2007-02-20,65.31,10.24,65.87
2007-02-21,67.28,10.2,67.37
2007-02-22,67.14999,10.18,66.05
2007-02-23,67.72,10.58,70.71
2007-02-26,68.10001,11.15,70.33
2007-02-27,65.41,18.31,110.42
2007-02-28,66.48,15.42,91.64
2007-03-01,65.82001,15.82,99.47
2007-03-02,63.71001,18.60999,104.17
2007-03-05,62.92999,19.62999,101.2
2007-03-06,64.14999,15.96,93.65
2007-03-07,64.3,15.24,94.41
2007-03-08,64.48,14.29,93.97
2007-03-09,64.25,14.09,91.82
2007-03-12,64.37,13.99,90.02
2007-03-13,63.72,18.12999,94.53
2007-03-14,63.94,17.26999,98.08
2007-03-15,63.98,16.42999,99.55
2007-03-16,64.62,16.78999,102.74
2007-03-19,64.74001,14.59,93.9
2007-03-20,65.27,13.27,89.55
2007-03-21,65.82001,12.19,94.13
2007-03-22,65.75999,12.93,95.52
2007-03-23,65.14999,12.95,96.37
2007-03-26,65.84,13.16,95.95
2007-03-27,65.7,13.48,101.0
2007-03-28,66.05,14.98,104.79
2007-03-29,65.64999,15.14,102.31
2007-03-30,65.74001,14.64,99.78
2007-04-02,65.85001,14.53,98.92
2007-04-03,65.83,13.46,94.98
2007-04-04,66.81,13.24,96.12
2007-04-05,66.86,13.23,93.6
2007-04-09,66.53,13.14,92.3
2007-04-10,67.16,12.68,87.37
2007-04-11,67.08,13.49,93.47
2007-04-12,66.99001,12.71,91.38
2007-04-13,67.84,12.2,88.71
2007-04-16,68.39999,11.98,83.98
2007-04-17,68.0,12.14,83.68
2007-04-18,68.38,12.42,80.59
2007-04-19,67.53,12.54,77.91
2007-04-20,68.7,12.07,79.18
2007-04-23,68.25999,13.04,79.33
2007-04-24,67.73,13.12,77.83
2007-04-25,67.89,13.21,80.79
2007-04-26,66.87,12.79,81.67
2007-04-27,67.56,12.45,80.66
2007-04-30,67.09,14.22,85.33
2007-05-01,66.69,13.51,81.28
2007-05-02,66.66,13.08,82.59
2007-05-03,67.49001,13.09,78.81
2007-05-04,68.19,12.91,77.1
2007-05-07,68.25,13.15,78.51
2007-05-08,67.88,13.21,79.9
2007-05-09,67.45,12.88,85.89
2007-05-10,66.0,13.6,83.58
2007-05-11,66.45,12.95,79.47
2007-05-14,66.28,13.96,82.02
2007-05-15,66.53999,14.01,76.68
2007-05-16,65.60001,13.5,70.26
2007-05-17,65.06,13.51,72.94
2007-05-18,65.52,12.76,75.43
2007-05-21,65.67,13.3,71.82
2007-05-22,65.22,13.06,72.36
2007-05-23,65.53999,13.24,71.44
2007-05-24,64.75,14.08,74.36
2007-05-25,64.94,13.34,72.42
2007-05-29,65.07001,13.53,72.48
2007-05-30,64.72,12.83,71.61
2007-05-31,65.53999,13.05,72.2
2007-06-01,66.44,12.78,70.19
2007-06-04,66.53999,13.29,70.74
2007-06-05,66.37,13.63,69.24
2007-06-06,66.41,14.87,72.06
2007-06-07,65.25999,17.06,75.83
2007-06-08,64.22,14.84,70.69
2007-06-11,64.7,14.71,68.73
2007-06-12,64.10001,16.67,69.48
2007-06-13,64.53,14.73,68.81
2007-06-14,64.60001,13.64,63.52
2007-06-15,64.85001,13.94,64.03
2007-06-18,64.95,13.42,66.76
2007-06-19,65.48,12.85,67.24
2007-06-20,64.71001,14.67,76.8
2007-06-21,64.56,14.21,74.76
2007-06-22,64.78,15.75,78.35
2007-06-25,64.42999,16.64999,78.07
2007-06-26,63.62,18.89,82.01
2007-06-27,63.67,15.53,78.48
2007-06-28,64.25999,15.54,76.04
2007-06-29,64.27,16.23,76.94
2007-07-02,65.02,15.4,75.56
2007-07-03,64.74001,14.92,74.63
2007-07-05,64.42,15.48,75.86
2007-07-06,64.96001,14.72,74.85
2007-07-09,65.38,15.16,73.05
2007-07-10,65.61,17.56999,79.99
2007-07-11,65.44,16.64,81.55
2007-07-12,66.02,15.54,76.6
2007-07-13,66.03,15.15,76.65
2007-07-16,65.82001,15.59,72.56
2007-07-17,65.75,15.63,72.41
2007-07-18,66.62,16.0,73.57
2007-07-19,67.00999,15.23,72.02
2007-07-20,67.58,16.95,73.76
2007-07-23,67.47,16.81,74.56
2007-07-24,67.47,18.54999,79.32
2007-07-25,66.89999,18.09999,75.31
2007-07-26,65.64999,20.73999,87.38
2007-07-27,65.41,24.17,97.23
2007-07-30,65.77,20.87,97.45
2007-07-31,65.78999,23.51999,104.08
2007-08-01,65.92999,23.67,108.86
2007-08-02,65.89,21.21999,100.8
2007-08-03,66.69,25.15999,104.05
2007-08-06,66.52,22.93999,95.22
2007-08-07,66.48,21.56,85.96
2007-08-08,66.77,21.45,82.52
2007-08-09,65.46001,26.48,99.87
2007-08-10,66.57001,28.29999,108.91
2007-08-13,66.25999,26.56999,108.57
2007-08-14,66.28999,27.67999,114.96
2007-08-15,66.13,30.67,121.67
2007-08-16,64.67999,30.82999,142.99
2007-08-17,65.00999,29.98999,133.87
2007-08-20,65.12,26.32999,125.04
2007-08-21,65.07001,25.25,122.6
2007-08-22,65.39999,22.89,117.47
2007-08-23,65.31,22.62,117.42
2007-08-24,66.11,20.71999,111.95
2007-08-27,65.98,22.71999,115.24
2007-08-28,65.59,26.29999,119.79
2007-08-29,66.07001,23.81,113.22
2007-08-30,65.8,25.06,112.66
2007-08-31,66.52,23.37999,109.27
2007-09-04,67.44,22.78,104.87
2007-09-05,67.56,24.57999,107.91
2007-09-06,68.86,23.98999,106.6
2007-09-07,69.39,26.23,108.22
2007-09-10,69.62,27.37999,107.07
2007-09-11,70.52,25.26999,103.75
2007-09-12,70.46001,24.95999,106.95
2007-09-13,70.08,24.75999,104.63
2007-09-14,69.99001,24.92,104.39
2007-09-17,70.97,26.48,102.22
2007-09-18,71.7,20.34999,92.33
2007-09-19,71.42999,20.03,97.7
2007-09-20,72.72,20.45,97.38
2007-09-21,72.34,19.0,98.14
2007-09-24,72.28,19.37,94.27
2007-09-25,72.33,18.59999,94.33
2007-09-26,72.0,17.62999,89.49
2007-09-27,72.7,17.0,87.57
2007-09-28,73.50999,18.0,87.13
2007-10-01,73.89999,17.84,84.48
2007-10-02,72.35001,18.48999,88.74
2007-10-03,71.89999,18.79999,87.65
2007-10-04,72.87,18.43999,89.38
2007-10-05,73.39999,16.90999,83.91
2007-10-08,72.53,17.45999,84.96
2007-10-09,73.09,16.12,79.93
2007-10-10,73.36,16.67,87.46
2007-10-11,73.91,18.87999,95.78
2007-10-12,74.59,17.73,90.63
2007-10-15,75.14,19.25,86.18
2007-10-16,75.12,20.01999,91.47
2007-10-17,74.5,18.53999,89.48
2007-10-18,76.0,18.5,83.37
2007-10-19,75.7,22.95999,91.56
2007-10-22,74.60001,21.64,88.17
2007-10-23,75.23,20.40999,86.42
2007-10-24,75.52,20.79999,89.14
2007-10-25,76.03,21.17,90.82
2007-10-26,77.69,19.56,95.36
2007-10-29,78.12,19.87,95.01
2007-10-30,77.35001,21.06999,100.37
2007-10-31,78.62,18.53,93.62
2007-11-01,77.92999,23.20999,97.53
2007-11-02,79.83,23.00999,97.46
2007-11-05,79.75,24.31,97.29
2007-11-06,81.42999,21.39,92.7
2007-11-07,82.24001,26.48999,98.17
2007-11-08,82.23,26.15999,97.36
2007-11-09,82.17999,28.5,97.86
2007-11-12,78.3,31.09,98.09
2007-11-13,79.12,24.09999,92.58
2007-11-14,80.28,25.93999,94.39
2007-11-15,77.95,28.06,92.96
2007-11-16,77.75,25.48999,92.8
2007-11-19,77.24001,26.00999,91.13
2007-11-20,79.47,24.87999,91.34
2007-11-21,79.36,26.84,94.49
2007-11-23,81.25,25.60999,89.62
2007-11-26,81.3,28.90999,91.55
2007-11-27,80.10001,26.28,90.7
2007-11-28,79.57001,24.10999,91.62
2007-11-29,78.28,23.96999,91.08
2007-11-30,77.32001,22.87,88.88
2007-12-03,78.28,23.60999,87.45
2007-12-04,79.39999,23.78999,86.85
2007-12-05,78.63,22.53,83.08
2007-12-06,79.37,20.95999,81.51
2007-12-07,78.60001,20.84999,82.47
2007-12-10,80.0,20.73999,81.5
2007-12-11,78.84,23.59,82.58
2007-12-12,80.49001,22.46999,89.41
2007-12-13,78.5,22.56,88.19
2007-12-14,78.52,23.26999,85.82
2007-12-17,78.13,24.51999,85.38
2007-12-18,79.25,22.64,80.83
2007-12-19,79.24001,21.67999,83.47
2007-12-20,78.67,20.57999,79.44
2007-12-21,80.10001,18.46999,82.87
2007-12-24,80.14,18.59999,79.85
2007-12-26,81.52,18.65999,80.79
2007-12-27,81.56,20.25999,84.36
2007-12-28,83.0,20.73999,84.03
2007-12-31,82.46001,22.5,82.19
2008-01-02,84.86,23.17,80.58
2008-01-03,85.57001,22.48999,79.33
2008-01-04,85.13,23.93999,81.46
2008-01-07,84.77,23.78999,79.51
2008-01-08,86.78,25.42999,79.59
2008-01-09,86.5499,24.12,89.37
2008-01-10,88.25,23.45,84.98
2008-01-11,88.58,23.67999,84.66
2008-01-14,89.5399,22.89999,86.96
2008-01-15,87.99001,23.34,81.13
2008-01-16,86.7,24.37999,80.51
2008-01-17,86.50011,28.45999,84.99
2008-01-18,87.42,27.17999,77.24
2008-01-22,88.16991,31.00999,86.58
2008-01-23,87.89,29.01999,82.68
2008-01-24,90.08,27.78,81.31
2008-01-25,90.3,29.07999,79.0
2008-01-28,91.75,27.78,76.43
2008-01-29,91.14999,27.31999,77.46
2008-01-30,92.0601,27.62,76.41
2008-01-31,91.39999,26.2,75.21
2008-02-01,89.3499,24.01999,73.94
2008-02-04,89.10001,25.98999,73.9
2008-02-05,87.67999,28.23999,75.06
2008-02-06,88.94991,28.96999,74.63
2008-02-07,89.85001,27.65999,72.0
2008-02-08,91.0,28.00999,72.6
2008-02-11,91.33,27.59999,71.41
2008-02-12,89.33,26.32999,72.52
2008-02-13,89.44,24.87999,71.44
2008-02-14,89.71001,25.53999,69.23
2008-02-15,89.14999,25.01999,74.72
2008-02-19,91.58,25.59,69.6
2008-02-20,93.24001,24.39999,71.29
2008-02-21,93.25,25.12,69.65
2008-02-22,93.39,24.06,65.47
2008-02-25,92.74001,23.03,68.92
2008-02-26,93.71001,21.89999,68.59
2008-02-27,94.78,22.68999,67.56
2008-02-28,95.99001,23.53,66.61
2008-02-29,96.17999,26.53999,69.81
2008-03-03,97.24001,26.28,71.02
2008-03-04,95.17999,25.51999,69.95
2008-03-05,97.72,24.59999,68.51
2008-03-06,96.5,27.54999,74.53
2008-03-07,96.09,27.48999,76.02
2008-03-10,95.87,29.37999,77.45
2008-03-11,95.99001,26.35999,73.76
2008-03-12,97.00999,27.21999,73.94
2008-03-13,98.34,27.28999,75.56
2008-03-14,98.71001,31.15999,80.99
2008-03-17,99.17,32.23999,80.71
2008-03-18,96.5,25.78999,72.97
2008-03-19,93.0399,29.84,70.5
2008-03-20,89.9128,26.62,66.97
2008-03-24,90.1001,25.73,68.82
2008-03-25,92.73,25.71999,68.65
2008-03-26,93.8,26.07999,69.56
2008-03-27,93.46001,25.87999,69.0
2008-03-28,91.88,25.70999,68.79
2008-03-31,90.41,25.60999,67.64
2008-04-01,86.85989,22.67999,66.96
2008-04-02,89.27,23.42999,67.61
2008-04-03,89.42,23.20999,66.11
2008-04-04,90.25,22.45,64.56
2008-04-07,91.17,22.42,67.4
2008-04-08,90.35001,22.35999,67.3
2008-04-09,92.28999,22.81,75.24
2008-04-10,91.77,21.98,75.47
2008-04-11,91.3,23.45999,74.74
2008-04-14,91.11,23.81999,72.39
2008-04-15,91.66,22.78,68.15
2008-04-16,93.27,20.53,66.36
2008-04-17,92.56,20.37,65.09
2008-04-18,90.62,20.12999,62.09
2008-04-21,90.25,20.5,63.43
2008-04-22,90.27,20.87,62.84
2008-04-23,89.22,20.25999,59.74
2008-04-24,87.22,20.06,62.75
2008-04-25,87.27,19.59,65.99
2008-04-28,87.69,19.64,66.48
2008-04-29,85.81,20.23999,65.42
2008-04-30,86.64999,20.78999,64.69
2008-05-01,83.99001,18.87999,63.06
2008-05-02,84.58,18.17999,63.68
2008-05-05,86.27,18.89999,70.1
2008-05-06,86.63,18.20999,69.04
2008-05-07,85.82001,19.73,72.82
2008-05-08,87.24001,19.39999,73.45
2008-05-09,87.42,19.40999,73.79
2008-05-12,86.99001,17.78999,72.0
2008-05-13,85.39011,17.98,68.62
2008-05-14,85.2,17.65999,71.18
2008-05-15,87.0,16.29999,71.16
2008-05-16,89.1001,16.46999,75.77
2008-05-19,89.39,17.00999,76.63
2008-05-20,90.89999,17.57999,79.8
2008-05-21,91.96001,18.59,80.12
2008-05-22,90.98,18.04999,83.62
2008-05-23,91.23,19.54999,79.63
2008-05-27,89.36,19.64,79.35
2008-05-28,89.14,19.06999,77.7
2008-05-29,86.50999,18.14,74.2
2008-05-30,87.45,17.82999,73.46
2008-06-02,87.96001,19.82999,78.6
2008-06-03,86.88,20.23999,79.72
2008-06-04,86.64999,20.79999,81.04
2008-06-05,86.45,18.62999,79.35
2008-06-06,89.06,23.56,88.78
2008-06-09,87.987,23.12,92.23
2008-06-10,85.55,23.17999,91.98
2008-06-11,87.02,24.12,93.87
2008-06-12,85.60001,23.32999,92.41
2008-06-13,85.83,21.21999,86.91
2008-06-16,87.00999,20.95,84.17
2008-06-17,87.25,21.12999,80.89
2008-06-18,88.28,22.23999,81.56
2008-06-19,88.42,21.57999,77.91
2008-06-20,88.95,22.87,78.35
2008-06-23,87.09,22.64,78.37
2008-06-24,87.47,22.42,77.41
2008-06-25,87.42,21.14,76.01
2008-06-26,90.61,23.92999,79.87
2008-06-27,91.47,23.43999,79.54
2008-06-30,91.39999,23.95,79.66
2008-07-01,92.66,23.64999,79.44
2008-07-02,93.17,25.92,79.19
2008-07-03,92.06,24.79999,76.44
2008-07-07,91.23,25.78,75.43
2008-07-08,90.86,23.14999,76.03
2008-07-09,91.5,25.23,81.69
2008-07-10,93.53,25.59,79.94
2008-07-11,95.16,27.48999,77.18
2008-07-14,95.91,28.48,78.83
2008-07-15,96.17,28.53999,73.07
2008-07-16,94.44,25.09999,73.22
2008-07-17,94.22,25.00999,72.46
2008-07-18,94.17,24.04999,70.29
2008-07-21,95.12,23.04999,71.6
2008-07-22,93.06,21.17999,68.39
2008-07-23,90.57001,21.31,67.25
2008-07-24,91.33,23.43999,74.9
2008-07-25,91.69,22.90999,73.7
2008-07-28,91.73,24.23,74.9
2008-07-29,90.59,22.03,71.03
2008-07-30,89.52,21.20999,67.21
2008-07-31,90.08,22.93999,72.95
2008-08-01,89.57001,22.56999,72.73
2008-08-04,88.14,23.48999,73.17
2008-08-05,86.08,21.14,70.28
2008-08-06,86.64,20.23,71.6
2008-08-07,86.09,21.14999,73.11
2008-08-08,84.42999,20.65999,73.05
2008-08-11,81.13,20.12,75.59
2008-08-12,80.52,21.17,72.4
2008-08-13,81.56,21.54999,79.41
2008-08-14,79.35001,20.34,74.37
2008-08-15,77.63,19.57999,74.1
2008-08-18,78.8,20.98,72.85
2008-08-19,80.433,21.28,77.5
2008-08-20,80.06,20.42,73.42
2008-08-21,82.3,19.81999,73.75
2008-08-22,81.08,18.81,73.56
2008-08-25,80.92999,20.96999,77.03
2008-08-26,81.23,20.48999,73.14
2008-08-27,81.36,19.75999,72.0
2008-08-28,82.17999,19.42999,68.05
2008-08-29,81.71001,20.64999,68.07
2008-09-02,79.2,21.98999,69.65
2008-09-03,78.89,21.42999,69.93
2008-09-04,78.39,24.03,72.38
2008-09-05,78.98,23.06,70.39
2008-09-08,78.86,22.64,67.94
2008-09-09,76.49001,25.46999,70.68
2008-09-10,74.22,24.51999,70.63
2008-09-11,73.08,24.39,71.03
2008-09-12,75.55,25.65999,70.26
2008-09-15,77.56,31.7,79.37
2008-09-16,76.78999,30.29999,74.38
2008-09-17,85.46001,36.21999,93.04
2008-09-18,82.8,33.09999,89.33
2008-09-19,85.98,32.06999,79.37
2008-09-22,89.17999,33.84999,83.92
2008-09-23,88.32001,35.71999,84.77
2008-09-24,86.71001,35.18999,86.66
2008-09-25,86.45,32.81999,82.96
2008-09-26,86.64,34.73999,87.81
2008-09-29,89.57001,46.71999,99.86
2008-09-30,85.07001,39.39,92.23
2008-10-01,85.97,39.81,89.76
2008-10-02,82.33,45.25999,95.29
2008-10-03,82.59,45.14,94.68
2008-10-06,84.28,52.04999,104.82
2008-10-07,87.27,53.67999,106.47
2008-10-08,89.42,57.53,104.99
2008-10-09,89.89999,63.92,108.05
2008-10-10,83.22,69.95,116.0
2008-10-13,81.99001,54.98999,110.07
2008-10-14,82.2,55.12999,105.64
2008-10-15,83.31,69.25,114.93
2008-10-16,79.28999,67.60999,119.48
2008-10-17,77.21001,70.32999,117.45
2008-10-20,78.5,52.96999,115.98
2008-10-21,76.02699,53.10999,114.28
2008-10-22,71.71001,69.64999,123.31
2008-10-23,70.64999,67.79999,121.61
2008-10-24,72.21001,79.12999,128.09
2008-10-27,72.17999,80.06,134.87
2008-10-28,73.78999,66.95999,127.46
2008-10-29,74.0,69.95999,124.73
2008-10-30,72.71001,62.89999,121.52
2008-10-31,71.34,59.89,116.94
2008-11-03,71.10001,53.67999,116.19
2008-11-04,75.47861,47.73,116.29
2008-11-05,72.8,54.56,117.03
2008-11-06,72.22,63.67999,125.0
2008-11-07,72.5,56.09999,116.37
2008-11-10,73.58,59.98,116.53
2008-11-11,72.05,61.43999,114.11
2008-11-12,70.0,66.45999,123.26
2008-11-13,72.14999,59.82999,117.12
2008-11-14,73.3,66.31,118.34
2008-11-17,72.64999,69.14999,115.1
2008-11-18,72.50999,67.64,106.9
2008-11-19,72.25999,74.25999,102.48
2008-11-20,73.45,80.85999,106.71
2008-11-21,78.85001,72.67,99.48
2008-11-24,80.91,64.7,92.31
2008-11-25,80.87,60.89999,90.28
2008-11-26,80.38,54.92,89.32
2008-11-28,80.31,55.28,88.41
2008-12-01,75.64999,68.50999,90.49
2008-12-02,76.95,62.98,87.08
2008-12-03,76.17999,60.71999,84.72
2008-12-04,75.5,63.64,83.94
2008-12-05,74.52,59.92999,82.9
2008-12-08,76.19501,58.48999,82.1
2008-12-09,76.33,58.90999,80.75
2008-12-10,79.75,55.73,86.46
2008-12-11,80.64999,55.78,88.68
2008-12-12,80.81,54.28,86.27
2008-12-15,82.60001,56.75999,82.03
2008-12-16,84.46001,52.37,79.99
2008-12-17,85.42999,49.84,75.17
2008-12-18,83.87,47.34,81.26
2008-12-19,82.63,44.92999,87.69
2008-12-22,83.46001,44.56,87.04
2008-12-23,82.63,45.01999,86.39
2008-12-24,83.46001,44.20999,85.1
2008-12-26,85.60001,43.37999,83.74
2008-12-29,86.35001,43.89999,83.96
2008-12-30,85.89999,41.62999,80.89
2008-12-31,86.52,40.0,85.6
2009-01-02,86.23,39.18999,84.41
2009-01-05,84.48,39.07999,90.89
2009-01-06,85.13,38.56,90.33
2009-01-07,82.75,43.39,93.99
2009-01-08,84.46001,42.56,93.14
2009-01-09,83.92,42.81999,91.52
2009-01-12,80.75999,45.84,93.26
2009-01-13,80.88,43.26999,92.5
2009-01-14,79.78999,49.14,99.88
2009-01-15,80.39,51.0,96.44
2009-01-16,82.71001,46.10999,98.79
2009-01-20,84.52,56.64999,104.02
2009-01-21,84.14999,46.42,100.81
2009-01-22,84.58,47.28999,98.87
2009-01-23,88.53,47.26999,95.7
2009-01-26,88.95,45.68999,96.17
2009-01-27,88.38,42.25,95.48
2009-01-28,87.41499,39.65999,98.22
2009-01-29,89.5,42.62999,98.98
2009-01-30,91.31,44.84,98.72
2009-02-02,88.84,45.51999,96.48
2009-02-03,88.47,43.06,92.25
2009-02-04,89.17999,43.84999,91.57
2009-02-05,90.12,43.73,92.26
2009-02-06,89.59,43.37,94.01
2009-02-09,88.32001,43.64,94.38
2009-02-10,90.21001,46.67,95.98
2009-02-11,92.28999,44.53,94.67
2009-02-12,93.17,41.25,91.04
2009-02-13,92.55,42.92999,91.93
2009-02-17,95.45,48.65999,95.07
2009-02-18,96.91,48.45999,89.11
2009-02-19,95.77,47.07999,88.27
2009-02-20,97.8,49.29999,90.66
2009-02-23,97.73,52.62,93.02
2009-02-24,94.73,45.48999,89.13
2009-02-25,93.14999,44.67,88.93
2009-02-26,93.05701,44.65999,89.37
2009-02-27,92.63,46.34999,91.08
2009-03-02,90.92999,52.64999,93.86
2009-03-03,90.03999,50.92999,90.75
2009-03-04,88.99001,47.56,85.6
2009-03-05,91.987,50.17,89.88
2009-03-06,92.28999,49.32999,88.26
2009-03-09,90.57001,49.67999,90.09
2009-03-10,88.14,44.37,85.36
2009-03-11,89.22,43.60999,85.35
2009-03-12,91.10001,41.17999,81.81
2009-03-13,91.3,42.35999,78.13
2009-03-16,90.8,43.73999,80.07
2009-03-17,90.03999,40.79999,75.21
2009-03-18,93.09,40.06,74.8
2009-03-19,94.35001,43.67999,73.56
2009-03-20,93.59,45.89,73.11
