Dates,GLD,VIX,VVIX
2022-01-13 17:30:00,170.05,18.75,119.03
2022-01-13 18:00:00,170.16,18.75,117.52
2022-01-13 18:30:00,170.03,18.42,116.33
2022-01-13 19:00:00,170.08,19.03,118.25
2022-01-13 19:30:00,170.09,19.44,118.51
2022-01-13 20:00:00,170.145,20.06,119.11
2022-01-13 20:30:00,170.17,20.39,122.87
2022-01-14 14:30:00,170.44,20.45,124.6
2022-01-14 15:00:00,170.17,20.98,124.92
2022-01-14 15:30:00,170.08,21.18,124.9
2022-01-14 16:00:00,169.87,20.84,125.73
2022-01-14 16:30:00,169.85,20.39,121.61
2022-01-14 17:00:00,169.82,20.34,121.51
2022-01-14 17:30:00,169.59,21.13,123.66
2022-01-14 18:00:00,169.67,21.11,123.86
2022-01-14 18:30:00,169.71,20.49,121.93
2022-01-14 19:00:00,169.72,20.27,121.93
2022-01-14 19:30:00,169.83,20.35,120.48
2022-01-14 20:00:00,169.8,19.37,118.16
2022-01-14 20:30:00,169.66,19.22,117.14
2022-01-18 14:30:00,169.8,21.99,125.65
2022-01-18 15:00:00,169.57,22.23,124.63
2022-01-18 15:30:00,169.98,22.52,125.17
2022-01-18 16:00:00,169.24,22.17,124.62
2022-01-18 16:30:00,169.5,22.36,124.12
2022-01-18 17:00:00,169.41,22.67,126.47
2022-01-18 17:30:00,169.2,22.85,126.79
2022-01-18 18:00:00,169.28,22.51,126.13
2022-01-18 18:30:00,169.36,22.29,124.99
2022-01-18 19:00:00,169.515,22.0,125.79
2022-01-18 19:30:00,169.43,22.12,125.34
2022-01-18 20:00:00,169.53,22.7,127.33
2022-01-18 20:30:00,169.38,22.88,128.1
2022-01-19 14:30:00,170.67,22.58,124.02
2022-01-19 15:00:00,171.56,23.17,127.26
2022-01-19 15:30:00,171.7,23.47,127.97
2022-01-19 16:00:00,171.82,23.8,129.84
2022-01-19 16:30:00,171.88,22.72,128.3
2022-01-19 17:00:00,172.1,22.56,126.47
2022-01-19 17:30:00,171.91,22.41,125.93
2022-01-19 18:00:00,172.08,22.65,125.99
2022-01-19 18:30:00,172.04,22.95,124.66
2022-01-19 19:00:00,171.99,23.15,127.52
2022-01-19 19:30:00,172.12,22.91,126.37
2022-01-19 20:00:00,172.11,23.36,127.61
2022-01-19 20:30:00,172.1,23.86,130.23
2022-01-20 14:30:00,172.43,22.06,124.58
2022-01-20 15:00:00,172.41,22.09,124.13
2022-01-20 15:30:00,172.51,21.74,123.04
2022-01-20 16:00:00,171.9,21.81,123.02
2022-01-20 16:30:00,172.05,22.08,123.03
2022-01-20 17:00:00,172.09,22.0,123.38
2022-01-20 17:30:00,172.08,22.38,123.55
2022-01-20 18:00:00,172.05,22.2,123.71
2022-01-20 18:30:00,171.995,22.07,123.13
2022-01-20 19:00:00,171.87,22.93,124.44
2022-01-20 19:30:00,171.86,23.52,125.23
2022-01-20 20:00:00,171.76,24.38,130.21
2022-01-20 20:30:00,171.64,25.75,135.13
2022-01-21 14:30:00,171.91,27.63,140.06
2022-01-21 15:00:00,171.31,26.99,145.06
2022-01-21 15:30:00,171.37,26.47,143.06
2022-01-21 16:00:00,171.27,26.59,139.47
2022-01-21 16:30:00,171.35,26.46,142.61
2022-01-21 17:00:00,171.19,27.02,143.35
2022-01-21 17:30:00,171.15,27.0,144.08
2022-01-21 18:00:00,171.03,27.15,144.95
2022-01-21 18:30:00,171.08,27.45,145.12
2022-01-21 19:00:00,170.99,27.48,145.87
2022-01-21 19:30:00,171.03,29.08,146.9
2022-01-21 20:00:00,170.79,29.59,150.05
2022-01-21 20:30:00,171.07,29.07,151.57
2022-01-24 14:30:00,171.27,37.0,166.37
2022-01-24 15:00:00,170.99,34.57,167.09
2022-01-24 15:30:00,171.32,34.16,160.34
2022-01-24 16:00:00,171.24,35.73,161.5
2022-01-24 16:30:00,171.37,37.07,165.43
2022-01-24 17:00:00,171.42,38.04,170.78
2022-01-24 17:30:00,171.7,35.77,170.17
2022-01-24 18:00:00,171.96,34.95,167.28
2022-01-24 18:30:00,171.98,32.72,161.45
2022-01-24 19:00:00,171.82,34.81,163.1
2022-01-24 19:30:00,171.735,33.08,162.47
2022-01-24 20:00:00,171.67,30.92,159.98
2022-01-24 20:30:00,172.01,30.12,154.45
2022-01-25 14:30:00,172.83,35.39,161.93
2022-01-25 15:00:00,172.22,33.69,159.62
2022-01-25 15:30:00,172.485,33.72,160.95
2022-01-25 16:00:00,172.47,33.5,157.07
2022-01-25 16:30:00,172.73,32.31,158.34
2022-01-25 17:00:00,172.71,32.3,155.6
2022-01-25 17:30:00,172.77,32.19,155.95
2022-01-25 18:00:00,172.97,30.35,151.0
2022-01-25 18:30:00,172.99,30.22,148.97
2022-01-25 19:00:00,172.94,29.75,147.78
2022-01-25 19:30:00,172.96,30.13,147.34
2022-01-25 20:00:00,172.68,30.82,151.56
2022-01-25 20:30:00,172.55,31.22,149.83
2022-01-26 14:30:00,171.48,28.28,143.63
2022-01-26 15:00:00,171.48,29.72,145.37
2022-01-26 15:30:00,171.295,29.43,146.2
2022-01-26 16:00:00,171.15,28.65,144.92
2022-01-26 16:30:00,171.08,28.25,143.03
2022-01-26 17:00:00,170.91,27.7,141.34
2022-01-26 17:30:00,170.92,28.24,141.0
2022-01-26 18:00:00,170.93,28.38,142.13
2022-01-26 18:30:00,170.87,27.47,142.04
2022-01-26 19:00:00,171.08,27.57,140.58
2022-01-26 19:30:00,169.93,32.14,147.03
2022-01-26 20:00:00,169.66,31.59,150.38
2022-01-26 20:30:00,169.76,31.51,149.42
2022-01-27 14:30:00,168.63,28.6,138.67
2022-01-27 15:00:00,168.2,30.58,140.89
2022-01-27 15:30:00,167.78,29.8,139.17
2022-01-27 16:00:00,167.685,30.18,140.88
2022-01-27 16:30:00,167.475,30.84,139.69
2022-01-27 17:00:00,167.47,31.94,142.07
2022-01-27 17:30:00,167.4,32.19,142.59
2022-01-27 18:00:00,167.56,32.88,145.3
2022-01-27 18:30:00,167.56,31.35,144.26
2022-01-27 19:00:00,167.58,32.1,144.93
2022-01-27 19:30:00,167.44,31.59,144.86
2022-01-27 20:00:00,167.565,31.54,143.95
2022-01-27 20:30:00,167.62,30.58,142.42
2022-01-28 14:30:00,166.87,31.59,144.72
2022-01-28 15:00:00,166.63,31.25,141.34
2022-01-28 15:30:00,166.52,30.44,138.99
2022-01-28 16:00:00,166.65,29.64,138.69
2022-01-28 16:30:00,166.71,29.13,136.13
2022-01-28 17:00:00,166.53,29.8,136.1
2022-01-28 17:30:00,166.61,29.5,137.6
2022-01-28 18:00:00,166.75,29.39,136.82
2022-01-28 18:30:00,166.85,29.72,136.07
2022-01-28 19:00:00,166.67,30.75,138.84
2022-01-28 19:30:00,166.86,28.88,136.49
2022-01-28 20:00:00,167.06,28.18,135.07
2022-01-28 20:30:00,167.07,27.51,132.42
2022-01-31 14:30:00,167.7,27.2,131.88
2022-01-31 15:00:00,167.85,27.1,130.27
2022-01-31 15:30:00,167.75,26.66,129.49
2022-01-31 16:00:00,167.69,26.46,129.67
2022-01-31 16:30:00,167.84,26.02,128.21
2022-01-31 17:00:00,167.725,25.71,127.72
2022-01-31 17:30:00,167.81,25.33,126.8
2022-01-31 18:00:00,167.69,25.5,126.64
2022-01-31 18:30:00,167.9,25.3,126.73
2022-01-31 19:00:00,168.02,25.11,125.72
2022-01-31 19:30:00,167.97,25.12,125.37
2022-01-31 20:00:00,167.8,25.22,126.63
2022-01-31 20:30:00,168.06,24.83,125.46
2022-02-01 14:30:00,168.34,24.91,124.18
2022-02-01 15:00:00,168.31,24.35,125.46
2022-02-01 15:30:00,168.53,23.75,125.24
2022-02-01 16:00:00,168.73,23.74,124.56
2022-02-01 16:30:00,168.46,23.63,124.07
2022-02-01 17:00:00,168.44,23.94,123.84
2022-02-01 17:30:00,168.36,23.78,123.38
2022-02-01 18:00:00,168.21,23.49,123.46
2022-02-01 18:30:00,168.2,23.43,123.14
2022-02-01 19:00:00,168.21,23.58,123.38
2022-02-01 19:30:00,168.06,22.8,123.01
2022-02-01 20:00:00,168.06,22.66,120.89
2022-02-01 20:30:00,168.23,22.05,118.91
2022-02-02 14:30:00,168.39,21.82,118.02
2022-02-02 15:00:00,168.71,22.13,118.85
2022-02-02 15:30:00,168.89,22.46,117.98
2022-02-02 16:00:00,168.95,22.53,119.17
2022-02-02 16:30:00,168.93,21.62,118.03
2022-02-02 17:00:00,168.995,21.71,117.73
2022-02-02 17:30:00,169.03,21.48,116.06
2022-02-02 18:00:00,168.97,21.44,117.25
2022-02-02 18:30:00,168.96,21.32,116.97
2022-02-02 19:00:00,168.83,21.04,116.48
2022-02-02 19:30:00,168.81,20.8,114.87
2022-02-02 20:00:00,168.67,20.71,115.31
2022-02-02 20:30:00,168.83,21.54,114.4
2022-02-03 14:30:00,167.26,23.69,125.18
2022-02-03 15:00:00,168.01,22.72,121.53
2022-02-03 15:30:00,168.4,22.55,120.39
2022-02-03 16:00:00,168.76,22.93,120.74
2022-02-03 16:30:00,168.75,23.63,122.17
2022-02-03 17:00:00,168.71,23.59,122.78
2022-02-03 17:30:00,168.48,24.16,123.32
2022-02-03 18:00:00,168.43,24.05,123.33
2022-02-03 18:30:00,168.59,23.77,123.22
2022-02-03 19:00:00,168.65,24.55,123.95
2022-02-03 19:30:00,168.57,24.97,125.22
2022-02-03 20:00:00,168.64,25.06,121.94
2022-02-03 20:30:00,168.57,24.61,127.67
2022-02-04 14:30:00,168.49,24.54,125.73
2022-02-04 15:00:00,168.79,25.53,126.84
2022-02-04 15:30:00,168.46,25.66,129.41
2022-02-04 16:00:00,168.51,24.62,127.54
2022-02-04 16:30:00,168.75,24.41,125.07
2022-02-04 17:00:00,168.73,23.89,124.3
2022-02-04 17:30:00,168.62,23.06,122.89
2022-02-04 18:00:00,168.79,23.29,123.41
2022-02-04 18:30:00,168.8,23.11,123.82
2022-02-04 19:00:00,168.68,22.98,123.88
2022-02-04 19:30:00,168.73,22.3,123.13
2022-02-04 20:00:00,168.8,22.34,122.29
2022-02-04 20:30:00,168.86,23.45,124.63
2022-02-07 14:30:00,169.4,23.13,124.96
2022-02-07 15:00:00,169.53,22.89,124.41
2022-02-07 15:30:00,169.575,23.17,123.18
2022-02-07 16:00:00,169.675,23.64,123.5
2022-02-07 16:30:00,169.72,23.52,124.84
2022-02-07 17:00:00,169.88,23.73,125.57
2022-02-07 17:30:00,169.97,23.06,124.98
2022-02-07 18:00:00,170.07,22.74,124.3
2022-02-07 18:30:00,170.06,22.85,123.92
2022-02-07 19:00:00,170.18,22.55,123.66
2022-02-07 19:30:00,170.18,22.29,123.17
2022-02-07 20:00:00,170.0,22.95,123.2
2022-02-07 20:30:00,170.09,22.94,125.2
2022-02-08 14:30:00,170.16,23.1,123.64
2022-02-08 15:00:00,170.63,22.64,123.35
2022-02-08 15:30:00,170.39,22.08,121.06
2022-02-08 16:00:00,170.47,21.85,120.52
2022-02-08 16:30:00,170.55,22.05,119.36
2022-02-08 17:00:00,170.62,21.5,119.02
2022-02-08 17:30:00,170.66,21.73,117.86
2022-02-08 18:00:00,170.62,21.86,119.22
2022-02-08 18:30:00,170.71,21.73,119.48
2022-02-08 19:00:00,170.66,22.42,121.43
2022-02-08 19:30:00,170.6,22.18,121.11
2022-02-08 20:00:00,170.62,21.73,119.82
2022-02-08 20:30:00,170.6,21.38,119.0
2022-02-09 14:30:00,170.765,20.56,119.71
2022-02-09 15:00:00,171.0,20.43,119.33
2022-02-09 15:30:00,170.74,20.31,119.01
2022-02-09 16:00:00,170.94,20.4,118.98
2022-02-09 16:30:00,171.1,20.54,120.48
2022-02-09 17:00:00,171.4,20.21,119.25
2022-02-09 17:30:00,171.235,20.13,118.67
2022-02-09 18:00:00,171.41,20.19,119.65
2022-02-09 18:30:00,171.31,20.1,119.65
2022-02-09 19:00:00,171.205,20.06,119.56
2022-02-09 19:30:00,171.17,20.25,119.35
2022-02-09 20:00:00,171.02,20.08,119.61
2022-02-09 20:30:00,171.19,20.0,119.48
2022-02-10 14:30:00,171.01,20.48,119.88
2022-02-10 15:00:00,171.4,20.34,119.69
2022-02-10 15:30:00,171.43,21.13,122.15
2022-02-10 16:00:00,171.785,21.8,124.12
2022-02-10 16:30:00,171.99,21.18,122.16
2022-02-10 17:00:00,171.71,21.07,121.4
2022-02-10 17:30:00,171.34,22.14,124.89
2022-02-10 18:00:00,171.47,23.81,128.7
2022-02-10 18:30:00,171.37,23.49,128.34
2022-02-10 19:00:00,171.1,23.3,128.82
2022-02-10 19:30:00,170.83,23.65,130.27
2022-02-10 20:00:00,170.78,24.24,129.2
2022-02-10 20:30:00,170.56,23.91,128.1
2022-02-11 14:30:00,170.87,23.85,129.59
2022-02-11 15:00:00,171.49,23.87,128.65
2022-02-11 15:30:00,171.42,23.97,129.63
2022-02-11 16:00:00,171.23,24.75,130.29
2022-02-11 16:30:00,171.52,24.23,130.98
2022-02-11 17:00:00,171.9,24.16,129.39
2022-02-11 17:30:00,171.88,24.21,131.29
2022-02-11 18:00:00,171.87,26.79,131.97
2022-02-11 18:30:00,173.42,28.76,141.32
2022-02-11 19:00:00,173.51,29.44,143.16
2022-02-11 19:30:00,173.6,29.56,145.57
2022-02-11 20:00:00,173.94,29.06,143.59
2022-02-11 20:30:00,173.78,27.77,143.03
2022-02-14 14:30:00,174.28,29.83,142.57
2022-02-14 15:00:00,174.3,29.99,142.75
2022-02-14 15:30:00,174.42,29.9,143.89
2022-02-14 16:00:00,174.07,29.38,141.66
2022-02-14 16:30:00,173.85,29.21,141.05
2022-02-14 17:00:00,173.83,28.77,140.62
2022-02-14 17:30:00,174.08,28.69,140.45
2022-02-14 18:00:00,174.39,29.5,141.62
2022-02-14 18:30:00,174.71,31.34,145.82
2022-02-14 19:00:00,174.51,30.4,144.11
2022-02-14 19:30:00,174.43,29.61,143.51
2022-02-14 20:00:00,174.85,28.98,141.89
2022-02-14 20:30:00,174.785,28.45,140.7
2022-02-15 14:30:00,172.67,26.48,134.62
2022-02-15 15:00:00,172.83,26.09,132.8
2022-02-15 15:30:00,172.54,25.73,131.23
2022-02-15 16:00:00,172.66,25.81,131.38
2022-02-15 16:30:00,172.96,26.02,129.54
2022-02-15 17:00:00,172.79,26.4,131.14
2022-02-15 17:30:00,173.03,26.22,131.99
2022-02-15 18:00:00,173.21,25.79,129.28
2022-02-15 18:30:00,173.22,26.0,129.05
2022-02-15 19:00:00,173.14,25.8,129.48
2022-02-15 19:30:00,173.14,25.61,129.61
2022-02-15 20:00:00,172.965,25.99,129.35
2022-02-15 20:30:00,173.02,25.78,128.94
2022-02-16 14:30:00,173.85,26.69,128.45
2022-02-16 15:00:00,173.83,26.37,126.77
2022-02-16 15:30:00,173.89,26.06,125.83
2022-02-16 16:00:00,174.1,26.05,124.38
2022-02-16 16:30:00,174.17,25.78,124.36
2022-02-16 17:00:00,174.49,26.09,124.47
2022-02-16 17:30:00,174.515,26.05,125.27
2022-02-16 18:00:00,174.57,26.06,124.78
2022-02-16 18:30:00,174.29,25.29,125.36
2022-02-16 19:00:00,174.67,24.56,121.02
2022-02-16 19:30:00,174.65,24.06,121.21
2022-02-16 20:00:00,174.78,24.17,121.04
2022-02-16 20:30:00,174.82,24.3,121.97
2022-02-17 14:30:00,176.82,26.87,131.48
2022-02-17 15:00:00,176.99,26.9,130.96
2022-02-17 15:30:00,176.975,26.56,129.57
2022-02-17 16:00:00,176.91,26.35,128.0
2022-02-17 16:30:00,177.0,26.4,127.8
2022-02-17 17:00:00,177.16,26.08,127.87
2022-02-17 17:30:00,177.18,26.35,127.92
2022-02-17 18:00:00,177.38,26.55,128.37
2022-02-17 18:30:00,177.18,27.05,128.4
2022-02-17 19:00:00,177.4,27.28,130.29
2022-02-17 19:30:00,177.41,27.76,131.31
2022-02-17 20:00:00,177.31,27.62,132.63
2022-02-17 20:30:00,177.27,28.26,133.99
2022-02-18 14:30:00,176.89,27.94,133.17
2022-02-18 15:00:00,176.88,28.51,134.27
2022-02-18 15:30:00,176.63,29.21,135.11
2022-02-18 16:00:00,176.82,28.38,136.36
2022-02-18 16:30:00,177.02,28.58,137.7
2022-02-18 17:00:00,177.05,29.21,136.38
2022-02-18 17:30:00,177.13,29.26,137.71
2022-02-18 18:00:00,177.18,28.88,137.8
2022-02-18 18:30:00,177.04,28.71,136.09
2022-02-18 19:00:00,177.07,27.88,133.59
2022-02-18 19:30:00,176.99,27.81,132.87
2022-02-18 20:00:00,176.95,28.62,135.35
2022-02-18 20:30:00,177.13,27.91,134.76
2022-02-22 14:30:00,177.51,29.06,132.94
2022-02-22 15:00:00,177.11,28.92,130.39
2022-02-22 15:30:00,177.18,29.41,132.2
2022-02-22 16:00:00,177.54,29.73,133.09
2022-02-22 16:30:00,177.71,29.52,133.19
2022-02-22 17:00:00,177.68,29.85,132.77
2022-02-22 17:30:00,177.71,30.06,133.34
2022-02-22 18:00:00,177.92,30.57,133.61
2022-02-22 18:30:00,177.74,31.42,135.57
2022-02-22 19:00:00,177.615,30.38,135.34
2022-02-22 19:30:00,177.53,29.21,132.49
2022-02-22 20:00:00,177.4,29.14,131.33
2022-02-22 20:30:00,177.45,28.81,132.43
2022-02-23 14:30:00,177.98,29.14,129.32
2022-02-23 15:00:00,178.03,29.31,131.0
2022-02-23 15:30:00,178.11,30.7,130.11
2022-02-23 16:00:00,178.065,29.27,129.93
2022-02-23 16:30:00,178.21,28.97,126.96
2022-02-23 17:00:00,178.34,28.94,125.41
2022-02-23 17:30:00,178.17,29.29,127.33
2022-02-23 18:00:00,178.12,29.43,129.07
2022-02-23 18:30:00,178.2,29.48,128.04
2022-02-23 19:00:00,178.17,30.06,128.99
2022-02-23 19:30:00,178.05,30.68,129.03
2022-02-23 20:00:00,177.83,30.73,129.12
2022-02-23 20:30:00,178.25,30.92,131.27
2022-02-24 14:30:00,180.61,35.03,137.72
2022-02-24 15:00:00,179.23,34.95,138.73
2022-02-24 15:30:00,180.07,34.13,136.07
2022-02-24 16:00:00,179.54,33.76,134.22
2022-02-24 16:30:00,179.41,33.89,134.63
2022-02-24 17:00:00,179.75,33.72,135.59
2022-02-24 17:30:00,179.61,33.92,135.54
2022-02-24 18:00:00,179.72,33.03,134.1
2022-02-24 18:30:00,179.26,33.12,131.52
2022-02-24 19:00:00,176.42,30.94,129.58
2022-02-24 19:30:00,176.23,30.65,126.66
2022-02-24 20:00:00,176.84,30.04,127.15
2022-02-24 20:30:00,177.21,30.08,126.27
2022-02-25 14:30:00,176.34,29.32,123.51
2022-02-25 15:00:00,176.15,28.75,121.23
2022-02-25 15:30:00,176.36,27.8,120.04
2022-02-25 16:00:00,176.06,27.83,119.4
2022-02-25 16:30:00,175.9,27.48,119.4
2022-02-25 17:00:00,175.85,27.05,118.09
2022-02-25 17:30:00,176.2,27.89,119.19
2022-02-25 18:00:00,176.08,27.79,118.21
2022-02-25 18:30:00,176.13,27.9,118.83
2022-02-25 19:00:00,176.38,28.19,118.5
2022-02-25 19:30:00,176.52,28.33,119.38
2022-02-25 20:00:00,176.68,27.8,118.89
2022-02-25 20:30:00,176.51,27.57,118.1
2022-02-28 14:30:00,178.34,30.83,123.88
2022-02-28 15:00:00,178.81,30.15,123.76
2022-02-28 15:30:00,178.14,29.49,122.37
2022-02-28 16:00:00,177.43,29.21,121.1
2022-02-28 16:30:00,176.66,30.18,122.54
2022-02-28 17:00:00,176.86,30.96,124.69
2022-02-28 17:30:00,177.3,30.2,125.53
2022-02-28 18:00:00,177.29,30.86,126.08
2022-02-28 18:30:00,177.265,32.07,125.12
2022-02-28 19:00:00,177.68,31.92,127.87
2022-02-28 19:30:00,177.95,31.12,125.79
2022-02-28 20:00:00,178.035,31.42,124.85
2022-02-28 20:30:00,178.34,30.19,123.49
2022-03-01 14:30:00,179.66,31.67,124.97
2022-03-01 15:00:00,179.21,31.3,126.25
2022-03-01 15:30:00,179.86,32.02,127.98
2022-03-01 16:00:00,180.07,32.96,129.09
2022-03-01 16:30:00,180.32,34.23,133.19
2022-03-01 17:00:00,180.46,33.61,134.44
2022-03-01 17:30:00,180.66,33.3,132.67
2022-03-01 18:00:00,181.28,34.19,135.3
2022-03-01 18:30:00,181.34,34.97,134.88
2022-03-01 19:00:00,180.97,33.8,134.14
2022-03-01 19:30:00,181.19,33.38,134.07
2022-03-01 20:00:00,181.16,34.21,132.88
2022-03-01 20:30:00,181.65,33.54,134.2
2022-03-02 14:30:00,180.15,32.78,128.52
2022-03-02 15:00:00,180.59,31.77,127.44
2022-03-02 15:30:00,179.94,31.36,126.69
2022-03-02 16:00:00,179.64,31.27,125.3
2022-03-02 16:30:00,179.16,30.95,125.02
2022-03-02 17:00:00,179.23,30.61,124.46
2022-03-02 17:30:00,179.13,30.34,124.04
2022-03-02 18:00:00,179.32,30.2,124.08
2022-03-02 18:30:00,179.31,30.32,124.53
2022-03-02 19:00:00,179.79,30.44,125.37
2022-03-02 19:30:00,179.99,30.57,125.82
2022-03-02 20:00:00,180.13,30.4,124.89
2022-03-02 20:30:00,179.73,30.73,124.81
2022-03-03 14:30:00,179.87,30.46,123.78
2022-03-03 15:00:00,179.86,31.28,124.31
2022-03-03 15:30:00,179.83,31.47,126.75
2022-03-03 16:00:00,179.97,31.2,125.66
2022-03-03 16:30:00,180.24,30.65,124.76
2022-03-03 17:00:00,180.02,30.46,125.06
2022-03-03 17:30:00,180.39,30.14,122.58
2022-03-03 18:00:00,180.56,30.09,121.46
2022-03-03 18:30:00,180.57,29.75,121.86
2022-03-03 19:00:00,180.53,29.86,120.62
2022-03-03 19:30:00,180.69,31.08,122.61
2022-03-03 20:00:00,181.04,30.97,122.68
2022-03-03 20:30:00,180.82,30.51,122.66
2022-03-04 14:30:00,182.17,33.72,127.24
2022-03-04 15:00:00,182.51,33.37,127.69
2022-03-04 15:30:00,182.85,34.23,129.53
2022-03-04 16:00:00,183.13,34.21,129.6
2022-03-04 16:30:00,183.24,33.84,129.95
2022-03-04 17:00:00,183.08,33.13,127.55
2022-03-04 17:30:00,183.17,32.24,127.39
2022-03-04 18:00:00,183.305,32.37,127.59
2022-03-04 18:30:00,183.47,33.24,129.06
2022-03-04 19:00:00,183.65,32.97,128.98
2022-03-04 19:30:00,183.6,33.05,129.26
2022-03-04 20:00:00,183.84,32.53,127.33
