Dates,QYLD,VIX,VVIX
2014-08-06,7.91321023,16.37,96.38
2014-08-07,7.91950662,16.66,97.4
2014-08-08,7.9258663,15.77,91.84
2014-08-11,7.98278699,14.23,87.54
2014-08-12,7.96699854,14.13,85.98
2014-08-13,8.03973933,12.9,81.27
2014-08-14,8.04926302,12.42,78.48
2014-08-15,7.98598265,13.15,82.2
2014-08-18,8.03973933,12.32,81.02
2014-08-19,8.02521648,12.21,80.84
2014-08-20,8.03410604,11.78,79.9
2014-08-21,8.05964153,11.76,79.61
2014-08-22,8.05964153,11.47,79.58
2014-08-25,8.06921735,11.7,79.33
2014-08-26,8.07237736,11.63,79.39
2014-08-27,8.06730218,11.78,78.85
2014-08-28,8.07560122,12.05,80.53
2014-08-29,8.07847396,11.98,81.11
2014-09-02,8.06825977,12.25,82.41
2014-09-03,8.08836897,12.36,80.77
2014-09-04,8.07879316,12.64,79.99
2014-09-05,8.08951807,12.09,77.33
2014-09-08,8.09472093,12.66,77.84
2014-09-09,8.08517703,13.5,79.3
2014-09-10,8.08294268,12.88,82.12
2014-09-11,8.09379526,12.8,83.1
2014-09-12,8.08836897,13.31,89.25
2014-09-16,8.09472093,12.73,84.52
2014-09-17,8.10752059,12.65,81.52
2014-09-18,8.10752059,12.03,77.47
2014-09-19,8.07879316,12.11,77.7
2014-09-22,8.01176248,13.69,87.41
2014-09-23,7.9903765,14.93,91.9
2014-09-24,8.04478035,13.27,86.21
2014-09-25,7.93948883,15.64,96.72
2014-09-26,7.97165856,14.85,90.63
2014-09-29,7.9555737,15.98,95.02
2014-09-30,7.98195287,16.31,92.47
2014-10-01,7.96136425,16.71,98.12
2014-10-02,7.920187,16.16,93.75
2014-10-03,7.98774343,14.55,87.77
2014-10-06,7.97069347,15.46,88.73
2014-10-07,7.88158332,17.2,99.2
2014-10-08,7.99137861,15.11,89.08
2014-10-09,7.89123424,18.76,102.13
2014-10-10,7.7682172,21.24,113.38
2014-10-13,7.70078945,24.64,131.57
2014-10-14,7.61322345,22.79,120.61
2014-10-15,7.49033509,26.25,129.01
2014-10-16,7.48139191,25.2,121.94
2014-10-17,7.60990997,21.99,118.84
2014-10-20,7.64031037,18.57,108.83
2014-10-21,7.76252316,16.08,104.09
2014-10-22,7.74343258,17.87,108.82
2014-10-23,7.7662113,16.53,102.05
2014-10-24,7.78895753,16.11,104.38
2014-10-27,7.79870591,16.04,100.75
2014-10-28,7.80845429,14.39,95.89
2014-10-29,7.80195537,15.15,99.34
2014-10-30,7.80195537,14.52,98.52
2014-10-31,7.82145214,14.03,94.1
2014-11-03,7.83769944,14.73,93.19
2014-11-04,7.82795106,14.89,92.44
2014-11-05,7.83120052,14.17,87.08
2014-11-06,7.8409489,13.67,83.42
2014-11-07,7.81300354,13.12,80.44
2014-11-10,7.8409489,12.67,79.7
2014-11-11,7.84419836,12.92,79.79
2014-11-12,7.84709038,13.02,83.1
2014-11-13,7.84419836,13.79,86.29
2014-11-14,7.84416587,13.31,85.58
2014-11-17,7.8409489,13.99,84.79
2014-11-18,7.84744782,13.86,82.6
2014-11-19,7.83120052,13.96,81.06
2014-11-20,7.83120052,13.58,79.14
2014-11-21,7.73696616,12.9,79.34
2014-11-24,7.74671454,12.62,79.25
2014-11-25,7.77595969,12.25,77.93
2014-11-26,7.81102863,12.07,77.04
2014-11-28,7.80657148,13.33,79.84
2014-12-01,7.77065207,14.29,86.84
2014-12-02,7.80001684,12.85,83.47
2014-12-03,7.80952106,12.47,86.45
2014-12-04,7.81279838,12.38,85.17
2014-12-05,7.82263033,11.82,85.41
2014-12-08,7.7934622,14.21,94.45
2014-12-09,7.81968075,14.89,97.13
2014-12-10,7.75085707,18.53,117.32
2014-12-11,7.7800252,20.08,132.4
2014-12-15,7.66892412,20.42,128.22
2014-12-16,7.68203339,23.57,132.94
2014-12-17,7.66702328,19.44,114.37
2014-12-18,7.84586652,16.81,107.24
2014-12-19,7.92127761,16.49,99.17
2014-12-22,7.87867247,15.25,99.69
2014-12-23,7.9016137,14.8,94.73
2014-12-24,7.90964536,14.37,95.29
2014-12-26,7.94261595,14.5,92.28
2014-12-29,7.93931889,15.06,94.86
2014-12-30,7.90305124,15.92,97.84
2014-12-31,7.91623948,19.2,113.08
2015-01-02,7.85026532,17.79,112.55
2015-01-05,7.7843571,19.92,121.87
2015-01-06,7.72659262,21.12,118.45
2015-01-07,7.76457475,19.31,107.69
2015-01-08,7.91132686,17.01,98.44
2015-01-09,7.86678359,17.55,103.77
2015-01-12,7.78554404,19.6,109.04
2015-01-13,7.77710357,20.56,109.22
2015-01-14,7.75765092,21.48,113.5
2015-01-15,7.74466051,22.39,117.07
2015-01-16,7.73819827,20.95,111.32
2015-01-20,7.77149857,19.89,108.4
2015-01-21,7.76158209,18.85,98.62
2015-01-22,7.83449988,16.4,93.25
2015-01-23,7.83782945,16.66,96.33
2015-01-26,7.84115903,15.52,91.94
2015-01-27,7.78242526,17.22,96.11
2015-01-28,7.74793082,20.44,108.68
2015-01-29,7.79421197,18.76,100.7
2015-01-30,7.77120457,20.97,108.99
2015-02-02,7.77423449,19.43,106.74
2015-02-03,7.8311703,17.33,101.03
2015-02-04,7.85374484,18.33,103.74
2015-02-05,7.86113651,16.85,98.56
2015-02-06,7.85108118,17.29,101.69
2015-02-09,7.86776237,18.55,104.19
2015-02-10,7.90109146,17.23,97.33
2015-02-11,7.91440978,16.96,98.73
2015-02-12,7.91437648,15.34,93.24
2015-02-13,7.91773936,14.69,92.74
2015-02-17,7.9110802,15.8,92.95
2015-02-18,7.89776188,15.45,89.38
2015-02-19,7.8944656,15.29,87.6
2015-02-20,7.91773936,14.3,85.78
2015-02-23,7.92439851,14.56,86.13
2015-02-24,7.92443181,13.69,82.65
2015-02-25,7.93881825,13.84,86.57
2015-02-26,7.96599726,13.91,86.93
2015-02-27,7.94588948,13.34,85.23
2015-03-02,7.98580342,13.04,81.84
2015-03-03,7.96837668,13.86,85.05
2015-03-04,7.92584873,14.23,84.1
2015-03-05,7.96938207,14.04,81.26
2015-03-06,7.90537231,15.2,86.88
2015-03-09,7.90235615,15.06,85.55
2015-03-10,7.84873541,16.69,91.89
2015-03-11,7.79176337,16.87,97.28
2015-03-12,7.83533022,15.42,89.48
2015-03-13,7.83868152,16.0,93.12
2015-03-16,7.91793967,15.61,90.54
2015-03-17,7.90939387,15.66,88.25
2015-03-18,7.95262559,13.97,81.22
2015-03-19,8.01294892,14.07,81.61
2015-03-20,8.05986706,13.02,80.49
2015-03-23,8.0263541,13.41,79.98
2015-03-24,8.01294892,13.62,80.04
2015-03-25,7.89022678,15.44,83.52
2015-03-26,7.88800006,15.8,87.03
2015-03-27,7.87787859,15.07,86.5
2015-03-30,7.95318233,14.51,82.16
2015-03-31,7.92173829,15.29,84.01
2015-04-01,7.81377593,15.11,82.82
2015-04-02,7.88826996,14.67,80.21
2015-04-06,7.94990972,14.74,80.3
2015-04-07,7.94225114,14.78,79.7
2015-04-08,7.93641443,13.98,84.76
2015-04-09,8.01957919,13.09,80.71
2015-04-10,8.02025395,12.58,78.91
2015-04-13,8.02295301,13.94,83.8
2015-04-14,7.99258859,13.67,81.91
2015-04-15,8.06343889,12.84,79.83
2015-04-16,8.06343889,12.6,79.78
2015-04-17,7.87116468,13.89,85.97
2015-04-20,8.02146853,13.3,81.48
2015-04-21,8.04319595,13.25,81.29
2015-04-22,8.00696863,12.71,79.7
2015-04-23,8.02394693,12.48,78.17
2015-04-24,8.03719001,12.29,76.43
2015-04-27,8.05756398,13.12,81.22
2015-04-28,8.05168948,12.41,77.68
2015-04-29,8.03121365,13.39,82.27
2015-04-30,8.00357297,14.55,87.08
2015-05-01,8.03752958,12.7,79.64
2015-05-04,8.06401573,12.85,78.56
2015-05-05,8.02394693,14.31,84.45
2015-05-06,7.96282503,15.15,90.8
2015-05-07,8.02055127,15.13,89.21
2015-05-08,8.05450788,12.86,79.44
2015-05-11,8.07012792,13.85,83.11
2015-05-12,8.01471073,13.86,84.64
2015-05-13,8.07827751,13.76,84.45
2015-05-14,8.07488185,12.74,82.34
2015-05-15,8.05790354,12.38,80.93
2015-05-18,8.09403338,12.73,82.06
2015-05-19,8.05111222,12.85,77.53
2015-05-20,8.03381305,12.88,77.03
2015-05-21,8.04407335,12.11,73.18
2015-05-22,8.05433364,12.13,75.98
2015-05-26,8.02355275,14.06,81.94
2015-05-27,8.06801404,13.27,77.79
2015-05-28,8.07143414,13.31,77.35
2015-05-29,8.08511454,13.84,79.07
2015-06-01,8.08853464,13.97,78.89
2015-06-02,8.05775374,14.24,80.61
2015-06-03,8.10905523,13.66,79.27
2015-06-04,8.08511454,14.71,87.99
2015-06-05,8.05433364,14.21,84.1
2015-06-08,8.03449707,15.29,86.5
2015-06-09,8.01329245,14.47,84.34
2015-06-10,8.09537483,13.22,81.6
2015-06-11,8.11247533,12.85,79.53
2015-06-12,8.08508034,13.78,85.55
2015-06-15,8.05091354,15.39,96.12
2015-06-16,8.09195474,14.81,95.96
2015-06-17,8.11589543,14.5,93.19
2015-06-18,8.20481801,13.19,89.2
2015-06-19,8.13983612,13.96,92.16
2015-06-22,8.17745722,12.74,83.87
2015-06-23,8.1839212,12.11,78.85
2015-06-24,8.19124449,13.26,82.53
2015-06-25,8.17310666,14.01,83.51
2015-06-26,8.15135503,14.02,83.09
2015-06-29,8.01230979,18.85,117.0
2015-06-30,7.99165951,18.23,110.17
2015-07-01,8.01919322,16.09,97.6
2015-07-02,8.07081893,16.79,105.14
2015-07-06,8.04259687,17.01,105.97
2015-07-07,8.02607665,16.09,99.35
2015-07-08,7.89873324,19.66,111.67
2015-07-09,7.96756751,19.97,115.36
2015-07-10,8.04672693,16.83,101.19
2015-07-13,8.24290462,13.9,85.95
2015-07-14,8.1878372,13.37,87.35
2015-07-15,8.2876469,13.23,90.81
2015-07-16,8.24634633,12.11,87.12
2015-07-17,8.29108861,11.95,85.32
2015-07-20,8.3117389,12.25,84.38
2015-07-21,8.270989,12.22,82.56
2015-07-22,8.2570167,12.12,78.89
2015-07-23,8.22265749,12.64,81.64
2015-07-24,8.18455756,13.74,88.36
2015-07-27,8.10143045,15.6,97.32
2015-07-28,8.18109393,13.44,84.77
2015-07-29,8.22958475,12.5,82.94
2015-07-30,8.23304838,12.13,80.65
2015-07-31,8.25279107,12.12,81.77
2015-08-03,8.20533934,12.56,79.43
2015-08-04,8.22612112,13.0,80.82
2015-08-05,8.27807557,12.51,80.1
2015-08-06,8.18109393,13.77,84.36
2015-08-07,8.13953038,13.39,82.57
2015-08-10,8.23997564,12.23,80.21
2015-08-11,8.1402231,13.71,85.22
2015-08-12,8.16377579,13.61,88.13
2015-08-13,8.17416668,13.49,88.36
2015-08-14,8.16034679,12.83,89.38
2015-08-17,8.25036653,13.02,87.35
2015-08-18,8.20533934,13.79,88.84
2015-08-19,8.16377579,15.25,91.84
2015-08-20,7.93863984,19.14,108.75
2015-08-21,7.6816385,28.03,138.57
2015-08-24,7.49526057,40.74,168.75
2015-08-25,7.39831357,36.02,152.42
2015-08-26,7.51844433,30.32,134.31
2015-08-27,7.62772405,26.1,128.59
2015-08-28,7.70696495,26.05,127.18
2015-08-31,7.69329188,28.43,127.28
2015-09-01,7.61667368,31.4,128.94
2015-09-02,7.68979493,26.09,114.43
2015-09-03,7.72126748,25.61,118.16
2015-09-04,7.68280102,27.8,123.15
2015-09-08,7.79211571,24.9,117.62
2015-09-09,7.7895979,26.23,131.3
2015-09-10,7.8506197,24.37,127.06
2015-09-11,7.8785953,23.2,119.09
2015-09-14,7.88212722,24.25,118.01
2015-09-15,7.96605404,22.54,109.34
2015-09-16,7.95556319,21.35,107.02
2015-09-17,7.9905327,21.14,118.09
2015-09-18,8.03249611,22.28,116.26
2015-09-21,8.04298696,20.14,103.4
2015-09-22,8.00801745,22.44,111.36
2015-09-23,8.00856831,22.13,105.86
2015-09-24,7.94147713,23.47,110.12
2015-09-25,7.9096971,23.62,110.54
2015-09-28,7.74020359,27.63,115.31
2015-09-29,7.68723687,26.83,110.99
2015-09-30,7.84966815,24.5,103.28
2015-10-01,7.86728841,22.55,98.27
2015-10-02,7.98310898,20.94,95.07
2015-10-05,8.08978395,19.54,92.29
2015-10-06,8.06506615,19.4,92.46
2015-10-07,8.08625284,18.4,89.43
2015-10-08,8.14628179,17.42,88.42
2015-10-09,8.16040625,17.08,89.08
2015-10-12,8.18865517,16.17,88.27
2015-10-13,8.16746848,17.67,98.35
2015-10-14,8.15179033,18.03,102.29
2015-10-15,8.25927746,16.05,96.61
2015-10-16,8.25574635,15.05,97.58
2015-10-19,8.28046415,14.98,94.38
2015-10-20,8.26633969,15.75,97.11
2015-10-21,8.25353705,16.7,106.02
2015-10-22,8.31062782,14.45,97.07
2015-10-23,8.4148666,14.46,97.21
2015-10-26,8.38543028,15.29,98.1
2015-10-27,8.38724778,15.43,95.21
2015-10-28,8.35692053,14.33,88.28
2015-10-29,8.388994,14.61,88.6
2015-10-30,8.40681259,15.07,90.27
2015-11-02,8.42819491,14.15,86.75
2015-11-03,8.42106747,14.54,87.34
2015-11-04,8.41376185,15.51,89.46
2015-11-05,8.45314094,15.05,87.68
2015-11-06,8.45670466,14.33,85.03
2015-11-09,8.41037631,16.52,92.97
2015-11-10,8.40684823,15.29,86.96
2015-11-11,8.41750375,16.06,91.25
2015-11-12,8.39968516,18.37,98.19
2015-11-13,8.38710523,20.08,106.06
2015-11-16,8.42106747,18.16,96.71
2015-11-17,8.39861604,18.84,100.37
2015-11-18,8.42110311,16.85,93.47
2015-11-19,8.42106747,16.99,96.18
2015-11-20,8.39255772,15.47,90.79
2015-11-23,8.44244978,15.62,88.55
2015-11-24,8.46739581,15.93,89.64
2015-11-25,8.46056915,15.19,86.14
2015-11-27,8.47493344,15.12,88.35
2015-11-30,8.46416022,16.13,90.84
2015-12-01,8.51080826,14.67,87.32
2015-12-02,8.48351611,15.91,92.94
2015-12-03,8.39592982,18.11,101.8
2015-12-04,8.52520847,14.81,89.19
2015-12-07,8.49080599,15.84,94.3
2015-12-08,8.49938865,17.6,99.16
2015-12-09,8.41388519,19.61,113.83
2015-12-10,8.43902271,19.34,113.8
2015-12-11,8.29178869,24.39,131.09
2015-12-14,8.33484566,22.73,122.22
2015-12-15,8.39733034,20.95,114.37
2015-12-16,8.46947501,17.86,108.93
2015-12-17,8.45697807,18.94,113.52
2015-12-18,8.34924587,20.7,118.32
2015-12-21,8.39772536,18.7,109.44
2015-12-22,8.41219739,16.6,100.91
2015-12-23,8.44816099,15.57,99.61
2015-12-24,8.45903378,15.74,99.88
2015-12-28,8.47715511,16.91,99.24
2015-12-29,8.54239187,16.08,95.13
2015-12-30,8.50614923,17.29,100.82
2015-12-31,8.48367878,18.21,100.2
2016-01-04,8.37929996,20.7,107.69
2016-01-05,8.36842717,19.34,101.84
2016-01-06,8.31043893,20.59,103.06
2016-01-07,8.02049776,24.99,116.55
2016-01-08,8.04224334,27.01,116.46
2016-01-11,8.00806653,24.3,109.63
2016-01-12,8.1183529,22.47,104.52
2016-01-13,7.85374534,25.22,117.14
2016-01-14,8.00976993,23.95,110.07
2016-01-15,7.84653305,27.02,116.41
2016-01-19,7.76317496,26.05,113.76
2016-01-20,7.77925332,27.59,112.88
2016-01-21,7.79389662,26.69,108.38
2016-01-22,7.85613065,22.34,98.92
2016-01-25,7.84935812,24.15,102.88
2016-01-26,7.88541725,22.5,98.4
2016-01-27,7.80304869,23.11,100.04
2016-01-28,7.87077395,22.42,96.56
2016-01-29,7.94032963,20.2,89.95
2016-02-01,7.95863375,19.98,89.65
2016-02-02,7.89090849,21.98,97.6
2016-02-03,7.8780956,21.65,97.32
2016-02-04,7.8927389,21.84,95.22
2016-02-05,7.66576774,23.38,100.55
2016-02-08,7.58156877,26.0,104.53
2016-02-09,7.61451619,26.54,103.06
2016-02-10,7.68407187,26.29,106.19
2016-02-11,7.61085537,28.14,107.21
2016-02-12,7.72434095,25.4,103.25
2016-02-16,7.88907808,24.11,94.2
2016-02-17,8.01435151,22.31,88.96
2016-02-18,7.99026328,21.64,87.53
2016-02-19,8.00926296,20.53,86.25
2016-02-22,8.05516971,19.38,86.19
2016-02-23,8.02855551,20.98,89.67
2016-02-24,8.06157472,20.72,86.74
2016-02-25,8.0982216,19.11,83.51
2016-02-26,8.10802123,19.81,83.72
2016-02-29,8.11519529,20.55,85.06
2016-03-01,8.19836263,17.7,79.45
2016-03-02,8.18357075,17.09,78.84
2016-03-03,8.17809776,16.7,79.41
2016-03-04,8.17791286,16.86,81.97
2016-03-07,8.17621179,17.35,82.3
2016-03-08,8.18360773,18.67,87.46
2016-03-09,8.19100367,18.34,92.86
2016-03-10,8.1873057,18.05,94.77
2016-03-11,8.21873845,16.5,92.35
2016-03-14,8.24647322,16.92,89.74
2016-03-15,8.22798337,16.84,90.34
2016-03-16,8.24425444,14.99,84.37
2016-03-17,8.23168134,14.44,84.71
2016-03-18,8.23537931,14.02,86.2
2016-03-21,8.26496307,13.79,87.78
2016-03-22,8.25017119,14.17,85.04
2016-03-23,8.24565733,14.94,86.06
2016-03-24,8.25683031,14.74,84.2
2016-03-28,8.23076003,15.24,83.29
2016-03-29,8.28331027,13.82,81.39
2016-03-30,8.34245256,13.56,80.33
2016-03-31,8.33347694,13.95,82.94
2016-04-01,8.33504115,13.1,81.57
2016-04-04,8.34248981,14.12,84.43
2016-04-05,8.33057196,15.42,89.11
2016-04-06,8.364873,14.09,85.59
2016-04-07,8.34956602,16.16,92.74
2016-04-08,8.34565548,15.36,89.73
2016-04-11,8.3499757,16.26,92.81
2016-04-12,8.36856009,14.85,89.78
2016-04-13,8.38047793,13.84,87.89
2016-04-14,8.38706999,13.72,87.92
2016-04-15,8.35738711,13.62,90.27
2016-04-18,8.35366278,13.35,86.57
2016-04-19,8.37600874,13.24,86.98
2016-04-20,8.38934467,13.28,87.97
2016-04-21,8.37246847,13.95,87.07
2016-04-22,8.30683882,13.22,84.1
2016-04-25,8.29183776,14.08,85.77
2016-04-26,8.25591021,13.96,84.51
2016-04-27,8.21927011,13.77,83.1
2016-04-28,8.15307792,15.22,87.36
2016-04-29,8.09101102,15.7,91.68
2016-05-02,8.16057845,14.68,89.49
2016-05-03,8.09832404,15.6,91.66
2016-05-04,8.04807048,16.05,91.86
2016-05-05,8.0455203,15.91,91.58
2016-05-06,8.08178537,14.72,88.86
2016-05-09,8.0822729,14.57,86.42
2016-05-10,8.16676639,13.63,85.92
2016-05-11,8.13807686,14.69,91.53
2016-05-12,8.09682393,14.41,91.25
2016-05-13,8.0653217,15.04,94.0
2016-05-16,8.19058058,14.68,90.61
2016-05-17,8.07957271,15.57,91.76
2016-05-18,8.03771974,15.95,89.99
2016-05-19,8.06682181,16.33,90.46
2016-05-20,8.16057845,15.2,85.46
2016-05-23,8.16432872,15.82,84.12
2016-05-24,8.23933403,14.42,79.48
2016-05-25,8.23397547,13.9,78.54
2016-05-26,8.23223679,13.43,77.48
2016-05-27,8.26670802,13.12,76.17
2016-05-31,8.22849485,14.19,79.43
2016-06-01,8.226227,14.2,78.93
2016-06-02,8.27007199,13.63,79.54
2016-06-03,8.27763147,13.47,79.08
2016-06-06,8.27007199,13.65,80.71
2016-06-07,8.26629225,14.05,82.3
2016-06-08,8.27615738,14.08,86.61
2016-06-09,8.26334406,14.64,89.98
2016-06-10,8.23227459,17.03,103.78
2016-06-13,8.22471511,20.97,124.56
2016-06-14,8.28519095,20.5,116.44
2016-06-15,8.27007199,20.14,114.23
2016-06-16,8.29275044,19.37,115.47
2016-06-17,8.22089757,19.41,115.72
2016-06-20,8.24739355,18.37,112.4
2016-06-21,8.20581641,18.48,113.46
2016-06-22,8.22180635,21.17,122.94
2016-06-23,8.24488899,17.25,104.71
2016-06-24,8.13042963,25.76,125.13
2016-06-27,8.00070903,23.85,115.6
2016-06-28,8.10116619,18.75,108.0
2016-06-29,8.25633492,16.64,98.6
2016-06-30,8.28681927,15.63,94.23
2016-07-01,8.29067273,14.77,91.7
2016-07-05,8.30593398,15.58,91.85
2016-07-06,8.30402632,14.96,89.24
2016-07-07,8.34027179,14.76,89.5
2016-07-08,8.3440871,13.2,84.72
2016-07-11,8.36903924,13.54,84.78
2016-07-12,8.36243875,13.55,84.98
2016-07-13,8.3466052,13.04,84.18
2016-07-14,8.35934834,12.82,86.03
2016-07-15,8.32119523,12.67,89.04
2016-07-18,8.34828394,12.44,87.2
2016-07-19,8.34145453,11.97,89.03
2016-07-20,8.38305103,11.77,87.09
2016-07-21,8.37537073,12.74,92.84
2016-07-22,8.37921088,12.02,89.51
2016-07-25,8.37153057,12.87,91.95
2016-07-26,8.37917248,13.05,91.44
2016-07-27,8.41761239,12.83,91.23
2016-07-28,8.41377224,12.72,89.81
2016-07-29,8.41185217,11.87,90.84
2016-08-01,8.4406149,12.44,90.68
2016-08-02,8.41765079,13.37,93.89
2016-08-03,8.41377224,12.86,88.59
2016-08-04,8.45213536,12.42,88.14
2016-08-05,8.45213536,11.39,85.23
2016-08-08,8.46369421,11.5,84.5
2016-08-09,8.46369421,11.66,86.65
2016-08-10,8.48673512,12.05,89.4
2016-08-11,8.4252927,11.68,97.36
2016-08-12,8.45985406,11.55,94.49
2016-08-15,8.45601391,11.81,91.67
2016-08-16,8.46369421,12.64,91.86
2016-08-17,8.4733714,12.19,84.84
