Dates,QYLD,VIX,VVIX
2019-01-22 16:30:00,10.51308246,19.38,91.22
2019-01-22 17:30:00,10.50827977,20.4,92.79
2019-01-23 15:30:00,10.48300505,20.7,93.48
2019-01-23 16:30:00,10.44419707,21.92,93.75
2019-01-23 17:30:00,10.45389907,20.99,93.07
2019-01-23 18:30:00,10.47815405,20.22,90.75
2019-01-23 19:30:00,10.47815405,20.21,89.59
2019-01-23 20:30:00,10.47815405,19.53,88.45
2019-01-25 14:30:00,10.59942898,17.88,83.56
2019-01-25 16:30:00,10.60427998,17.64,83.5
2019-01-25 17:30:00,10.59457799,17.83,83.18
2019-01-28 15:30:00,10.54121702,20.0,87.58
2019-01-28 16:30:00,10.53151502,20.15,89.84
2019-01-28 18:30:00,10.55577001,19.47,87.24
2019-01-28 20:30:00,10.55091901,18.92,86.44
2019-01-29 14:30:00,10.55091901,19.04,85.93
2019-01-29 15:30:00,10.48785605,19.59,86.66
2019-01-29 17:30:00,10.52666403,19.06,86.56
2019-01-29 20:30:00,10.49755804,19.31,86.84
2019-01-30 19:30:00,10.66249195,17.81,82.14
2019-01-30 20:30:00,10.65278995,17.72,82.39
2019-01-31 19:30:00,10.71100192,16.79,80.09
2019-01-31 20:30:00,10.72070391,16.61,79.24
2019-02-01 15:30:00,10.73040591,16.54,79.12
2019-02-04 19:30:00,10.80802187,15.61,77.17
2019-02-04 20:30:00,10.80317087,15.74,77.36
2019-02-05 15:30:00,10.82742585,15.16,78.08
2019-02-05 17:30:00,10.81772386,15.93,79.23
2019-02-05 20:30:00,10.82742585,15.57,80.62
2019-02-06 14:30:00,10.82257486,15.51,86.08
2019-02-06 15:30:00,10.82742585,15.11,84.11
2019-02-06 17:30:00,10.83227685,15.29,84.87
2019-02-06 18:30:00,10.82742585,15.41,84.86
2019-02-06 20:30:00,10.82742585,15.35,84.99
2019-02-07 17:30:00,10.78376688,16.94,85.34
2019-02-08 20:30:00,10.80317087,15.69,82.7
2019-02-11 15:30:00,10.82500036,16.42,83.28
2019-02-12 20:30:00,10.86138284,15.46,81.63
2019-02-13 14:30:00,10.86623383,15.85,83.01
2019-02-13 15:30:00,10.85653184,15.51,81.58
2019-02-13 16:30:00,10.86138284,15.7,82.8
2019-02-13 17:30:00,10.86138284,15.61,81.91
2019-02-13 19:30:00,10.86623383,15.38,80.08
2019-02-13 20:30:00,10.85653184,15.67,80.27
2019-02-14 15:30:00,10.85653184,16.41,83.97
2019-02-14 20:30:00,10.85168084,16.26,81.64
2019-02-15 14:30:00,10.84682984,15.56,80.09
2019-02-15 15:30:00,10.81772386,15.1,79.24
2019-02-15 17:30:00,10.83470235,14.98,81.38
2019-02-15 18:30:00,10.83955335,15.02,82.12
2019-02-15 19:30:00,10.84197885,14.92,82.3
2019-02-19 17:30:00,10.90019081,15.02,79.05
2019-02-19 18:30:00,10.90019081,14.85,79.19
2019-02-19 20:30:00,10.89048882,14.96,78.64
2019-02-20 14:30:00,10.90263645,14.72,78.23
2019-02-20 15:30:00,10.90752772,14.55,76.63
2019-02-20 16:30:00,10.88796264,14.37,76.1
2019-02-20 17:30:00,10.88307138,14.6,75.47
2019-02-20 20:30:00,10.88796264,14.01,75.59
2019-02-21 14:30:00,10.86839757,14.91,78.72
2019-02-21 15:30:00,10.8635063,14.74,76.6
2019-02-21 16:30:00,10.87328884,14.39,75.33
2019-02-21 18:30:00,10.88796264,14.27,76.39
2019-02-21 19:30:00,10.85127813,14.77,77.76
2019-02-22 16:30:00,10.91241899,13.93,75.17
2019-02-22 18:30:00,10.90752772,13.86,75.15
2019-02-25 20:30:00,10.94176659,14.89,79.35
2019-02-26 15:30:00,10.93687533,14.86,78.97
2019-02-26 16:30:00,10.94665786,14.73,79.15
2019-02-26 20:30:00,10.9564404,15.1,80.53
2019-02-27 15:30:00,10.89774518,15.74,82.8
2019-02-27 19:30:00,10.94665786,14.93,81.11
2019-02-27 20:30:00,10.94665786,14.76,80.37
2019-02-28 15:30:00,10.94665786,15.06,79.92
2019-02-28 16:30:00,10.9564404,14.65,78.77
2019-02-28 19:30:00,10.96133167,14.79,79.2
2019-03-01 14:30:00,10.98089674,14.11,78.7
2019-03-01 15:30:00,10.97600547,14.4,79.83
2019-03-04 14:30:00,11.02002688,13.59,78.49
2019-03-04 15:30:00,10.99067927,14.29,82.21
2019-03-04 16:30:00,10.97600547,15.75,89.38
2019-03-04 17:30:00,10.95154913,16.97,86.34
2019-03-04 18:30:00,10.97600547,15.47,84.14
2019-03-04 20:30:00,10.98578801,14.61,82.34
2019-03-05 14:30:00,10.99067927,14.98,84.35
2019-03-05 15:30:00,10.99067927,14.95,82.73
2019-03-05 17:30:00,11.00290744,14.42,82.42
2019-03-05 19:30:00,11.00535308,14.46,82.2
2019-03-05 20:30:00,11.00535308,14.75,82.46
2019-03-06 14:30:00,10.99067927,14.97,84.15
2019-03-06 15:30:00,10.99557054,15.03,84.7
2019-03-06 16:30:00,10.98578801,15.26,86.32
2019-03-06 17:30:00,10.98089674,16.09,87.26
2019-03-06 18:30:00,10.99067927,15.28,85.13
2019-03-06 19:30:00,10.98578801,15.47,86.24
2019-03-07 15:30:00,10.94176659,16.91,89.4
2019-03-07 16:30:00,10.9564404,16.49,88.38
2019-03-07 17:30:00,10.94665786,16.03,87.78
2019-03-07 18:30:00,10.93198406,16.76,89.42
2019-03-07 19:30:00,10.93687533,17.36,90.37
2019-03-07 20:30:00,10.92220152,16.63,88.7
2019-03-08 15:30:00,10.86839757,17.7,91.07
2019-03-08 17:30:00,10.87328884,17.74,91.87
2019-03-08 19:30:00,10.90752772,16.6,89.52
2019-03-08 20:30:00,10.90752772,16.09,87.24
2019-03-11 17:30:00,11.04448322,14.5,82.25
2019-03-11 18:30:00,11.04937449,14.53,81.93
2019-03-11 19:30:00,11.04448322,14.37,81.23
2019-03-12 14:30:00,11.05426576,13.7,82.52
2019-03-12 17:30:00,11.05915703,13.69,82.93
2019-03-12 18:30:00,11.07383083,13.82,83.06
2019-03-13 13:30:00,11.05426576,13.42,81.58
2019-03-13 16:30:00,11.05426576,13.52,82.95
2019-03-13 17:30:00,11.05426576,13.54,83.16
2019-03-13 18:30:00,11.04448322,13.75,83.72
2019-03-14 13:30:00,11.05426576,13.82,83.29
2019-03-14 16:30:00,11.05915703,13.38,82.59
2019-03-14 18:30:00,11.06404829,13.28,82.68
2019-03-14 19:30:00,11.04448322,13.47,82.56
2019-03-15 13:30:00,11.10317844,12.99,81.93
2019-03-15 16:30:00,11.16187365,12.71,82.57
2019-03-15 18:30:00,11.16187365,12.87,83.12
2019-03-15 19:30:00,11.13741731,12.94,82.94
2019-03-18 14:30:00,11.14230858,13.27,85.64
2019-03-18 18:30:00,11.14719985,13.13,84.83
2019-03-18 19:30:00,11.14230858,13.11,85.52
2019-03-19 14:30:00,11.15942802,12.91,85.0
2019-03-19 16:30:00,11.17654746,13.45,86.0
2019-03-19 18:30:00,11.16676492,13.22,86.8
2019-03-20 16:30:00,11.12918593,13.95,88.24
2019-03-20 17:30:00,11.19334531,13.49,86.06
2019-03-20 18:30:00,11.19334531,13.33,85.43
2019-03-21 14:30:00,11.19334531,13.88,84.68
2019-03-21 15:30:00,11.20074832,13.45,83.86
2019-03-22 13:30:00,11.18347464,15.04,89.43
2019-03-22 14:30:00,11.17360396,15.8,94.48
2019-03-22 15:30:00,11.14399194,16.86,101.9
2019-03-22 16:30:00,11.13658893,16.27,98.86
2019-03-25 15:30:00,11.11437991,16.72,97.51
2019-03-25 16:30:00,11.12425059,16.89,97.97
2019-03-25 17:30:00,11.09463856,17.4,100.77
2019-03-25 18:30:00,11.10450924,16.83,98.11
2019-03-26 13:30:00,11.1785393,15.19,90.87
2019-03-26 15:30:00,11.1785393,15.05,91.33
2019-03-26 16:30:00,11.16373329,15.38,91.15
2019-03-26 17:30:00,11.13412126,15.56,92.13
2019-03-27 14:30:00,11.11437991,15.6,94.92
2019-03-27 16:30:00,11.07983255,15.94,93.05
2019-03-27 17:30:00,11.12918593,15.49,92.57
2019-03-27 18:30:00,11.10944458,15.6,91.96
2019-03-27 19:30:00,11.11931525,15.19,91.34
2019-03-28 13:30:00,11.13658893,14.57,87.24
2019-03-28 14:30:00,11.12918593,15.18,89.57
2019-03-28 16:30:00,11.1390566,14.86,88.47
2019-03-28 19:30:00,11.15386261,14.43,87.95
2019-03-29 13:30:00,11.19334531,13.73,85.9
2019-03-29 14:30:00,11.19828065,13.96,86.66
2019-03-29 15:30:00,11.19828065,14.04,86.53
2019-03-29 16:30:00,11.19828065,14.15,87.21
2019-03-29 19:30:00,11.21308666,13.72,85.82
2019-04-01 13:30:00,11.24269869,13.92,86.63
2019-04-01 14:30:00,11.24763402,13.59,85.92
2019-04-01 15:30:00,11.25256936,13.8,85.19
2019-04-01 16:30:00,11.2575047,13.67,84.63
2019-04-01 17:30:00,11.26490771,13.62,85.47
2019-04-01 18:30:00,11.2575047,13.77,85.46
2019-04-01 19:30:00,11.2575047,13.44,84.93
2019-04-02 16:30:00,11.27724605,13.36,83.27
2019-04-02 18:30:00,11.27724605,13.22,82.22
2019-04-02 19:30:00,11.27724605,13.34,83.28
2019-04-03 16:30:00,11.2969874,13.56,83.12
2019-04-03 17:30:00,11.29205206,13.98,84.14
2019-04-03 18:30:00,11.28711672,13.93,84.89
2019-04-04 13:30:00,11.29205206,13.58,82.31
2019-04-04 14:30:00,11.28711672,13.49,81.67
2019-04-04 17:30:00,11.28711672,13.63,82.31
2019-04-04 19:30:00,11.28711672,13.55,82.15
2019-04-05 13:30:00,11.30685807,13.01,79.72
2019-04-05 17:30:00,11.30685807,12.91,78.76
2019-04-05 19:30:00,11.31672875,12.78,79.1
2019-04-08 13:30:00,11.30192274,13.66,81.42
2019-04-08 14:30:00,11.30685807,13.35,80.48
2019-04-08 15:30:00,11.30685807,13.53,81.22
2019-04-08 16:30:00,11.30685807,13.39,80.77
2019-04-08 19:30:00,11.31179341,13.16,81.86
2019-04-09 13:30:00,11.31672875,13.81,85.25
2019-04-09 16:30:00,11.31672875,13.8,84.92
2019-04-09 19:30:00,11.30685807,14.25,88.14
2019-04-10 14:30:00,11.31919642,14.02,90.71
2019-04-10 15:30:00,11.31672875,13.83,90.65
2019-04-10 17:30:00,11.32166409,13.82,90.56
2019-04-10 18:30:00,11.32413175,13.42,89.64
2019-04-11 13:30:00,11.32659942,13.14,87.8
2019-04-11 14:30:00,11.32659942,12.95,88.19
2019-04-11 15:30:00,11.32166409,13.27,89.47
2019-04-11 16:30:00,11.32659942,13.12,89.12
2019-04-11 17:30:00,11.32659942,13.27,88.94
2019-04-11 18:30:00,11.32413175,13.23,87.52
2019-04-11 19:30:00,11.32166409,13.09,88.06
2019-04-12 13:30:00,11.33153476,12.19,84.69
2019-04-12 14:30:00,11.32659942,12.56,85.38
2019-04-12 15:30:00,11.32659942,12.35,85.23
2019-04-15 13:30:00,11.32659942,12.64,85.82
2019-04-15 18:30:00,11.31426108,12.27,83.76
2019-04-15 19:30:00,11.31672875,12.29,84.17
2019-04-16 13:30:00,11.32659942,12.04,81.63
2019-04-16 15:30:00,11.33153476,12.2,82.79
2019-04-16 18:30:00,11.32659942,12.09,82.65
2019-04-16 19:30:00,11.3364701,12.21,83.58
2019-04-17 13:30:00,11.33153476,12.7,83.78
2019-04-17 14:30:00,11.33153476,12.41,85.14
2019-04-17 15:30:00,11.33153476,12.98,85.39
2019-04-17 16:30:00,11.33153476,12.6,84.32
2019-04-17 17:30:00,11.33400243,12.67,85.78
2019-04-17 18:30:00,11.33400243,12.5,83.91
2019-04-17 19:30:00,11.32659942,12.54,85.55
2019-04-18 13:30:00,11.2969874,12.47,85.86
2019-04-18 14:30:00,11.28711672,12.46,84.66
2019-04-18 16:30:00,11.33153476,12.33,84.84
2019-04-22 13:30:00,11.32166409,13.08,86.85
2019-04-22 15:30:00,11.3438731,12.83,85.49
2019-04-22 16:30:00,11.33153476,12.81,85.14
2019-04-23 15:30:00,11.39569415,12.26,81.74
2019-04-23 16:30:00,11.40062948,12.27,80.85
2019-04-23 17:30:00,11.41050016,12.23,81.71
2019-04-23 18:30:00,11.41050016,12.14,81.38
2019-04-23 19:30:00,11.40309715,12.33,81.43
2019-04-24 13:30:00,11.39013466,12.56,81.89
2019-04-24 14:30:00,11.40505623,12.51,81.24
2019-04-24 15:30:00,11.39013466,12.81,82.42
2019-04-24 16:30:00,11.3851608,13.17,84.29
2019-04-24 19:30:00,11.37272616,13.05,85.17
2019-04-25 13:30:00,11.38018694,13.77,88.39
2019-04-25 14:30:00,11.37023923,13.52,86.62
2019-04-25 15:30:00,11.37023923,13.07,86.99
2019-04-25 16:30:00,11.37521309,13.03,86.11
2019-04-26 17:30:00,11.3851608,12.76,83.86
2019-04-29 13:30:00,11.41997781,12.98,84.32
2019-04-29 14:30:00,11.41500395,12.71,84.96
2019-04-29 18:30:00,11.42246474,12.95,85.36
2019-04-29 19:30:00,11.41500395,13.11,86.08
2019-04-30 13:30:00,11.38018694,13.33,87.33
2019-04-30 14:30:00,11.36029151,14.03,87.99
2019-04-30 15:30:00,11.38018694,13.39,86.58
2019-04-30 19:30:00,11.39013466,13.14,88.56
2019-05-01 13:30:00,11.42246474,13.38,87.66
2019-05-01 14:30:00,11.41997781,13.21,86.79
2019-05-01 15:30:00,11.42495166,13.22,87.11
2019-05-01 16:30:00,11.41997781,13.39,87.26
2019-05-01 17:30:00,11.41997781,13.08,86.3
2019-05-01 18:30:00,11.41749088,13.36,87.88
2019-05-01 19:30:00,11.39013466,14.67,95.75
2019-05-02 13:30:00,11.40505623,14.05,93.02
2019-05-02 14:30:00,11.38018694,14.37,97.25
2019-05-02 15:30:00,11.34536994,15.62,98.32
2019-05-02 16:30:00,11.37023923,15.08,95.55
2019-05-02 17:30:00,11.37521309,14.57,93.55
2019-05-02 18:30:00,11.3677523,14.68,92.94
2019-05-03 13:30:00,11.41500395,13.13,87.91
2019-05-03 14:30:00,11.41997781,12.95,87.28
2019-05-03 15:30:00,11.42992552,12.95,86.61
2019-05-03 16:30:00,11.43489938,13.01,86.62
2019-05-06 13:30:00,11.35531765,16.52,94.92
2019-05-06 14:30:00,11.3851608,16.21,93.77
2019-05-06 15:30:00,11.39013466,16.41,96.69
2019-05-06 16:30:00,11.3851608,16.6,96.05
2019-05-06 19:30:00,11.40008237,15.41,94.85
2019-05-07 13:30:00,11.33044836,19.0,103.46
2019-05-07 14:30:00,11.31055293,19.37,105.76
2019-05-07 16:30:00,11.27573593,20.34,109.9
2019-05-07 17:30:00,11.26827514,20.4,113.28
2019-05-07 18:30:00,11.24589278,20.91,116.08
2019-05-08 14:30:00,11.30557907,18.58,106.2
2019-05-08 16:30:00,11.31552679,18.71,107.47
2019-05-08 17:30:00,11.31552679,19.02,107.4
2019-05-09 13:30:00,11.14144176,22.93,114.24
2019-05-09 14:30:00,11.16631105,22.5,111.95
2019-05-09 15:30:00,11.21604963,21.01,106.77
2019-05-09 16:30:00,11.25584049,19.54,104.82
2019-05-09 17:30:00,11.26578821,19.56,103.43
2019-05-09 19:30:00,11.23594506,18.95,102.92
2019-05-10 13:30:00,11.1961542,18.58,102.49
2019-05-10 14:30:00,11.14144176,19.62,103.74
2019-05-10 15:30:00,11.12154633,19.74,100.38
2019-05-10 16:30:00,11.19118034,17.86,97.91
2019-05-10 17:30:00,11.26081435,16.79,97.59
2019-05-10 18:30:00,11.26081435,16.47,93.67
2019-05-10 19:30:00,11.31552679,16.06,96.01
2019-05-13 13:30:00,11.03201689,20.84,105.5
2019-05-13 14:30:00,11.01212146,20.24,105.81
2019-05-13 15:30:00,10.98725217,20.8,107.06
2019-05-13 16:30:00,10.96238288,21.17,107.12
2019-05-13 17:30:00,10.99222602,20.2,103.42
2019-05-13 18:30:00,11.00217374,19.66,103.38
2019-05-13 19:30:00,10.95243516,20.53,105.6
2019-05-14 13:30:00,11.01212146,18.59,98.88
2019-05-14 14:30:00,11.03699075,18.4,97.71
2019-05-14 18:30:00,11.13149405,17.76,95.52
2019-05-14 19:30:00,11.09170318,18.17,97.26
2019-05-15 14:30:00,11.19118034,17.46,96.1
2019-05-15 15:30:00,11.1961542,16.73,95.99
2019-05-15 16:30:00,11.21604963,17.03,96.47
2019-05-15 17:30:00,11.23594506,16.57,95.02
2019-05-15 18:30:00,11.24589278,16.62,95.17
2019-05-15 19:30:00,11.24091892,16.46,94.53
2019-05-16 13:30:00,11.35531765,15.56,89.85
2019-05-16 15:30:00,11.3851608,15.3,92.45
2019-05-16 18:30:00,11.37521309,15.47,93.39
2019-05-16 19:30:00,11.35531765,15.34,94.23
2019-05-17 14:30:00,11.37521309,14.95,94.41
2019-05-17 15:30:00,11.34039608,15.57,95.19
2019-05-17 16:30:00,11.32050065,15.16,94.17
2019-05-17 17:30:00,11.32050065,15.16,94.24
2019-05-17 18:30:00,11.27822286,15.79,97.02
2019-05-17 19:30:00,11.27573593,16.08,99.12
2019-05-20 13:30:00,11.14144176,16.73,98.57
2019-05-20 14:30:00,11.1961542,16.68,98.75
2019-05-20 18:30:00,11.13149405,16.9,97.82
2019-05-20 19:30:00,11.15636334,16.3,96.83
2019-05-21 19:30:00,11.24340585,14.96,92.38
2019-05-22 13:30:00,11.22151507,14.8,92.67
2019-05-22 14:30:00,11.21147345,15.03,92.3
2019-05-22 15:30:00,11.22653588,14.69,91.58
2019-05-22 16:30:00,11.21147345,15.23,91.7
2019-05-22 17:30:00,11.20645264,14.79,90.21
2019-05-22 19:30:00,11.20645264,14.79,89.3
2019-05-23 13:30:00,11.07591152,17.25,93.68
2019-05-23 15:30:00,11.03574502,17.51,95.34
2019-05-23 16:30:00,11.04076584,17.78,95.24
2019-05-23 18:30:00,11.07591152,17.79,95.17
2019-05-23 19:30:00,11.08595314,16.86,94.98
2019-05-24 13:30:00,11.13616127,15.78,91.65
2019-05-24 14:30:00,11.10101558,16.37,92.43
2019-05-24 19:30:00,11.07089071,15.9,90.19
2019-05-28 13:30:00,11.14620289,16.17,90.76
2019-05-28 14:30:00,11.12611964,16.31,90.83
2019-05-28 15:30:00,11.13114045,16.24,90.42
2019-05-28 16:30:00,11.11607802,16.41,91.21
2019-05-28 18:30:00,11.08595314,17.01,93.24
2019-05-28 19:30:00,11.05582827,17.48,95.08
2019-05-29 13:30:00,11.00059934,18.23,95.2
2019-05-29 14:30:00,10.94034959,17.98,97.14
2019-05-29 15:30:00,10.94034959,18.54,96.15
2019-05-29 16:30:00,10.95541203,18.07,95.89
2019-05-29 17:30:00,10.96043284,18.09,95.62
2019-05-29 18:30:00,10.92528716,18.41,95.28
2019-05-29 19:30:00,10.94034959,17.89,93.83
2019-05-30 13:30:00,10.99055771,16.97,91.0
2019-05-30 14:30:00,11.03072421,17.46,91.79
2019-05-30 15:30:00,11.02068259,17.59,91.82
2019-05-30 17:30:00,11.00562015,17.51,93.07
2019-05-30 18:30:00,10.9855369,18.04,93.39
2019-05-30 19:30:00,11.03072421,17.33,92.78
2019-05-31 14:30:00,10.94537041,18.36,94.63
2019-05-31 15:30:00,10.91775594,18.32,95.28
2019-05-31 17:30:00,10.91022472,18.49,96.68
2019-05-31 18:30:00,10.88009985,18.52,97.16
2019-05-31 19:30:00,10.89014147,18.79,96.72
2019-06-03 13:30:00,10.72947548,18.98,95.17
2019-06-03 14:30:00,10.78972523,18.32,94.42
2019-06-03 15:30:00,10.67424655,18.83,96.48
2019-06-03 16:30:00,10.66420493,19.25,95.94
2019-06-03 18:30:00,10.60395518,19.62,97.86
2019-06-03 19:30:00,10.64914249,18.88,96.03
2019-06-04 14:30:00,10.77466279,17.43,90.0
2019-06-04 15:30:00,10.83491254,17.36,90.03
2019-06-04 16:30:00,10.8600166,17.33,90.23
2019-06-04 17:30:00,10.88512066,17.31,90.05
2019-06-04 18:30:00,10.89014147,17.29,89.43
2019-06-05 13:30:00,11.00562015,17.22,89.42
2019-06-05 14:30:00,10.92528716,17.11,88.84
2019-06-05 15:30:00,10.97047447,16.82,88.48
2019-06-05 16:30:00,10.95541203,16.56,87.55
2019-06-05 18:30:00,10.98051609,16.55,87.43
2019-06-05 19:30:00,11.01064096,16.1,86.72
2019-06-06 14:30:00,11.01566178,16.16,86.25
2019-06-06 15:30:00,11.02068259,15.98,86.53
2019-06-06 16:30:00,11.02068259,15.97,86.17
2019-06-06 19:30:00,11.06084908,15.99,84.84
2019-06-07 13:30:00,11.21649426,15.9,85.37
2019-06-07 14:30:00,11.276744,15.93,84.85
2019-06-07 15:30:00,11.27172319,16.15,84.92
2019-06-07 16:30:00,11.28176482,16.39,85.39
2019-06-07 17:30:00,11.28176482,16.17,84.42
2019-06-07 18:30:00,11.27172319,16.28,84.63
2019-06-07 19:30:00,11.2742336,16.33,86.0
2019-06-10 13:30:00,11.36711862,16.11,86.22
2019-06-10 14:30:00,11.40728512,16.16,84.84
2019-06-10 15:30:00,11.41732674,16.19,84.21
2019-06-10 16:30:00,11.3972435,16.17,83.33
2019-06-10 17:30:00,11.38720187,16.37,84.15
2019-06-10 18:30:00,11.38469147,15.92,83.46
2019-06-10 19:30:00,11.37213944,16.02,83.86
2019-06-11 13:30:00,11.38720187,15.87,83.94
2019-06-11 14:30:00,11.40728512,16.14,84.96
2019-06-11 15:30:00,11.38218106,16.59,86.24
2019-06-11 16:30:00,11.36209781,16.61,86.3
2019-06-11 17:30:00,11.38218106,16.15,85.65
2019-06-11 18:30:00,11.37716025,16.3,84.87
2019-06-11 19:30:00,11.38720187,16.05,84.95
2019-06-12 14:30:00,11.35205619,16.04,87.4
2019-06-12 15:30:00,11.34201456,16.14,87.5
2019-06-12 17:30:00,11.34703537,15.99,86.45
2019-06-12 19:30:00,11.34201456,15.93,86.2
2019-06-13 13:30:00,11.3972435,15.88,84.03
2019-06-13 16:30:00,11.39222268,15.68,83.77
2019-06-13 17:30:00,11.3997539,15.76,84.42
2019-06-13 19:30:00,11.38218106,15.8,84.73
2019-06-14 13:30:00,11.36711862,16.13,84.61
2019-06-14 14:30:00,11.35205619,15.87,84.46
2019-06-14 16:30:00,11.38218106,15.68,83.82
2019-06-14 17:30:00,11.37213944,15.65,83.11
2019-06-14 19:30:00,11.36711862,15.25,82.57
2019-06-17 14:30:00,11.46251405,15.44,81.95
2019-06-17 18:30:00,11.46251405,15.37,83.14
2019-06-17 19:30:00,11.45247243,15.36,83.48
2019-06-18 13:30:00,11.54535745,15.29,84.01
2019-06-18 14:30:00,11.53280542,15.03,83.77
2019-06-18 15:30:00,11.53531583,15.2,85.46
2019-06-18 16:30:00,11.5252742,15.48,86.64
2019-06-18 17:30:00,11.53531583,15.24,86.57
2019-06-18 18:30:00,11.53531583,15.16,86.84
2019-06-18 19:30:00,11.52778461,15.18,87.37
2019-06-19 13:30:00,11.53782623,15.27,87.2
2019-06-19 14:30:00,11.53280542,15.48,87.25
2019-06-19 15:30:00,11.53280542,15.54,87.39
2019-06-19 16:30:00,11.53280542,15.54,86.96
2019-06-19 17:30:00,11.53782623,15.09,85.12
2019-06-19 18:30:00,11.54535745,14.45,82.12
2019-06-19 19:30:00,11.57297192,14.3,84.58
2019-06-20 13:30:00,11.60058639,14.16,82.62
2019-06-20 14:30:00,11.58301354,14.76,84.7
2019-06-20 15:30:00,11.59807598,14.91,85.1
2019-06-20 16:30:00,11.60058639,15.16,84.86
2019-06-20 17:30:00,11.60058639,14.8,83.9
2019-06-20 18:30:00,11.60309679,14.6,81.7
2019-06-20 19:30:00,11.6081176,14.77,81.21
2019-06-21 13:30:00,11.55288867,14.66,81.11
2019-06-21 14:30:00,11.58803436,14.51,80.3
2019-06-21 15:30:00,11.57799273,14.55,80.24
2019-06-21 17:30:00,11.57799273,14.76,80.29
2019-06-21 18:30:00,11.57799273,14.87,80.43
2019-06-21 19:30:00,11.57297192,15.27,83.14
2019-06-24 13:30:00,11.59807598,15.31,82.23
2019-06-24 14:30:00,11.59807598,15.45,82.49
2019-06-24 16:30:00,11.59807598,15.39,81.77
2019-06-24 18:30:00,11.59305517,15.35,82.33
2019-06-24 19:30:00,11.58803436,15.29,82.59
2019-06-25 13:30:00,11.5629303,15.51,83.03
2019-06-25 14:30:00,11.55288867,15.9,83.24
2019-06-25 15:30:00,11.55288867,15.83,83.51
2019-06-25 16:30:00,11.51774299,16.2,83.62
2019-06-25 17:30:00,11.51272217,16.17,84.49
2019-06-25 18:30:00,11.48761811,16.14,84.56
2019-06-25 19:30:00,11.49263893,16.28,85.16
2019-06-26 13:30:00,11.53592092,16.12,84.65
2019-06-26 14:30:00,11.53592092,16.08,84.94
2019-06-26 15:30:00,11.53592092,16.16,85.01
2019-06-26 16:30:00,11.5207154,16.19,85.04
2019-06-26 17:30:00,11.51057839,16.33,85.36
2019-06-26 18:30:00,11.49030436,16.38,85.36
2019-06-26 19:30:00,11.52578391,16.23,85.39
2019-06-27 13:30:00,11.55112644,16.12,85.72
2019-06-27 14:30:00,11.55112644,16.2,87.2
2019-06-27 15:30:00,11.53592092,16.05,86.56
2019-06-27 17:30:00,11.55619495,15.88,85.82
2019-06-27 19:30:00,11.55112644,15.81,86.52
2019-06-28 13:30:00,11.55112644,15.93,86.93
2019-06-28 14:30:00,11.55112644,15.83,86.47
2019-06-28 15:30:00,11.54605794,15.96,86.8
2019-06-28 16:30:00,11.57140047,15.93,87.23
2019-06-28 17:30:00,11.55619495,16.02,87.46
