Dates,GLD,VIX,VVIX
2019-01-11 16:30:00,122.0,19.11,85.43
2019-01-11 17:30:00,121.86,18.71,85.95
2019-01-11 18:30:00,121.8,18.55,85.13
2019-01-11 19:30:00,121.69,18.52,84.4
2019-01-11 20:30:00,121.79,18.16,83.85
2019-01-14 14:30:00,122.05,19.33,84.49
2019-01-14 15:30:00,122.0,19.37,82.86
2019-01-14 16:30:00,121.99,19.34,81.98
2019-01-14 17:30:00,122.03,19.21,81.89
2019-01-14 18:30:00,122.09,18.9,82.32
2019-01-14 19:30:00,122.06,18.77,82.9
2019-01-14 20:30:00,122.09,19.05,83.01
2019-01-15 14:30:00,122.08,18.53,82.26
2019-01-15 15:30:00,121.795,18.36,81.54
2019-01-15 16:30:00,121.76,18.32,80.84
2019-01-15 17:30:00,121.785,18.1,80.43
2019-01-15 18:30:00,121.96,18.46,80.87
2019-01-15 19:30:00,121.91,18.33,80.68
2019-01-15 20:30:00,121.85,18.38,81.39
2019-01-16 14:30:00,122.27,18.55,81.27
2019-01-16 15:30:00,122.33,18.82,81.29
2019-01-16 16:30:00,122.39,18.66,81.46
2019-01-16 17:30:00,122.29,18.65,81.31
2019-01-16 18:30:00,122.18,18.28,81.08
2019-01-16 19:30:00,122.185,18.43,81.24
2019-01-16 20:30:00,122.24,18.93,83.34
2019-01-17 14:30:00,122.0,18.98,82.62
2019-01-17 15:30:00,122.1,18.77,82.24
2019-01-17 16:30:00,122.1,18.64,82.37
2019-01-17 17:30:00,122.2,18.39,82.29
2019-01-17 18:30:00,122.2,18.25,82.0
2019-01-17 19:30:00,122.1,18.17,81.86
2019-01-17 20:30:00,122.105,18.2,82.79
2019-01-18 14:30:00,121.27,17.91,81.03
2019-01-18 15:30:00,121.24,17.39,78.5
2019-01-18 16:30:00,121.28,17.27,79.5
2019-01-18 17:30:00,121.28,17.73,80.66
2019-01-18 18:30:00,121.24,17.6,81.7
2019-01-18 19:30:00,121.14,18.18,82.51
2019-01-18 20:30:00,121.04,17.88,82.49
2019-01-22 14:30:00,120.98,19.02,86.64
2019-01-22 15:30:00,121.07,19.04,88.41
2019-01-22 16:30:00,121.26,19.38,91.22
2019-01-22 17:30:00,121.35,20.4,92.79
2019-01-22 18:30:00,121.44,20.09,94.27
2019-01-22 19:30:00,121.33,21.12,94.78
2019-01-22 20:30:00,121.4,20.59,93.81
2019-01-23 14:30:00,121.03,19.96,91.75
2019-01-23 15:30:00,121.43,20.7,93.48
2019-01-23 16:30:00,121.5,21.92,93.75
2019-01-23 17:30:00,121.44,20.99,93.07
2019-01-23 18:30:00,121.31,20.22,90.75
2019-01-23 19:30:00,121.29,20.21,89.59
2019-01-23 20:30:00,121.28,19.53,88.45
2019-01-24 14:30:00,121.18,19.64,85.61
2019-01-24 15:30:00,121.24,19.11,85.7
2019-01-24 16:30:00,121.03,19.22,86.08
2019-01-24 17:30:00,121.06,19.98,87.71
2019-01-24 18:30:00,120.95,19.55,85.64
2019-01-24 19:30:00,120.98,18.89,84.45
2019-01-24 20:30:00,121.08,18.9,84.89
2019-01-25 14:30:00,122.58,17.88,83.56
2019-01-25 15:30:00,122.89,17.75,83.99
2019-01-25 16:30:00,122.65,17.64,83.5
2019-01-25 17:30:00,122.76,17.83,83.18
2019-01-25 18:30:00,122.75,17.79,83.16
2019-01-25 19:30:00,122.79,17.53,83.12
2019-01-25 20:30:00,122.835,17.45,83.38
2019-01-28 14:30:00,123.06,19.91,88.44
2019-01-28 15:30:00,123.1,20.0,87.58
2019-01-28 16:30:00,123.12,20.15,89.84
2019-01-28 17:30:00,123.26,19.76,88.37
2019-01-28 18:30:00,123.12,19.47,87.24
2019-01-28 19:30:00,123.15,19.33,86.27
2019-01-28 20:30:00,123.26,18.92,86.44
2019-01-29 14:30:00,123.97,19.04,85.93
2019-01-29 15:30:00,123.82,19.59,86.66
2019-01-29 16:30:00,123.74,19.11,86.05
2019-01-29 17:30:00,123.84,19.06,86.56
2019-01-29 18:30:00,123.99,18.86,87.31
2019-01-29 19:30:00,123.94,19.32,87.06
2019-01-29 20:30:00,123.95,19.31,86.84
2019-01-30 14:30:00,123.91,19.19,85.67
2019-01-30 15:30:00,123.95,18.81,85.28
2019-01-30 16:30:00,123.905,18.65,84.7
2019-01-30 17:30:00,123.89,18.7,84.58
2019-01-30 18:30:00,124.48,18.13,83.1
2019-01-30 19:30:00,124.64,17.81,82.14
2019-01-30 20:30:00,124.66,17.72,82.39
2019-01-31 14:30:00,125.16,17.2,80.37
2019-01-31 15:30:00,124.89,17.05,79.84
2019-01-31 16:30:00,124.79,16.95,80.53
2019-01-31 17:30:00,124.78,17.14,80.69
2019-01-31 18:30:00,124.81,16.82,79.86
2019-01-31 19:30:00,124.81,16.79,80.09
2019-01-31 20:30:00,124.73,16.61,79.24
2019-02-01 14:30:00,124.54,16.33,78.93
2019-02-01 15:30:00,124.58,16.54,79.12
2019-02-01 16:30:00,124.5,16.27,79.75
2019-02-01 17:30:00,124.5,16.3,80.05
2019-02-01 18:30:00,124.52,16.44,80.93
2019-02-01 19:30:00,124.57,16.6,80.57
2019-02-01 20:30:00,124.51,16.1,80.0
2019-02-04 14:30:00,124.15,16.47,79.89
2019-02-04 15:30:00,124.2,15.85,78.45
2019-02-04 16:30:00,124.15,15.83,77.94
2019-02-04 17:30:00,124.26,15.91,77.69
2019-02-04 18:30:00,124.17,15.72,77.45
2019-02-04 19:30:00,124.08,15.61,77.17
2019-02-04 20:30:00,123.98,15.74,77.36
2019-02-05 14:30:00,124.34,15.73,76.45
2019-02-05 15:30:00,124.19,15.16,78.08
2019-02-05 16:30:00,124.22,15.63,78.74
2019-02-05 17:30:00,124.28,15.93,79.23
2019-02-05 18:30:00,124.22,15.4,79.81
2019-02-05 19:30:00,124.21,15.53,79.89
2019-02-05 20:30:00,124.29,15.57,80.62
2019-02-06 14:30:00,124.03,15.51,86.08
2019-02-06 15:30:00,123.99,15.11,84.11
2019-02-06 16:30:00,124.0,15.3,85.06
2019-02-06 17:30:00,123.82,15.29,84.87
2019-02-06 18:30:00,123.53,15.41,84.86
2019-02-06 19:30:00,123.5,15.47,85.09
2019-02-06 20:30:00,123.45,15.35,84.99
2019-02-07 14:30:00,123.52,16.43,84.91
2019-02-07 15:30:00,123.74,16.71,86.17
2019-02-07 16:30:00,123.92,17.54,86.08
2019-02-07 17:30:00,123.82,16.94,85.34
2019-02-07 18:30:00,123.87,16.94,85.76
2019-02-07 19:30:00,123.86,17.0,85.5
2019-02-07 20:30:00,123.75,16.31,85.01
2019-02-08 14:30:00,124.09,17.24,87.28
2019-02-08 15:30:00,124.18,17.44,87.31
2019-02-08 16:30:00,124.21,17.09,86.58
2019-02-08 17:30:00,124.23,16.73,85.92
2019-02-08 18:30:00,124.17,16.33,83.67
2019-02-08 19:30:00,124.28,16.27,83.28
2019-02-08 20:30:00,124.2,15.69,82.7
2019-02-11 14:30:00,123.61,16.23,83.09
2019-02-11 15:30:00,123.7,16.42,83.28
2019-02-11 16:30:00,123.72,16.2,83.1
2019-02-11 17:30:00,123.62,16.08,82.86
2019-02-11 18:30:00,123.63,16.23,82.99
2019-02-11 19:30:00,123.66,16.1,83.28
2019-02-11 20:30:00,123.62,16.0,82.77
2019-02-12 14:30:00,123.7,15.36,81.32
2019-02-12 15:30:00,123.78,15.37,80.83
2019-02-12 16:30:00,123.76,15.63,81.8
2019-02-12 17:30:00,123.84,15.32,80.95
2019-02-12 18:30:00,123.87,15.32,81.71
2019-02-12 19:30:00,123.85,15.36,81.89
2019-02-12 20:30:00,123.87,15.46,81.63
2019-02-13 14:30:00,124.39,15.85,83.01
2019-02-13 15:30:00,124.15,15.51,81.58
2019-02-13 16:30:00,123.88,15.7,82.8
2019-02-13 17:30:00,123.95,15.61,81.91
2019-02-13 18:30:00,123.62,15.42,81.04
2019-02-13 19:30:00,123.39,15.38,80.08
2019-02-13 20:30:00,123.37,15.67,80.27
2019-02-14 14:30:00,123.65,16.49,83.18
2019-02-14 15:30:00,123.88,16.41,83.97
2019-02-14 16:30:00,123.91,16.03,81.71
2019-02-14 17:30:00,123.85,15.92,81.43
2019-02-14 18:30:00,124.03,15.75,81.39
2019-02-14 19:30:00,124.005,15.81,81.43
2019-02-14 20:30:00,124.05,16.26,81.64
2019-02-15 14:30:00,124.32,15.56,80.09
2019-02-15 15:30:00,124.35,15.1,79.24
2019-02-15 16:30:00,124.46,14.81,80.08
2019-02-15 17:30:00,124.61,14.98,81.38
2019-02-15 18:30:00,124.87,15.02,82.12
2019-02-15 19:30:00,124.91,14.92,82.3
2019-02-15 20:30:00,124.81,14.99,80.45
2019-02-19 14:30:00,126.27,15.42,82.11
2019-02-19 15:30:00,126.39,15.22,81.89
2019-02-19 16:30:00,126.56,15.02,79.19
2019-02-19 17:30:00,126.77,15.02,79.05
2019-02-19 18:30:00,126.59,14.85,79.19
2019-02-19 19:30:00,126.6,14.67,78.15
2019-02-19 20:30:00,126.7,14.96,78.64
2019-02-20 14:30:00,126.95,14.72,78.23
2019-02-20 15:30:00,127.09,14.55,76.63
2019-02-20 16:30:00,127.1,14.37,76.1
2019-02-20 17:30:00,127.08,14.6,75.47
2019-02-20 18:30:00,126.48,14.4,76.02
2019-02-20 19:30:00,126.68,14.26,75.35
2019-02-20 20:30:00,126.47,14.01,75.59
2019-02-21 14:30:00,125.93,14.91,78.72
2019-02-21 15:30:00,125.81,14.74,76.6
2019-02-21 16:30:00,125.54,14.39,75.33
2019-02-21 17:30:00,125.24,14.11,75.77
2019-02-21 18:30:00,125.34,14.27,76.39
2019-02-21 19:30:00,125.25,14.77,77.76
2019-02-21 20:30:00,125.06,14.39,76.64
2019-02-22 14:30:00,125.67,13.97,75.6
2019-02-22 15:30:00,125.66,13.93,74.75
2019-02-22 16:30:00,125.74,13.93,75.17
2019-02-22 17:30:00,125.69,13.99,75.11
2019-02-22 18:30:00,125.7,13.86,75.15
2019-02-22 19:30:00,125.43,13.99,74.93
2019-02-22 20:30:00,125.51,13.57,74.98
2019-02-25 14:30:00,125.76,13.82,76.07
2019-02-25 15:30:00,125.41,13.69,75.63
2019-02-25 16:30:00,125.29,13.82,76.8
2019-02-25 17:30:00,125.4,14.19,77.84
2019-02-25 18:30:00,125.43,14.15,77.82
2019-02-25 19:30:00,125.485,14.3,78.16
2019-02-25 20:30:00,125.37,14.89,79.35
2019-02-26 14:30:00,125.18,14.8,79.62
2019-02-26 15:30:00,125.355,14.86,78.97
2019-02-26 16:30:00,125.22,14.73,79.15
2019-02-26 17:30:00,125.31,14.89,79.22
2019-02-26 18:30:00,125.48,14.81,79.3
2019-02-26 19:30:00,125.51,14.59,79.12
2019-02-26 20:30:00,125.57,15.1,80.53
2019-02-27 14:30:00,125.05,15.39,85.16
2019-02-27 15:30:00,124.84,15.74,82.8
2019-02-27 16:30:00,124.65,15.21,82.0
2019-02-27 17:30:00,124.66,14.96,81.41
2019-02-27 18:30:00,124.57,15.16,80.79
2019-02-27 19:30:00,124.75,14.93,81.11
2019-02-27 20:30:00,124.71,14.76,80.37
2019-02-28 14:30:00,124.14,14.94,80.36
2019-02-28 15:30:00,124.22,15.06,79.92
2019-02-28 16:30:00,124.2,14.65,78.77
2019-02-28 17:30:00,124.19,14.53,78.76
2019-02-28 18:30:00,124.24,14.76,78.82
2019-02-28 19:30:00,124.025,14.79,79.2
2019-02-28 20:30:00,123.995,14.95,80.0
2019-03-01 14:30:00,123.57,14.11,78.7
2019-03-01 15:30:00,123.16,14.4,79.83
2019-03-01 16:30:00,122.85,14.52,78.66
2019-03-01 17:30:00,122.62,14.09,78.82
2019-03-01 18:30:00,122.13,13.86,78.03
2019-03-01 19:30:00,122.14,13.63,78.66
2019-03-01 20:30:00,121.89,13.57,79.27
2019-03-04 14:30:00,121.315,13.59,78.49
2019-03-04 15:30:00,121.57,14.29,82.21
2019-03-04 16:30:00,121.71,15.75,89.38
2019-03-04 17:30:00,121.53,16.97,86.34
2019-03-04 18:30:00,121.61,15.47,84.14
2019-03-04 19:30:00,121.52,15.19,83.88
2019-03-04 20:30:00,121.56,14.61,82.34
2019-03-05 14:30:00,121.195,14.98,84.35
2019-03-05 15:30:00,121.32,14.95,82.73
2019-03-05 16:30:00,121.21,14.82,82.47
2019-03-05 17:30:00,121.29,14.42,82.42
2019-03-05 18:30:00,121.49,14.64,81.53
2019-03-05 19:30:00,121.69,14.46,82.2
2019-03-05 20:30:00,121.71,14.75,82.46
2019-03-06 14:30:00,121.36,14.97,84.15
2019-03-06 15:30:00,121.5,15.03,84.7
2019-03-06 16:30:00,121.6,15.26,86.32
2019-03-06 17:30:00,121.57,16.09,87.26
2019-03-06 18:30:00,121.45,15.28,85.13
2019-03-06 19:30:00,121.54,15.47,86.24
2019-03-06 20:30:00,121.62,15.69,86.1
2019-03-07 14:30:00,121.41,17.01,90.81
2019-03-07 15:30:00,121.44,16.91,89.4
2019-03-07 16:30:00,121.45,16.49,88.38
2019-03-07 17:30:00,121.44,16.03,87.78
2019-03-07 18:30:00,121.485,16.76,89.42
2019-03-07 19:30:00,121.43,17.36,90.37
2019-03-07 20:30:00,121.5,16.63,88.7
2019-03-08 14:30:00,122.58,17.99,92.8
2019-03-08 15:30:00,122.73,17.7,91.07
2019-03-08 16:30:00,122.68,17.56,91.49
2019-03-08 17:30:00,122.73,17.74,91.87
2019-03-08 18:30:00,122.75,17.14,90.33
2019-03-08 19:30:00,122.83,16.6,89.52
2019-03-08 20:30:00,122.83,16.09,87.24
2019-03-11 13:30:00,122.17,15.35,83.62
2019-03-11 14:30:00,122.16,14.77,83.22
2019-03-11 15:30:00,122.08,14.54,82.34
2019-03-11 16:30:00,121.96,14.52,82.61
2019-03-11 17:30:00,122.11,14.5,82.25
2019-03-11 18:30:00,122.15,14.53,81.93
2019-03-11 19:30:00,122.235,14.37,81.23
2019-03-12 13:30:00,122.6,14.06,82.38
2019-03-12 14:30:00,122.59,13.7,82.52
2019-03-12 15:30:00,122.59,13.83,81.9
2019-03-12 16:30:00,122.62,13.78,82.01
2019-03-12 17:30:00,122.82,13.69,82.93
2019-03-12 18:30:00,122.9,13.82,83.06
2019-03-12 19:30:00,122.97,13.77,83.06
2019-03-13 13:30:00,123.57,13.42,81.58
2019-03-13 14:30:00,123.52,13.36,81.27
2019-03-13 15:30:00,123.52,13.53,82.19
2019-03-13 16:30:00,123.66,13.52,82.95
2019-03-13 17:30:00,123.71,13.54,83.16
2019-03-13 18:30:00,123.85,13.75,83.72
2019-03-13 19:30:00,123.83,13.46,82.76
2019-03-14 13:30:00,122.33,13.82,83.29
2019-03-14 14:30:00,122.37,13.4,82.48
2019-03-14 15:30:00,122.39,13.28,82.43
2019-03-14 16:30:00,122.38,13.38,82.59
2019-03-14 17:30:00,122.49,13.6,82.88
2019-03-14 18:30:00,122.46,13.28,82.68
2019-03-14 19:30:00,122.42,13.47,82.56
2019-03-15 13:30:00,123.24,12.99,81.93
2019-03-15 14:30:00,123.05,12.82,80.57
2019-03-15 15:30:00,122.99,12.51,81.25
2019-03-15 16:30:00,123.08,12.71,82.57
2019-03-15 17:30:00,122.995,12.83,82.32
2019-03-15 18:30:00,122.975,12.87,83.12
2019-03-15 19:30:00,122.97,12.94,82.94
2019-03-18 13:30:00,123.23,13.23,84.08
2019-03-18 14:30:00,123.25,13.27,85.64
2019-03-18 15:30:00,123.19,13.79,85.32
2019-03-18 16:30:00,122.96,13.16,85.1
2019-03-18 17:30:00,123.05,13.18,85.4
2019-03-18 18:30:00,123.08,13.13,84.83
2019-03-18 19:30:00,123.05,13.11,85.52
2019-03-19 13:30:00,123.58,12.85,85.82
2019-03-19 14:30:00,123.53,12.91,85.0
2019-03-19 15:30:00,123.51,12.97,85.6
2019-03-19 16:30:00,123.43,13.45,86.0
2019-03-19 17:30:00,123.42,13.22,86.74
2019-03-19 18:30:00,123.49,13.22,86.8
2019-03-19 19:30:00,123.39,13.64,87.36
2019-03-20 13:30:00,123.32,14.07,88.73
2019-03-20 14:30:00,123.09,13.82,86.94
2019-03-20 15:30:00,122.9,13.97,87.73
2019-03-20 16:30:00,122.96,13.95,88.24
2019-03-20 17:30:00,124.27,13.49,86.06
2019-03-20 18:30:00,124.12,13.33,85.43
2019-03-20 19:30:00,124.16,13.86,86.63
2019-03-21 13:30:00,123.95,13.74,84.67
2019-03-21 14:30:00,123.85,13.88,84.68
2019-03-21 15:30:00,123.18,13.45,83.86
2019-03-21 16:30:00,123.52,13.35,82.94
2019-03-21 17:30:00,123.64,13.44,82.77
2019-03-21 18:30:00,123.64,13.43,83.09
2019-03-21 19:30:00,123.68,13.65,83.89
2019-03-22 13:30:00,124.04,15.04,89.43
2019-03-22 14:30:00,123.92,15.8,94.48
2019-03-22 15:30:00,124.04,16.86,101.9
2019-03-22 16:30:00,124.0,16.27,98.86
2019-03-22 17:30:00,123.91,16.12,94.77
2019-03-22 18:30:00,123.99,15.75,96.22
2019-03-22 19:30:00,123.97,16.37,98.5
2019-03-25 13:30:00,124.86,17.54,100.98
2019-03-25 14:30:00,124.85,16.75,96.77
2019-03-25 15:30:00,124.78,16.72,97.51
2019-03-25 16:30:00,124.95,16.89,97.97
2019-03-25 17:30:00,125.02,17.4,100.77
2019-03-25 18:30:00,124.82,16.83,98.11
2019-03-25 19:30:00,124.92,16.43,97.2
2019-03-26 13:30:00,124.2,15.19,90.87
2019-03-26 14:30:00,124.27,14.79,89.83
2019-03-26 15:30:00,124.16,15.05,91.33
2019-03-26 16:30:00,124.26,15.38,91.15
2019-03-26 17:30:00,124.4,15.56,92.13
2019-03-26 18:30:00,124.38,15.06,91.67
2019-03-26 19:30:00,124.29,14.75,89.85
2019-03-27 13:30:00,123.84,15.15,89.68
2019-03-27 14:30:00,123.99,15.6,94.92
2019-03-27 15:30:00,123.72,16.08,94.52
2019-03-27 16:30:00,123.84,15.94,93.05
2019-03-27 17:30:00,123.795,15.49,92.57
2019-03-27 18:30:00,123.605,15.6,91.96
2019-03-27 19:30:00,123.64,15.19,91.34
2019-03-28 13:30:00,122.27,14.57,87.24
2019-03-28 14:30:00,122.12,15.18,89.57
2019-03-28 15:30:00,121.83,15.35,89.52
2019-03-28 16:30:00,121.9,14.86,88.47
2019-03-28 17:30:00,121.97,14.85,88.78
2019-03-28 18:30:00,121.97,14.76,88.48
2019-03-28 19:30:00,121.91,14.43,87.95
2019-03-29 13:30:00,122.38,13.73,85.9
2019-03-29 14:30:00,122.22,13.96,86.66
2019-03-29 15:30:00,122.33,14.04,86.53
2019-03-29 16:30:00,122.14,14.15,87.21
2019-03-29 17:30:00,122.12,14.02,86.09
2019-03-29 18:30:00,122.04,13.86,86.04
2019-03-29 19:30:00,122.02,13.72,85.82
2019-04-01 13:30:00,121.97,13.92,86.63
2019-04-01 14:30:00,121.99,13.59,85.92
2019-04-01 15:30:00,121.855,13.8,85.19
2019-04-01 16:30:00,121.76,13.67,84.63
2019-04-01 17:30:00,121.655,13.62,85.47
2019-04-01 18:30:00,121.64,13.77,85.46
2019-04-01 19:30:00,121.53,13.44,84.93
2019-04-02 13:30:00,121.86,13.46,83.35
2019-04-02 14:30:00,121.935,13.64,84.07
2019-04-02 15:30:00,121.89,13.33,83.88
2019-04-02 16:30:00,121.915,13.36,83.27
2019-04-02 17:30:00,121.93,13.27,82.39
2019-04-02 18:30:00,121.92,13.22,82.22
2019-04-02 19:30:00,121.97,13.34,83.28
2019-04-03 13:30:00,121.74,13.39,82.69
2019-04-03 14:30:00,121.87,13.37,82.72
2019-04-03 15:30:00,121.94,13.31,82.84
2019-04-03 16:30:00,121.91,13.56,83.12
2019-04-03 17:30:00,121.85,13.98,84.14
2019-04-03 18:30:00,121.84,13.93,84.89
2019-04-03 19:30:00,121.81,13.77,84.23
2019-04-04 13:30:00,121.26,13.58,82.31
2019-04-04 14:30:00,121.66,13.49,81.67
2019-04-04 15:30:00,121.65,13.74,83.57
2019-04-04 16:30:00,121.83,13.77,83.7
2019-04-04 17:30:00,122.09,13.63,82.31
2019-04-04 18:30:00,122.23,13.57,82.4
2019-04-04 19:30:00,122.12,13.55,82.15
2019-04-05 13:30:00,121.915,13.01,79.72
2019-04-05 14:30:00,121.995,13.06,79.55
2019-04-05 15:30:00,122.0,12.95,78.79
2019-04-05 16:30:00,121.96,12.89,78.65
2019-04-05 17:30:00,122.01,12.91,78.76
2019-04-05 18:30:00,121.97,12.96,78.52
2019-04-05 19:30:00,121.99,12.78,79.1
2019-04-08 13:30:00,122.85,13.66,81.42
2019-04-08 14:30:00,122.57,13.35,80.48
2019-04-08 15:30:00,122.52,13.53,81.22
2019-04-08 16:30:00,122.55,13.39,80.77
2019-04-08 17:30:00,122.555,13.19,80.31
2019-04-08 18:30:00,122.53,13.12,80.9
2019-04-08 19:30:00,122.56,13.16,81.86
2019-04-09 13:30:00,123.21,13.81,85.25
2019-04-09 14:30:00,123.21,13.86,85.47
2019-04-09 15:30:00,123.24,13.62,84.4
2019-04-09 16:30:00,123.16,13.8,84.92
2019-04-09 17:30:00,123.18,14.04,85.36
2019-04-09 18:30:00,123.12,14.28,87.8
2019-04-09 19:30:00,123.15,14.25,88.14
2019-04-10 13:30:00,123.42,14.17,92.17
2019-04-10 14:30:00,123.58,14.02,90.71
2019-04-10 15:30:00,123.625,13.83,90.65
2019-04-10 16:30:00,123.69,13.89,90.48
2019-04-10 17:30:00,123.46,13.82,90.56
2019-04-10 18:30:00,123.585,13.42,89.64
2019-04-10 19:30:00,123.53,13.3,89.49
2019-04-11 13:30:00,122.595,13.14,87.8
2019-04-11 14:30:00,122.28,12.95,88.19
2019-04-11 15:30:00,122.13,13.27,89.47
2019-04-11 16:30:00,121.84,13.12,89.12
2019-04-11 17:30:00,121.945,13.27,88.94
2019-04-11 18:30:00,121.98,13.23,87.52
2019-04-11 19:30:00,121.96,13.09,88.06
2019-04-12 13:30:00,122.21,12.19,84.69
2019-04-12 14:30:00,122.05,12.56,85.38
2019-04-12 15:30:00,121.92,12.35,85.23
2019-04-12 16:30:00,122.0,12.28,84.94
2019-04-12 17:30:00,121.96,12.23,85.33
2019-04-12 18:30:00,121.91,12.22,85.15
2019-04-12 19:30:00,121.83,11.97,84.98
2019-04-15 13:30:00,121.315,12.64,85.82
2019-04-15 14:30:00,121.61,12.93,86.49
2019-04-15 15:30:00,121.72,12.96,86.62
2019-04-15 16:30:00,121.65,12.61,85.07
2019-04-15 17:30:00,121.67,12.46,84.02
2019-04-15 18:30:00,121.625,12.27,83.76
2019-04-15 19:30:00,121.6,12.29,84.17
2019-04-16 13:30:00,120.34,12.04,81.63
2019-04-16 14:30:00,120.365,12.14,81.98
2019-04-16 15:30:00,120.31,12.2,82.79
2019-04-16 16:30:00,120.35,12.15,82.3
2019-04-16 17:30:00,120.44,12.32,82.71
2019-04-16 18:30:00,120.51,12.09,82.65
2019-04-16 19:30:00,120.51,12.21,83.58
2019-04-17 13:30:00,120.35,12.7,83.78
2019-04-17 14:30:00,120.33,12.41,85.14
2019-04-17 15:30:00,120.28,12.98,85.39
2019-04-17 16:30:00,120.33,12.6,84.32
2019-04-17 17:30:00,120.315,12.67,85.78
2019-04-17 18:30:00,120.26,12.5,83.91
2019-04-17 19:30:00,120.31,12.54,85.55
2019-04-18 13:30:00,120.43,12.47,85.86
2019-04-18 14:30:00,120.38,12.46,84.66
2019-04-18 15:30:00,120.17,12.19,84.16
2019-04-18 16:30:00,120.3,12.33,84.84
2019-04-18 17:30:00,120.305,12.3,84.22
2019-04-18 18:30:00,120.37,12.2,84.17
2019-04-18 19:30:00,120.4,12.12,84.41
2019-04-22 13:30:00,120.42,13.08,86.85
2019-04-22 14:30:00,120.43,12.83,86.64
2019-04-22 15:30:00,120.33,12.83,85.49
2019-04-22 16:30:00,120.44,12.81,85.14
2019-04-22 17:30:00,120.36,12.62,84.64
2019-04-22 18:30:00,120.37,12.63,84.31
2019-04-22 19:30:00,120.37,12.41,83.27
2019-04-23 13:30:00,119.77,12.35,82.04
2019-04-23 14:30:00,119.78,12.39,81.76
2019-04-23 15:30:00,120.13,12.26,81.74
2019-04-23 16:30:00,120.05,12.27,80.85
2019-04-23 17:30:00,120.02,12.23,81.71
2019-04-23 18:30:00,120.01,12.14,81.38
2019-04-23 19:30:00,120.11,12.33,81.43
2019-04-24 13:30:00,120.3,12.56,81.89
2019-04-24 14:30:00,120.45,12.51,81.24
2019-04-24 15:30:00,120.54,12.81,82.42
2019-04-24 16:30:00,120.61,13.17,84.29
2019-04-24 17:30:00,120.465,12.84,83.73
2019-04-24 18:30:00,120.41,12.57,83.51
2019-04-24 19:30:00,120.46,13.05,85.17
2019-04-25 13:30:00,121.02,13.77,88.39
2019-04-25 14:30:00,120.78,13.52,86.62
2019-04-25 15:30:00,120.6,13.07,86.99
2019-04-25 16:30:00,120.63,13.03,86.11
2019-04-25 17:30:00,120.6,12.84,85.68
2019-04-25 18:30:00,120.565,13.01,85.7
2019-04-25 19:30:00,120.59,13.23,86.94
2019-04-26 13:30:00,121.44,13.33,84.35
2019-04-26 14:30:00,121.535,12.8,83.83
2019-04-26 15:30:00,121.625,12.66,83.87
2019-04-26 16:30:00,121.48,12.86,84.11
2019-04-26 17:30:00,121.465,12.76,83.86
