Dates,QYLD,VIX,VVIX
2022-02-02 17:00:00,14.32969531,21.71,117.73
2022-02-02 17:30:00,14.3640015,21.48,116.06
2022-02-02 18:00:00,14.33312593,21.44,117.25
2022-02-02 18:30:00,14.34341778,21.32,116.97
2022-02-02 19:00:00,14.33312593,21.04,116.48
2022-02-02 19:30:00,14.35370964,20.8,114.87
2022-02-02 20:00:00,14.3468484,20.71,115.31
2022-02-02 20:30:00,14.36743212,21.54,114.4
2022-02-03 14:30:00,14.18903993,23.69,125.18
2022-02-03 15:00:00,14.25079107,22.72,121.53
2022-02-03 15:30:00,14.23020736,22.55,120.39
2022-02-03 16:00:00,14.20619303,22.93,120.74
2022-02-03 16:30:00,14.17531746,23.63,122.17
2022-02-03 17:00:00,14.17188684,23.59,122.78
2022-02-03 17:30:00,14.1650256,24.16,123.32
2022-02-03 18:00:00,14.17531746,24.05,123.33
2022-02-03 18:30:00,14.15130312,23.77,123.22
2022-02-03 19:00:00,14.14787251,24.55,123.95
2022-02-03 19:30:00,14.12042755,24.97,125.22
2022-02-03 20:00:00,14.11356632,25.06,121.94
2022-02-03 20:30:00,14.04495394,24.61,127.67
2022-02-04 14:30:00,14.12042755,24.54,125.73
2022-02-04 15:00:00,14.13415003,25.53,126.84
2022-02-04 15:30:00,14.07926013,25.66,129.41
2022-02-04 16:00:00,14.09984384,24.62,127.54
2022-02-04 16:30:00,14.14101127,24.41,125.07
2022-02-04 17:00:00,14.14101127,23.89,124.3
2022-02-04 17:30:00,14.17531746,23.06,122.89
2022-02-04 18:00:00,14.20276241,23.29,123.41
2022-02-04 18:30:00,14.22334612,23.11,123.82
2022-02-04 19:00:00,14.2199155,22.98,123.88
2022-02-04 19:30:00,14.2370686,22.3,123.13
2022-02-04 20:00:00,14.25079107,22.34,122.29
2022-02-04 20:30:00,14.18903993,23.45,124.63
2022-02-07 14:30:00,14.26451355,23.13,124.96
2022-02-07 15:00:00,14.25079107,22.89,124.41
2022-02-07 15:30:00,14.24392984,23.17,123.18
2022-02-07 16:00:00,14.22334612,23.64,123.5
2022-02-07 16:30:00,14.18560931,23.52,124.84
2022-02-07 17:00:00,14.1650256,23.73,125.57
2022-02-07 17:30:00,14.1650256,23.06,124.98
2022-02-07 18:00:00,14.21648488,22.74,124.3
2022-02-07 18:30:00,14.22677674,22.85,123.92
2022-02-07 19:00:00,14.23020736,22.55,123.66
2022-02-07 19:30:00,14.24049922,22.29,123.17
2022-02-07 20:00:00,14.21648488,22.95,123.2
2022-02-07 20:30:00,14.16845622,22.94,125.2
2022-02-08 14:30:00,14.16159498,23.1,123.64
2022-02-08 15:00:00,14.13758065,22.64,123.35
2022-02-08 15:30:00,14.20962365,22.08,121.06
2022-02-08 16:00:00,14.24392984,21.85,120.52
2022-02-08 16:30:00,14.25422169,22.05,119.36
2022-02-08 17:00:00,14.26794417,21.5,119.02
2022-02-08 17:30:00,14.28166664,21.73,117.86
2022-02-08 18:00:00,14.26108293,21.86,119.22
2022-02-08 18:30:00,14.26108293,21.73,119.48
2022-02-08 19:00:00,14.2370686,22.42,121.43
2022-02-08 19:30:00,14.24392984,22.18,121.11
2022-02-08 20:00:00,14.26108293,21.73,119.82
2022-02-08 20:30:00,14.28852788,21.38,119.0
2022-02-09 14:30:00,14.36057088,20.56,119.71
2022-02-09 15:00:00,14.37086274,20.43,119.33
2022-02-09 15:30:00,14.39487707,20.31,119.01
2022-02-09 16:00:00,14.39144645,20.4,118.98
2022-02-09 16:30:00,14.38458521,20.54,120.48
2022-02-09 17:00:00,14.39830769,20.21,119.25
2022-02-09 17:30:00,14.40516893,20.13,118.67
2022-02-09 18:00:00,14.40859954,20.19,119.65
2022-02-09 18:30:00,14.40516893,20.1,119.65
2022-02-09 19:00:00,14.41203016,20.06,119.56
2022-02-09 19:30:00,14.41203016,20.25,119.35
2022-02-09 20:00:00,14.40859954,20.08,119.61
2022-02-09 20:30:00,14.42232202,20.0,119.48
2022-02-10 14:30:00,14.39830769,20.48,119.88
2022-02-10 15:00:00,14.40173831,20.34,119.69
2022-02-10 15:30:00,14.39144645,21.13,122.15
2022-02-10 16:00:00,14.38115459,21.8,124.12
2022-02-10 16:30:00,14.40173831,21.18,122.16
2022-02-10 17:00:00,14.40859954,21.07,121.4
2022-02-10 17:30:00,14.36743212,22.14,124.89
2022-02-10 18:00:00,14.31597283,23.81,128.7
2022-02-10 18:30:00,14.31940345,23.49,128.34
2022-02-10 19:00:00,14.31597283,23.3,128.82
2022-02-10 19:30:00,14.2919585,23.65,130.27
2022-02-10 20:00:00,14.28852788,24.24,129.2
2022-02-10 20:30:00,14.27480541,23.91,128.1
2022-02-11 14:30:00,14.25765231,23.85,129.59
2022-02-11 15:00:00,14.24736045,23.87,128.65
2022-02-11 15:30:00,14.24392984,23.97,129.63
2022-02-11 16:00:00,14.2199155,24.75,130.29
2022-02-11 16:30:00,14.20276241,24.23,130.98
2022-02-11 17:00:00,14.20276241,24.16,129.39
2022-02-11 17:30:00,14.17188684,24.21,131.29
2022-02-11 18:00:00,14.16159498,26.79,131.97
2022-02-11 18:30:00,14.0209396,28.76,141.32
2022-02-11 19:00:00,13.9832028,29.44,143.16
2022-02-11 19:30:00,13.96261908,29.56,145.57
2022-02-11 20:00:00,13.97634156,29.06,143.59
2022-02-11 20:30:00,13.97291094,27.77,143.03
2022-02-14 14:30:00,14.01064775,29.83,142.57
2022-02-14 15:00:00,14.00378651,29.99,142.75
2022-02-14 15:30:00,14.00378651,29.9,143.89
2022-02-14 16:00:00,14.08955198,29.38,141.66
2022-02-14 16:30:00,14.05867641,29.21,141.05
2022-02-14 17:00:00,14.08269075,28.77,140.62
2022-02-14 17:30:00,14.07239889,28.69,140.45
2022-02-14 18:00:00,14.03123146,29.5,141.62
2022-02-14 18:30:00,13.90086794,31.34,145.82
2022-02-14 19:00:00,13.94203537,30.4,144.11
2022-02-14 19:30:00,13.97634156,29.61,143.51
2022-02-14 20:00:00,13.99692527,28.98,141.89
2022-02-14 20:30:00,13.99006403,28.45,140.7
2022-02-15 14:30:00,14.21305426,26.48,134.62
2022-02-15 15:00:00,14.19247055,26.09,132.8
2022-02-15 15:30:00,14.23020736,25.73,131.23
2022-02-15 16:00:00,14.24392984,25.81,131.38
2022-02-15 16:30:00,14.25765231,26.02,129.54
2022-02-15 17:00:00,14.20276241,26.4,131.14
2022-02-15 17:30:00,14.19247055,26.22,131.99
2022-02-15 18:00:00,14.22334612,25.79,129.28
2022-02-15 18:30:00,14.25422169,26.0,129.05
2022-02-15 19:00:00,14.26108293,25.8,129.48
2022-02-15 19:30:00,14.26794417,25.61,129.61
2022-02-15 20:00:00,14.28509726,25.99,129.35
2022-02-15 20:30:00,14.31597283,25.78,128.94
2022-02-16 14:30:00,14.16845622,26.69,128.45
2022-02-16 15:00:00,14.16845622,26.37,126.77
2022-02-16 15:30:00,14.18217869,26.06,125.83
2022-02-16 16:00:00,14.18903993,26.05,124.38
2022-02-16 16:30:00,14.20276241,25.78,124.36
2022-02-16 17:00:00,14.19590117,26.09,124.47
2022-02-16 17:30:00,14.16845622,26.05,125.27
2022-02-16 18:00:00,14.17874808,26.06,124.78
2022-02-16 18:30:00,14.17188684,25.29,125.36
2022-02-16 19:00:00,14.27823602,24.56,121.02
2022-02-16 19:30:00,14.31254221,24.06,121.21
2022-02-16 20:00:00,14.36057088,24.17,121.04
2022-02-16 20:30:00,14.33312593,24.3,121.97
2022-02-17 14:30:00,14.15473374,26.87,131.48
2022-02-17 15:00:00,14.10670508,26.9,130.96
2022-02-17 15:30:00,14.12042755,26.56,129.57
2022-02-17 16:00:00,14.16159498,26.35,128.0
2022-02-17 16:30:00,14.12385817,26.4,127.8
2022-02-17 17:00:00,14.11356632,26.08,127.87
2022-02-17 17:30:00,14.1101357,26.35,127.92
2022-02-17 18:00:00,14.05524579,26.55,128.37
2022-02-17 18:30:00,14.06553765,27.05,128.4
2022-02-17 19:00:00,14.03466208,27.28,130.29
2022-02-17 19:30:00,14.00721713,27.76,131.31
2022-02-17 20:00:00,13.95918846,27.62,132.63
2022-02-17 20:30:00,13.92831289,28.26,133.99
2022-02-18 14:30:00,13.95575784,27.94,133.17
2022-02-18 15:00:00,13.86656175,28.51,134.27
2022-02-18 15:30:00,13.82539432,29.21,135.11
2022-02-18 16:00:00,13.80481061,28.38,136.36
2022-02-18 16:30:00,13.74992071,28.58,137.7
2022-02-18 17:00:00,13.78765752,29.21,136.38
2022-02-18 17:30:00,13.73619823,29.26,137.71
2022-02-18 18:00:00,13.73619823,28.88,137.8
2022-02-18 18:30:00,13.77050442,28.71,136.09
2022-02-18 19:00:00,13.82196371,27.88,133.59
2022-02-18 19:30:00,13.82882494,27.81,132.87
2022-02-18 20:00:00,13.78079628,28.62,135.35
2022-02-18 20:30:00,13.7842269,27.91,134.76
2022-02-22 14:30:00,13.79949022,29.06,132.94
2022-02-22 15:00:00,13.84107583,28.92,130.39
2022-02-22 15:30:00,13.76137008,29.41,132.2
2022-02-22 16:00:00,13.73018088,29.73,133.09
2022-02-22 16:30:00,13.71978447,29.52,133.19
2022-02-22 17:00:00,13.70938807,29.85,132.77
2022-02-22 17:30:00,13.6955262,30.06,133.34
2022-02-22 18:00:00,13.68166434,30.57,133.61
2022-02-22 18:30:00,13.6539406,31.42,135.57
2022-02-22 19:00:00,13.68166434,30.38,135.34
2022-02-22 19:30:00,13.75790461,29.21,132.49
2022-02-22 20:00:00,13.77869742,29.14,131.33
2022-02-22 20:30:00,13.72324994,28.81,132.43
2022-02-23 14:30:00,13.76483555,29.14,129.32
2022-02-23 15:00:00,13.69899167,29.31,131.0
2022-02-23 15:30:00,13.6851298,30.7,130.11
2022-02-23 16:00:00,13.65740607,29.27,129.93
2022-02-23 16:30:00,13.70938807,28.97,126.96
2022-02-23 17:00:00,13.74404274,28.94,125.41
2022-02-23 17:30:00,13.6851298,29.29,127.33
2022-02-23 18:00:00,13.61928593,29.43,129.07
2022-02-23 18:30:00,13.6331478,29.48,128.04
2022-02-23 19:00:00,13.58463126,30.06,128.99
2022-02-23 19:30:00,13.57423485,30.68,129.03
2022-02-23 20:00:00,13.56730392,30.73,129.12
2022-02-23 20:30:00,13.50146004,30.92,131.27
2022-02-24 14:30:00,13.39056509,35.03,137.72
2022-02-24 15:00:00,13.39749603,34.95,138.73
2022-02-24 15:30:00,13.46680537,34.13,136.07
2022-02-24 16:00:00,13.48413271,33.76,134.22
2022-02-24 16:30:00,13.52225285,33.89,134.63
2022-02-24 17:00:00,13.4425471,33.72,135.59
2022-02-24 17:30:00,13.45640897,33.92,135.54
2022-02-24 18:00:00,13.49106364,33.03,134.1
2022-02-24 18:30:00,13.56383845,33.12,131.52
2022-02-24 19:00:00,13.58809672,30.94,129.58
2022-02-24 19:30:00,13.664337,30.65,126.66
2022-02-24 20:00:00,13.70245714,30.04,127.15
2022-02-24 20:30:00,13.79255929,30.08,126.27
2022-02-25 14:30:00,13.75443915,29.32,123.51
2022-02-25 15:00:00,13.83414489,28.75,121.23
2022-02-25 15:30:00,13.85493769,27.8,120.04
2022-02-25 16:00:00,13.89305783,27.83,119.4
2022-02-25 16:30:00,13.9173161,27.48,119.4
2022-02-25 17:00:00,13.91385064,27.05,118.09
2022-02-25 17:30:00,13.88266143,27.89,119.19
2022-02-25 18:00:00,13.8965233,27.79,118.21
2022-02-25 18:30:00,13.89305783,27.9,118.83
2022-02-25 19:00:00,13.9173161,28.19,118.5
2022-02-25 19:30:00,13.88959237,28.33,119.38
2022-02-25 20:00:00,13.9069197,27.8,118.89
2022-02-25 20:30:00,13.92424704,27.57,118.1
2022-02-28 14:30:00,13.8965233,30.83,123.88
2022-02-28 15:00:00,13.8757305,30.15,123.76
2022-02-28 15:30:00,13.93464344,29.49,122.37
2022-02-28 16:00:00,13.95543624,29.21,121.1
2022-02-28 16:30:00,13.95197077,30.18,122.54
2022-02-28 17:00:00,13.8861269,30.96,124.69
2022-02-28 17:30:00,13.8653341,30.2,125.53
2022-02-28 18:00:00,13.86186863,30.86,126.08
2022-02-28 18:30:00,13.8757305,32.07,125.12
2022-02-28 19:00:00,13.82028302,31.92,127.87
2022-02-28 19:30:00,13.85493769,31.12,125.79
2022-02-28 20:00:00,13.8757305,31.42,124.85
2022-02-28 20:30:00,13.93117797,30.19,123.49
2022-03-01 14:30:00,13.91038517,31.67,124.97
2022-03-01 15:00:00,13.93117797,31.3,126.25
2022-03-01 15:30:00,13.88959237,32.02,127.98
2022-03-01 16:00:00,13.88266143,32.96,129.09
2022-03-01 16:30:00,13.83067942,34.23,133.19
2022-03-01 17:00:00,13.84800676,33.61,134.44
2022-03-01 17:30:00,13.85493769,33.3,132.67
2022-03-01 18:00:00,13.80295569,34.19,135.3
2022-03-01 18:30:00,13.82028302,34.97,134.88
2022-03-01 19:00:00,13.83414489,33.8,134.14
