Dates,QQQ,VIX,VVIX
2007-04-17,45.16,12.14,83.68
2007-04-18,45.00999,12.42,80.59
2007-04-19,45.14999,12.54,77.91
2007-04-20,45.39999,12.07,79.18
2007-04-23,45.47,13.04,79.33
2007-04-24,45.7,13.12,77.83
2007-04-25,46.31,13.21,80.79
2007-04-26,46.55,12.79,81.67
2007-04-27,46.57001,12.45,80.66
2007-04-30,45.96001,14.22,85.33
2007-05-01,46.11,13.51,81.28
2007-05-02,46.42,13.08,82.59
2007-05-03,46.59,13.09,78.81
2007-05-04,46.63,12.91,77.1
2007-05-07,46.63,13.15,78.51
2007-05-08,46.73,13.21,79.9
2007-05-09,46.83,12.88,85.89
2007-05-10,46.19,13.6,83.58
2007-05-11,46.78,12.95,79.47
2007-05-14,46.46001,13.96,82.02
2007-05-15,46.10001,14.01,76.68
2007-05-16,46.55,13.5,70.26
2007-05-17,46.33,13.51,72.94
2007-05-18,46.71001,12.76,75.43
2007-05-21,47.00999,13.3,71.82
2007-05-22,47.05,13.06,72.36
2007-05-23,46.83,13.24,71.44
2007-05-24,46.16,14.08,74.36
2007-05-25,46.45,13.34,72.42
2007-05-29,46.81,13.53,72.48
2007-05-30,47.19,12.83,71.61
2007-05-31,47.41,13.05,72.2
2007-06-01,47.44,12.78,70.19
2007-06-04,47.58009,13.29,70.74
2007-06-05,47.58,13.63,69.24
2007-06-06,47.07001,14.87,72.06
2007-06-07,46.3399,17.06,75.83
2007-06-08,46.91,14.84,70.69
2007-06-11,46.82001,14.71,68.73
2007-06-12,46.53999,16.67,69.48
2007-06-13,47.05,14.73,68.81
2007-06-14,47.36,13.64,63.52
2007-06-15,47.73,13.94,64.03
2007-06-18,47.77,13.42,66.76
2007-06-19,47.75999,12.85,67.24
2007-06-20,47.31,14.67,76.8
2007-06-21,47.74001,14.21,74.76
2007-06-22,47.28999,15.75,78.35
2007-06-25,47.09,16.64999,78.07
2007-06-26,46.82001,18.89,82.01
2007-06-27,47.53999,15.53,78.48
2007-06-28,47.52,15.54,76.04
2007-06-29,47.60001,16.23,76.94
2007-07-02,48.00999,15.4,75.56
2007-07-03,48.31,14.92,74.63
2007-07-05,48.66,15.48,75.86
2007-07-06,48.86,14.72,74.85
2007-07-09,48.89,15.16,73.05
2007-07-10,48.48,17.56999,79.99
2007-07-11,48.81,16.64,81.55
2007-07-12,49.56,15.54,76.6
2007-07-13,49.89999,15.15,76.65
2007-07-16,49.85001,15.59,72.56
2007-07-17,50.23,15.63,72.41
2007-07-18,50.17,16.0,73.57
2007-07-19,50.32001,15.23,72.02
2007-07-20,50.05,16.95,73.76
2007-07-23,50.07001,16.81,74.56
2007-07-24,49.33,18.54999,79.32
2007-07-25,49.39999,18.09999,75.31
2007-07-26,48.98,20.73999,87.38
2007-07-27,47.99001,24.17,97.23
2007-07-30,48.55,20.87,97.45
2007-07-31,47.53,23.51999,104.08
2007-08-01,47.89999,23.67,108.86
2007-08-02,48.34,21.21999,100.8
2007-08-03,47.42,25.15999,104.05
2007-08-06,47.97,22.93999,95.22
2007-08-07,48.31,21.56,85.96
2007-08-08,48.84,21.45,82.52
2007-08-09,47.71001,26.48,99.87
2007-08-10,47.28,28.29999,108.91
2007-08-13,47.60001,26.56999,108.57
2007-08-14,46.78999,27.67999,114.96
2007-08-15,45.89999,30.67,121.67
2007-08-16,45.45,30.82999,142.99
2007-08-17,46.31,29.98999,133.87
2007-08-20,46.53,26.32999,125.04
2007-08-21,47.02,25.25,122.6
2007-08-22,47.66,22.89,117.47
2007-08-23,47.53,22.62,117.42
2007-08-24,48.2,20.71999,111.95
2007-08-27,47.88,22.71999,115.24
2007-08-28,46.74001,26.29999,119.79
2007-08-29,48.08,23.81,113.22
2007-08-30,48.33,25.06,112.66
2007-08-31,48.87,23.37999,109.27
2007-09-04,49.67999,22.78,104.87
2007-09-05,49.17999,24.57999,107.91
2007-09-06,49.14,23.98999,106.6
2007-09-07,48.23,26.23,108.22
2007-09-10,48.2,27.37999,107.07
2007-09-11,48.92999,25.26999,103.75
2007-09-12,48.94,24.95999,106.95
2007-09-13,49.17999,24.75999,104.63
2007-09-14,49.22,24.92,104.39
2007-09-17,48.81,26.48,102.22
2007-09-18,50.03999,20.34999,92.33
2007-09-19,50.17,20.03,97.7
2007-09-20,50.03,20.45,97.38
2007-09-21,50.36,19.0,98.14
2007-09-24,50.59,19.37,94.27
2007-09-25,51.07001,18.59999,94.33
2007-09-26,51.32001,17.62999,89.49
2007-09-27,51.58,17.0,87.57
2007-09-28,51.41,18.0,87.13
2007-10-01,52.0,17.84,84.48
2007-10-02,52.00999,18.48999,88.74
2007-10-03,51.64999,18.79999,87.65
2007-10-04,51.77,18.43999,89.38
2007-10-05,52.81799,16.90999,83.91
2007-10-08,53.14999,17.45999,84.96
2007-10-09,53.3801,16.12,79.93
2007-10-10,53.50999,16.67,87.46
2007-10-11,52.66,18.87999,95.78
2007-10-12,53.53,17.73,90.63
2007-10-15,53.12,19.25,86.18
2007-10-16,52.87,20.01999,91.47
2007-10-17,53.55,18.53999,89.48
2007-10-18,53.78,18.5,83.37
2007-10-19,52.44,22.95999,91.56
2007-10-22,53.07001,21.64,88.17
2007-10-23,54.17999,20.40999,86.42
2007-10-24,53.77,20.79999,89.14
2007-10-25,53.05,21.17,90.82
2007-10-26,53.92999,19.56,95.36
2007-10-29,54.16,19.87,95.01
2007-10-30,54.25999,21.06999,100.37
2007-10-31,55.03,18.53,93.62
2007-11-01,54.0,23.20999,97.53
2007-11-02,54.42,23.00999,97.46
2007-11-05,54.07001,24.31,97.29
2007-11-06,54.67999,21.39,92.7
2007-11-07,53.35001,26.48999,98.17
2007-11-08,51.73,26.15999,97.36
2007-11-09,50.0,28.5,97.86
2007-11-12,48.73,31.09,98.09
2007-11-13,50.74001,24.09999,92.58
2007-11-14,50.09,25.93999,94.39
2007-11-15,49.82001,28.06,92.96
2007-11-16,50.28,25.48999,92.8
2007-11-19,49.7,26.00999,91.13
2007-11-20,49.89999,24.87999,91.34
2007-11-21,49.31,26.84,94.49
2007-11-23,49.84,25.60999,89.62
2007-11-26,48.98,28.90999,91.55
2007-11-27,49.96001,26.28,90.7
2007-11-28,51.48,24.10999,91.62
2007-11-29,51.7,23.96999,91.08
2007-11-30,51.31,22.87,88.88
2007-12-03,50.88,23.60999,87.45
2007-12-04,50.67,23.78999,86.85
2007-12-05,51.57001,22.53,83.08
2007-12-06,52.32001,20.95999,81.51
2007-12-07,52.33,20.84999,82.47
2007-12-10,52.53999,20.73999,81.5
2007-12-11,51.32001,23.59,82.58
2007-12-12,51.78,22.46999,89.41
2007-12-13,51.5,22.56,88.19
2007-12-14,50.97,23.26999,85.82
2007-12-17,49.73,24.51999,85.38
2007-12-18,49.89,22.64,80.83
2007-12-19,49.88,21.67999,83.47
2007-12-20,50.89999,20.57999,79.44
2007-12-21,51.85001,18.46999,82.87
2007-12-24,52.24001,18.59999,79.85
2007-12-26,52.5,18.65999,80.79
2007-12-27,51.92999,20.25999,84.36
2007-12-28,51.86,20.73999,84.03
2007-12-31,51.22,22.5,82.19
2008-01-02,50.45,23.17,80.58
2008-01-03,50.62,22.48999,79.33
2008-01-04,48.39999,23.93999,81.46
2008-01-07,48.17,23.78999,79.51
2008-01-08,46.92,25.42999,79.59
2008-01-09,47.92,24.12,89.37
2008-01-10,47.99001,23.45,84.98
2008-01-11,47.05,23.67999,84.66
2008-01-14,47.87,22.89999,86.96
2008-01-15,46.55,23.34,81.13
2008-01-16,46.05,24.37999,80.51
2008-01-17,45.41,28.45999,84.99
2008-01-18,45.35001,27.17999,77.24
2008-01-22,44.17999,31.00999,86.58
2008-01-23,44.02,29.01999,82.68
2008-01-24,44.91,27.78,81.31
2008-01-25,43.99001,29.07999,79.0
2008-01-28,44.33,27.78,76.43
2008-01-29,44.41,27.31999,77.46
2008-01-30,44.37,27.62,76.41
2008-01-31,45.13,26.2,75.21
2008-02-01,45.5899,24.01999,73.94
2008-02-04,44.95,25.98999,73.9
2008-02-05,43.66991,28.23999,75.06
2008-02-06,42.81,28.96999,74.63
2008-02-07,43.11,27.65999,72.0
2008-02-08,43.60001,28.00999,72.6
2008-02-11,44.07001,27.59999,71.41
2008-02-12,43.82001,26.32999,72.52
2008-02-13,44.78,24.87999,71.44
2008-02-14,43.97,25.53999,69.23
2008-02-15,43.82001,25.01999,74.72
2008-02-19,43.74001,25.59,69.6
2008-02-20,43.94,24.39999,71.29
2008-02-21,43.52,25.12,69.65
2008-02-22,43.67999,24.06,65.47
2008-02-25,43.89999,23.03,68.92
2008-02-26,44.07001,21.89999,68.59
2008-02-27,44.28999,22.68999,67.56
2008-02-28,44.12,23.53,66.61
2008-02-29,42.95,26.53999,69.81
2008-03-03,42.67,26.28,71.02
2008-03-04,42.91,25.51999,69.95
2008-03-05,43.1199,24.59999,68.51
2008-03-06,42.17,27.54999,74.53
2008-03-07,42.07001,27.48999,76.02
2008-03-10,41.25999,29.37999,77.45
2008-03-11,42.83009,26.35999,73.76
2008-03-12,42.71001,27.21999,73.94
2008-03-13,43.03999,27.28999,75.56
2008-03-14,42.25,31.15999,80.99
2008-03-17,41.48,32.23999,80.71
2008-03-18,43.33,25.78999,72.97
2008-03-19,42.25999,29.84,70.5
2008-03-20,43.09,26.62,66.97
2008-03-24,44.5799,25.73,68.82
2008-03-25,44.83,25.71999,68.65
2008-03-26,44.7,26.07999,69.56
2008-03-27,43.71001,25.87999,69.0
2008-03-28,43.49001,25.70999,68.79
2008-03-31,43.72,25.60999,67.64
2008-04-01,45.59,22.67999,66.96
2008-04-02,45.49001,23.42999,67.61
2008-04-03,45.59,23.20999,66.11
2008-04-04,45.86,22.45,64.56
2008-04-07,45.75999,22.42,67.4
2008-04-08,45.41,22.35999,67.3
2008-04-09,44.89999,22.81,75.24
2008-04-10,45.53999,21.98,75.47
2008-04-11,44.28,23.45999,74.74
2008-04-14,44.08,23.81999,72.39
2008-04-15,44.14,22.78,68.15
2008-04-16,45.37,20.53,66.36
2008-04-17,45.27,20.37,65.09
2008-04-18,46.71001,20.12999,62.09
2008-04-21,47.03999,20.5,63.43
2008-04-22,46.34,20.87,62.84
2008-04-23,46.85001,20.25999,59.74
2008-04-24,47.27,20.06,62.75
2008-04-25,47.14999,19.59,65.99
2008-04-28,47.24001,19.64,66.48
2008-04-29,47.60001,20.23999,65.42
2008-04-30,47.21001,20.78999,64.69
2008-05-01,48.7,18.87999,63.06
2008-05-02,48.77,18.17999,63.68
2008-05-05,48.63,18.89999,70.1
2008-05-06,48.92999,18.20999,69.04
2008-05-07,48.03999,19.73,72.82
2008-05-08,48.39999,19.39999,73.45
2008-05-09,48.21001,19.40999,73.79
2008-05-12,49.09,17.78999,72.0
2008-05-13,49.22,17.98,68.62
2008-05-14,49.11,17.65999,71.18
2008-05-15,49.97,16.29999,71.16
2008-05-16,50.0099,16.46999,75.77
2008-05-19,49.64999,17.00999,76.63
2008-05-20,49.27,17.57999,79.8
2008-05-21,48.17999,18.59,80.12
2008-05-22,48.35001,18.04999,83.62
2008-05-23,48.2,19.54999,79.63
2008-05-27,49.05,19.64,79.35
2008-05-28,49.25,19.06999,77.7
2008-05-29,49.69,18.14,74.2
2008-05-30,50.00999,17.82999,73.46
2008-06-02,49.39999,19.82999,78.6
2008-06-03,49.13,20.23999,79.72
2008-06-04,49.75999,20.79999,81.04
2008-06-05,50.55,18.62999,79.35
2008-06-06,49.03,23.56,88.78
2008-06-09,48.77,23.12,92.23
2008-06-10,48.53999,23.17999,91.98
2008-06-11,47.38,24.12,93.87
2008-06-12,47.42,23.32999,92.41
2008-06-13,48.37,21.21999,86.91
2008-06-16,48.8,20.95,84.17
2008-06-17,48.53999,21.12999,80.89
2008-06-18,48.02,22.23999,81.56
2008-06-19,48.77,21.57999,77.91
2008-06-20,47.42,22.87,78.35
2008-06-23,47.05,22.64,78.37
2008-06-24,46.81,22.42,77.41
2008-06-25,47.57001,21.14,76.01
2008-06-26,45.64999,23.92999,79.87
2008-06-27,45.64999,23.43999,79.54
2008-06-30,45.17,23.95,79.66
2008-07-01,45.81,23.64999,79.44
2008-07-02,44.71001,25.92,79.19
2008-07-03,44.63,24.79999,76.44
2008-07-07,44.89999,25.78,75.43
2008-07-08,45.97,23.14999,76.03
2008-07-09,44.75,25.23,81.69
2008-07-10,45.28,25.59,79.94
2008-07-11,44.56,27.48999,77.18
2008-07-14,44.23,28.48,78.83
2008-07-15,44.24001,28.53999,73.07
2008-07-16,45.34,25.09999,73.22
2008-07-17,45.64,25.00999,72.46
2008-07-18,44.59,24.04999,70.29
2008-07-21,44.78,23.04999,71.6
2008-07-22,44.78,21.17999,68.39
2008-07-23,45.37,21.31,67.25
2008-07-24,44.69,23.43999,74.9
2008-07-25,45.27,22.90999,73.7
2008-07-28,44.42,24.23,74.9
2008-07-29,45.34,22.03,71.03
2008-07-30,45.57001,21.20999,67.21
2008-07-31,45.46001,22.93999,72.95
2008-08-01,44.88,22.56999,72.73
2008-08-04,44.42999,23.48999,73.17
2008-08-05,45.92999,21.14,70.28
2008-08-06,46.63,20.23,71.6
2008-08-07,46.27,21.14999,73.11
2008-08-08,47.32001,20.65999,73.05
2008-08-11,47.75,20.12,75.59
2008-08-12,47.8,21.17,72.4
2008-08-13,47.7,21.54999,79.41
2008-08-14,48.25,20.34,74.37
2008-08-15,48.16,19.57999,74.1
2008-08-18,47.60001,20.98,72.85
2008-08-19,47.00999,21.28,77.5
2008-08-20,47.09,20.42,73.42
2008-08-21,46.87,19.81999,73.75
2008-08-22,47.49001,18.81,73.56
2008-08-25,46.49001,20.96999,77.03
2008-08-26,46.42999,20.48999,73.14
2008-08-27,46.73,19.75999,72.0
2008-08-28,47.11,19.42999,68.05
2008-08-29,46.12,20.64999,68.07
2008-09-02,45.55,21.98999,69.65
2008-09-03,45.12,21.42999,69.93
2008-09-04,43.66,24.03,72.38
2008-09-05,43.45,23.06,70.39
2008-09-08,43.31,22.64,67.94
2008-09-09,42.45,25.46999,70.68
2008-09-10,42.8,24.51999,70.63
2008-09-11,43.60001,24.39,71.03
2008-09-12,43.42999,25.65999,70.26
2008-09-15,42.08,31.7,79.37
2008-09-16,42.41,30.29999,74.38
2008-09-17,40.21001,36.21999,93.04
2008-09-18,41.57001,33.09999,89.33
2008-09-19,42.89999,32.06999,79.37
2008-09-22,40.88,33.84999,83.92
2008-09-23,40.57001,35.71999,84.77
2008-09-24,40.85001,35.18999,86.66
2008-09-25,41.5,32.81999,82.96
2008-09-26,41.08,34.73999,87.81
2008-09-29,37.82001,46.71999,99.86
2008-09-30,38.91,39.39,92.23
2008-10-01,38.5,39.81,89.76
2008-10-02,36.75,45.25999,95.29
2008-10-03,36.17999,45.14,94.68
2008-10-06,34.86,52.04999,104.82
2008-10-07,32.64999,53.67999,106.47
2008-10-08,32.39,57.53,104.99
2008-10-09,31.52,63.92,108.05
2008-10-10,31.32001,69.95,116.0
2008-10-13,35.13,54.98999,110.07
2008-10-14,33.61,55.12999,105.64
2008-10-15,30.60001,69.25,114.93
2008-10-16,32.25999,67.60999,119.48
2008-10-17,32.3,70.32999,117.45
2008-10-20,33.2,52.96999,115.98
2008-10-21,31.48,53.10999,114.28
2008-10-22,30.61,69.64999,123.31
2008-10-23,30.49001,67.79999,121.61
2008-10-24,29.50999,79.12999,128.09
2008-10-27,28.69,80.06,134.87
2008-10-28,31.86,66.95999,127.46
2008-10-29,31.78,69.95999,124.73
2008-10-30,32.84,62.89999,121.52
2008-10-31,32.89,59.89,116.94
2008-11-03,32.82001,53.67999,116.19
2008-11-04,33.75,47.73,116.29
2008-11-05,31.99001,54.56,117.03
2008-11-06,30.56,63.67999,125.0
2008-11-07,31.19,56.09999,116.37
2008-11-10,30.77,59.98,116.53
2008-11-11,30.10001,61.43999,114.11
2008-11-12,28.71001,66.45999,123.26
2008-11-13,30.46001,59.82999,117.12
2008-11-14,28.98,66.31,118.34
2008-11-17,28.37,69.14999,115.1
2008-11-18,28.34,67.64,106.9
2008-11-19,26.86,74.25999,102.48
2008-11-20,25.56,80.85999,106.71
2008-11-21,26.67,72.67,99.48
2008-11-24,28.3,64.7,92.31
2008-11-25,28.17,60.89999,90.28
2008-11-26,29.35001,54.92,89.32
2008-11-28,29.12,55.28,88.41
2008-12-01,26.92999,68.50999,90.49
2008-12-02,27.83,62.98,87.08
2008-12-03,28.62,60.71999,84.72
2008-12-04,27.81,63.64,83.94
2008-12-05,28.94,59.92999,82.9
2008-12-08,30.08,58.48999,82.1
2008-12-09,30.00999,58.90999,80.75
2008-12-10,29.91,55.73,86.46
2008-12-11,29.09,55.78,88.68
2008-12-12,29.67999,54.28,86.27
2008-12-15,29.16,56.75999,82.03
2008-12-16,30.56,52.37,79.99
2008-12-17,30.19,49.84,75.17
2008-12-18,29.66,47.34,81.26
2008-12-19,29.86,44.92999,87.69
2008-12-22,29.21001,44.56,87.04
2008-12-23,29.06,45.01999,86.39
2008-12-24,29.14,44.20999,85.1
2008-12-26,29.13,43.37999,83.74
2008-12-29,28.89,43.89999,83.96
2008-12-30,29.49001,41.62999,80.89
2008-12-31,29.74001,40.0,85.6
2009-01-02,31.03,39.18999,84.41
2009-01-05,31.02,39.07999,90.89
2009-01-06,31.33,38.56,90.33
2009-01-07,30.44,43.39,93.99
2009-01-08,30.75999,42.56,93.14
2009-01-09,30.07001,42.81999,91.52
2009-01-12,29.52,45.84,93.26
2009-01-13,29.53,43.26999,92.5
2009-01-14,28.63,49.14,99.88
2009-01-15,29.099,51.0,96.44
2009-01-16,29.42,46.10999,98.79
2009-01-20,27.96001,56.64999,104.02
2009-01-21,29.14999,46.42,100.81
2009-01-22,28.75999,47.28999,98.87
2009-01-23,28.89999,47.26999,95.7
2009-01-26,29.11,45.68999,96.17
2009-01-27,29.32001,42.25,95.48
2009-01-28,30.35001,39.65999,98.22
2009-01-29,29.58,42.62999,98.98
2009-01-30,29.06,44.84,98.72
2009-02-02,29.41,45.51999,96.48
2009-02-03,29.87,43.06,92.25
2009-02-04,29.91,43.84999,91.57
2009-02-05,30.57001,43.73,92.26
2009-02-06,31.37,43.37,94.01
2009-02-09,31.5,43.64,94.38
2009-02-10,30.34,46.67,95.98
2009-02-11,30.2,44.53,94.67
2009-02-12,30.57001,41.25,91.04
2009-02-13,30.42999,42.92999,91.93
2009-02-17,29.22,48.65999,95.07
2009-02-18,29.24001,48.45999,89.11
2009-02-19,28.78999,47.07999,88.27
2009-02-20,28.87,49.29999,90.66
2009-02-23,27.86,52.62,93.02
2009-02-24,28.78,45.48999,89.13
2009-02-25,28.59,44.67,88.93
2009-02-26,27.78999,44.65999,89.37
2009-02-27,27.53,46.34999,91.08
2009-03-02,26.64,52.64999,93.86
2009-03-03,26.62,50.92999,90.75
2009-03-04,27.33,47.56,85.6
2009-03-05,26.50999,50.17,89.88
2009-03-06,26.3,49.32999,88.26
2009-03-09,25.74001,49.67999,90.09
2009-03-10,27.33,44.37,85.36
2009-03-11,27.75,43.60999,85.35
2009-03-12,28.67,41.17999,81.81
2009-03-13,28.74001,42.35999,78.13
2009-03-16,28.25999,43.73999,80.07
2009-03-17,29.33,40.79999,75.21
2009-03-18,29.7,40.06,74.8
2009-03-19,29.67999,43.67999,73.56
