Dates,TLT,VIX,VVIX
2022-01-13 15:00:00,129.04267139,18.17,115.06
2022-01-13 15:30:00,129.02465371,18.17,116.2
2022-01-13 16:00:00,129.03816697,17.79,115.54
2022-01-13 16:30:00,129.32194553,17.97,114.98
2022-01-13 17:00:00,129.36698975,18.78,119.1
2022-01-13 17:30:00,129.26789247,18.75,119.03
2022-01-13 18:00:00,129.49311356,18.75,117.52
2022-01-13 18:30:00,129.61022852,18.42,116.33
2022-01-13 19:00:00,129.61923736,19.03,118.25
2022-01-13 19:30:00,129.69130811,19.44,118.51
2022-01-13 20:00:00,129.90752035,20.06,119.11
2022-01-13 20:30:00,129.98859994,20.39,122.87
2022-01-14 14:30:00,128.87150337,20.45,124.6
2022-01-14 15:00:00,128.66429997,20.98,124.92
2022-01-14 15:30:00,128.73637072,21.18,124.9
2022-01-14 16:00:00,128.6913265,20.84,125.73
2022-01-14 16:30:00,128.51565406,20.39,121.61
2022-01-14 17:00:00,128.36700814,20.34,121.51
2022-01-14 17:30:00,128.15980475,21.13,123.66
2022-01-14 18:00:00,128.3579993,21.11,123.86
2022-01-14 18:30:00,128.20484897,20.49,121.93
2022-01-14 19:00:00,128.2318755,20.27,121.93
2022-01-14 19:30:00,128.15980475,20.35,120.48
2022-01-14 20:00:00,127.95260135,19.37,118.16
2022-01-14 20:30:00,128.04268979,19.22,117.14
2022-01-18 14:30:00,126.97063743,21.99,125.65
2022-01-18 15:00:00,126.5472218,22.23,124.63
2022-01-18 15:30:00,126.59226601,22.52,125.17
2022-01-18 16:00:00,126.71838982,22.17,124.62
2022-01-18 16:30:00,126.8174871,22.36,124.12
2022-01-18 17:00:00,126.52920411,22.67,126.47
2022-01-18 17:30:00,126.45713337,22.85,126.79
2022-01-18 18:00:00,126.46614221,22.51,126.13
2022-01-18 18:30:00,126.58325717,22.29,124.99
2022-01-18 19:00:00,126.80847825,22.0,125.79
2022-01-18 19:30:00,126.36704493,22.12,125.34
2022-01-18 20:00:00,126.53370853,22.7,127.33
2022-01-18 20:30:00,126.17785922,22.88,128.1
2022-01-19 14:30:00,126.69136329,22.58,124.02
2022-01-19 15:00:00,126.75442519,23.17,127.26
2022-01-19 15:30:00,126.79046057,23.47,127.97
2022-01-19 16:00:00,127.02469049,23.8,129.84
2022-01-19 16:30:00,126.85352247,22.72,128.3
2022-01-19 17:00:00,127.09676124,22.56,126.47
2022-01-19 17:30:00,127.12378777,22.41,125.93
2022-01-19 18:00:00,127.47062824,22.65,125.99
2022-01-19 18:30:00,127.47513266,22.95,124.66
2022-01-19 19:00:00,127.5472034,23.15,127.52
2022-01-19 19:30:00,127.62377857,22.91,126.37
2022-01-19 20:00:00,127.49315034,23.36,127.61
2022-01-19 20:30:00,127.09676124,23.86,130.23
2022-01-20 14:30:00,127.41207075,22.06,124.58
2022-01-20 15:00:00,127.38504423,22.09,124.13
2022-01-20 15:30:00,127.30396464,21.74,123.04
2022-01-20 16:00:00,127.1508143,21.81,123.02
2022-01-20 16:30:00,127.16883199,22.08,123.03
2022-01-20 17:00:00,127.34000001,22.0,123.38
2022-01-20 17:30:00,127.43008844,22.38,123.55
2022-01-20 18:00:00,127.38504423,22.2,123.71
2022-01-20 18:30:00,127.52017687,22.07,123.13
2022-01-20 19:00:00,127.55621225,22.93,124.44
2022-01-20 19:30:00,127.55621225,23.52,125.23
2022-01-20 20:00:00,127.58323878,24.38,130.21
2022-01-20 20:30:00,127.88953945,25.75,135.13
2022-01-21 14:30:00,129.4390605,27.63,140.06
2022-01-21 15:00:00,129.60121968,26.99,145.06
2022-01-21 15:30:00,129.03816697,26.47,143.06
2022-01-21 16:00:00,128.73637072,26.59,139.47
2022-01-21 16:30:00,128.9615918,26.46,142.61
2022-01-21 17:00:00,129.28140574,27.02,143.35
2022-01-21 17:30:00,129.48410471,27.0,144.08
2022-01-21 18:00:00,129.28591016,27.15,144.95
2022-01-21 18:30:00,129.17780404,27.45,145.12
2022-01-21 19:00:00,129.1282554,27.48,145.87
2022-01-21 19:30:00,129.47509587,29.08,146.9
2022-01-21 20:00:00,129.37599859,29.59,150.05
2022-01-21 20:30:00,129.44806934,29.07,151.57
2022-01-24 14:30:00,129.82644076,37.0,166.37
2022-01-24 15:00:00,129.62824621,34.57,167.09
2022-01-24 15:30:00,129.60121968,34.16,160.34
2022-01-24 16:00:00,129.71833464,35.73,161.5
2022-01-24 16:30:00,129.73635233,37.07,165.43
2022-01-24 17:00:00,129.49311356,38.04,170.78
2022-01-24 17:30:00,129.67329042,35.77,170.17
2022-01-24 18:00:00,129.79941423,34.95,167.28
2022-01-24 18:30:00,129.46608703,32.72,161.45
2022-01-24 19:00:00,129.32194553,34.81,163.1
2022-01-24 19:30:00,128.94357412,33.08,162.47
2022-01-24 20:00:00,128.63276902,30.92,159.98
2022-01-24 20:30:00,128.36700814,30.12,154.45
2022-01-25 14:30:00,129.24086594,35.39,161.93
2022-01-25 15:00:00,128.74537956,33.69,159.62
2022-01-25 15:30:00,128.95258296,33.72,160.95
2022-01-25 16:00:00,128.52916732,33.5,157.07
2022-01-25 16:30:00,128.47511426,32.31,158.34
2022-01-25 17:00:00,128.58322038,32.3,155.6
2022-01-25 17:30:00,128.57421154,32.19,155.95
2022-01-25 18:00:00,128.22286665,30.35,151.0
2022-01-25 18:30:00,127.97962788,30.22,148.97
2022-01-25 19:00:00,127.95260135,29.75,147.78
2022-01-25 19:30:00,127.87152176,30.13,147.34
2022-01-25 20:00:00,128.08322958,30.82,151.56
2022-01-25 20:30:00,128.07872516,31.22,149.83
2022-01-26 14:30:00,127.87152176,28.28,143.63
2022-01-26 15:00:00,128.2949374,29.72,145.37
2022-01-26 15:30:00,128.11476053,29.43,146.2
2022-01-26 16:00:00,128.03368094,28.65,144.92
2022-01-26 16:30:00,128.10575169,28.25,143.03
2022-01-26 17:00:00,128.14178706,27.7,141.34
2022-01-26 17:30:00,128.20484897,28.24,141.0
2022-01-26 18:00:00,128.13277822,28.38,142.13
2022-01-26 18:30:00,127.9616102,27.47,142.04
2022-01-26 19:00:00,127.58323878,27.57,140.58
2022-01-26 19:30:00,127.01568165,32.14,147.03
2022-01-26 20:00:00,127.04270818,31.59,150.38
2022-01-26 20:30:00,126.57424833,31.51,149.42
2022-01-27 14:30:00,128.80844147,28.6,138.67
2022-01-27 15:00:00,128.57421154,30.58,140.89
2022-01-27 15:30:00,128.6913265,29.8,139.17
2022-01-27 16:00:00,128.87150337,30.18,140.88
2022-01-27 16:30:00,128.78141494,30.84,139.69
2022-01-27 17:00:00,129.00663602,31.94,142.07
2022-01-27 17:30:00,128.87150337,32.19,142.59
2022-01-27 18:00:00,129.15077751,32.88,145.3
2022-01-27 18:30:00,128.94357412,31.35,144.26
2022-01-27 19:00:00,128.9615918,32.1,144.93
2022-01-27 19:30:00,128.74537956,31.59,144.86
2022-01-27 20:00:00,128.68231766,31.54,143.95
2022-01-27 20:30:00,128.93456527,30.58,142.42
2022-01-28 14:30:00,128.49313195,31.59,144.72
2022-01-28 15:00:00,128.44808773,31.25,141.34
2022-01-28 15:30:00,128.47511426,30.44,138.99
2022-01-28 16:00:00,128.75438841,29.64,138.69
2022-01-28 16:30:00,128.77240609,29.13,136.13
2022-01-28 17:00:00,128.82645915,29.8,136.1
2022-01-28 17:30:00,128.88952106,29.5,137.6
2022-01-28 18:00:00,128.79042378,29.39,136.82
2022-01-28 18:30:00,128.95258296,29.72,136.07
2022-01-28 19:00:00,129.10573329,30.75,138.84
2022-01-28 19:30:00,128.99762718,28.88,136.49
2022-01-28 20:00:00,129.17780404,28.18,135.07
2022-01-28 20:30:00,128.93456527,27.51,132.42
2022-01-31 14:30:00,128.24088434,27.2,131.88
2022-01-31 15:00:00,128.41205236,27.1,130.27
2022-01-31 15:30:00,128.36700814,26.66,129.49
2022-01-31 16:00:00,128.24989318,26.46,129.67
2022-01-31 16:30:00,128.16881359,26.02,128.21
2022-01-31 17:00:00,128.14178706,25.71,127.72
2022-01-31 17:30:00,128.15530033,25.33,126.8
2022-01-31 18:00:00,128.33998161,25.5,126.64
2022-01-31 18:30:00,128.57421154,25.3,126.73
2022-01-31 19:00:00,128.55619385,25.11,125.72
2022-01-31 19:30:00,128.6282646,25.12,125.37
2022-01-31 20:00:00,128.34899046,25.22,126.63
2022-01-31 20:30:00,128.26791087,24.83,125.46
2022-02-01 14:30:00,127.9053593,24.91,124.18
2022-02-01 15:00:00,127.67080299,24.35,125.46
2022-02-01 15:30:00,127.32798992,23.75,125.24
2022-02-01 16:00:00,127.48135366,23.74,124.56
2022-02-01 16:30:00,127.3821183,23.63,124.07
2022-02-01 17:00:00,127.95948768,23.94,123.84
2022-02-01 17:30:00,127.83318813,23.78,123.38
2022-02-01 18:00:00,128.08578723,23.49,123.46
2022-02-01 18:30:00,128.13991561,23.43,123.14
2022-02-01 19:00:00,128.03165885,23.58,123.38
2022-02-01 19:30:00,127.92340209,22.8,123.01
2022-02-01 20:00:00,127.9143807,22.66,120.89
2022-02-01 20:30:00,127.85123092,22.05,118.91
2022-02-02 14:30:00,128.90673431,21.82,118.02
2022-02-02 15:00:00,128.85260593,22.13,118.85
2022-02-02 15:30:00,128.71728498,22.46,117.98
2022-02-02 16:00:00,129.02401246,22.53,119.17
2022-02-02 16:30:00,129.195419,21.62,118.03
2022-02-02 17:00:00,129.25856877,21.71,117.73
2022-02-02 17:30:00,129.34878274,21.48,116.06
2022-02-02 18:00:00,129.34878274,21.44,117.25
2022-02-02 18:30:00,129.02401246,21.32,116.97
2022-02-02 19:00:00,128.672178,21.04,116.48
2022-02-02 19:30:00,128.73532777,20.8,114.87
2022-02-02 20:00:00,128.1579584,20.71,115.31
2022-02-02 20:30:00,128.29327935,21.54,114.4
2022-02-03 14:30:00,126.82279172,23.69,125.18
2022-02-03 15:00:00,126.8769201,22.72,121.53
2022-02-03 15:30:00,126.96262337,22.55,120.39
2022-02-03 16:00:00,127.04832663,22.93,120.74
2022-02-03 16:30:00,127.33701132,23.63,122.17
2022-02-03 17:00:00,127.52646065,23.59,122.78
2022-02-03 17:30:00,127.35505411,24.16,123.32
2022-02-03 18:00:00,127.41820389,24.05,123.33
2022-02-03 18:30:00,127.25581875,23.77,123.22
2022-02-03 19:00:00,127.45428947,24.55,123.95
2022-02-03 19:30:00,127.46331087,24.97,125.22
2022-02-03 20:00:00,127.44526808,25.06,121.94
2022-02-03 20:30:00,127.30994713,24.61,127.67
2022-02-04 14:30:00,125.92065207,24.54,125.73
2022-02-04 15:00:00,125.43349666,25.53,126.84
2022-02-04 15:30:00,125.37034689,25.66,129.41
2022-02-04 16:00:00,125.63196739,24.62,127.54
2022-02-04 16:30:00,125.66805297,24.41,125.07
2022-02-04 17:00:00,125.64098878,23.89,124.3
2022-02-04 17:30:00,125.62294599,23.06,122.89
2022-02-04 18:00:00,125.5958818,23.29,123.41
2022-02-04 18:30:00,125.46958225,23.11,123.82
2022-02-04 19:00:00,125.56881761,22.98,123.88
2022-02-04 19:30:00,125.28013292,22.3,123.13
2022-02-04 20:00:00,125.3432827,22.34,122.29
2022-02-04 20:30:00,125.42447527,23.45,124.63
2022-02-07 14:30:00,125.16285477,23.13,124.96
2022-02-07 15:00:00,125.39741108,22.89,124.41
2022-02-07 15:30:00,125.04557661,23.17,123.18
2022-02-07 16:00:00,125.09970499,23.64,123.5
2022-02-07 16:30:00,125.32523991,23.52,124.84
2022-02-07 17:00:00,125.22600454,23.73,125.57
2022-02-07 17:30:00,125.35230409,23.06,124.98
2022-02-07 18:00:00,125.55979621,22.74,124.3
2022-02-07 18:30:00,125.61843529,22.85,123.92
2022-02-07 19:00:00,125.55077482,22.55,123.66
2022-02-07 19:30:00,125.61392459,22.29,123.17
2022-02-07 20:00:00,125.63196739,22.95,123.2
2022-02-07 20:30:00,125.51468923,22.94,125.2
2022-02-08 14:30:00,124.5584212,23.1,123.64
2022-02-08 15:00:00,124.45918584,22.64,123.35
2022-02-08 15:30:00,124.53135702,22.08,121.06
2022-02-08 16:00:00,124.67569936,21.85,120.52
2022-02-08 16:30:00,124.63059238,22.05,119.36
2022-02-08 17:00:00,124.75689193,21.5,119.02
2022-02-08 17:30:00,124.66667796,21.73,117.86
2022-02-08 18:00:00,124.79297751,21.86,119.22
2022-02-08 18:30:00,124.89221287,21.73,119.48
2022-02-08 19:00:00,124.87417008,22.42,121.43
2022-02-08 19:30:00,124.80199891,22.18,121.11
2022-02-08 20:00:00,124.8245524,21.73,119.82
2022-02-08 20:30:00,124.60352819,21.38,119.0
2022-02-09 14:30:00,125.0906836,20.56,119.71
2022-02-09 15:00:00,125.35230409,20.43,119.33
2022-02-09 15:30:00,125.21698315,20.31,119.01
2022-02-09 16:00:00,125.42447527,20.4,118.98
2022-02-09 16:30:00,125.39741108,20.54,120.48
2022-02-09 17:00:00,125.45153946,20.21,119.25
2022-02-09 17:30:00,125.31621851,20.13,118.67
2022-02-09 18:00:00,125.61392459,20.19,119.65
2022-02-09 18:30:00,125.39290038,20.1,119.65
2022-02-09 19:00:00,125.31621851,20.06,119.56
2022-02-09 19:30:00,125.28915432,20.25,119.35
2022-02-09 20:00:00,124.73884913,20.08,119.61
2022-02-09 20:30:00,124.88319148,20.0,119.48
2022-02-10 14:30:00,124.04420161,20.48,119.88
2022-02-10 15:00:00,123.99909462,20.34,119.69
2022-02-10 15:30:00,123.43976804,21.13,122.15
2022-02-10 16:00:00,123.16912615,21.8,124.12
2022-02-10 16:30:00,123.71040994,21.18,122.16
2022-02-10 17:00:00,123.33151128,21.07,121.4
2022-02-10 17:30:00,122.85337727,22.14,124.89
2022-02-10 18:00:00,123.32248989,23.81,128.7
2022-02-10 18:30:00,123.5570462,23.49,128.34
2022-02-10 19:00:00,123.63372807,23.3,128.82
2022-02-10 19:30:00,123.42172525,23.65,130.27
2022-02-10 20:00:00,123.31346849,24.24,129.2
2022-02-10 20:30:00,122.88946286,23.91,128.1
2022-02-11 14:30:00,123.16912615,23.85,129.59
2022-02-11 15:00:00,123.06989079,23.87,128.65
2022-02-11 15:30:00,122.70001353,23.97,129.63
2022-02-11 16:00:00,122.37524326,24.75,130.29
2022-02-11 16:30:00,122.28953999,24.23,130.98
2022-02-11 17:00:00,122.47447862,24.16,129.39
2022-02-11 17:30:00,122.72707772,24.21,131.29
2022-02-11 18:00:00,122.79022749,26.79,131.97
2022-02-11 18:30:00,123.99909462,28.76,141.32
2022-02-11 19:00:00,124.07126579,29.44,143.16
2022-02-11 19:30:00,124.48625003,29.56,145.57
2022-02-11 20:00:00,124.72982774,29.06,143.59
2022-02-11 20:30:00,124.78395612,27.77,143.03
2022-02-14 14:30:00,123.5435141,29.83,142.57
2022-02-14 15:00:00,123.21423313,29.99,142.75
2022-02-14 15:30:00,122.99771961,29.9,143.89
2022-02-14 16:00:00,122.85337727,29.38,141.66
2022-02-14 16:30:00,122.88044146,29.21,141.05
2022-02-14 17:00:00,122.90750565,28.77,140.62
2022-02-14 17:30:00,123.0338052,28.69,140.45
2022-02-14 18:00:00,123.2864043,29.5,141.62
2022-02-14 18:30:00,123.88181647,31.34,145.82
2022-02-14 19:00:00,124.02615881,30.4,144.11
2022-02-14 19:30:00,123.38563966,29.61,143.51
2022-02-14 20:00:00,123.5570462,28.98,141.89
2022-02-14 20:30:00,123.16912615,28.45,140.7
2022-02-15 14:30:00,122.14068695,26.48,134.62
2022-02-15 15:00:00,122.39328605,26.09,132.8
2022-02-15 15:30:00,122.2579651,25.73,131.23
2022-02-15 16:00:00,122.42035024,25.81,131.38
2022-02-15 16:30:00,122.42937164,26.02,129.54
2022-02-15 17:00:00,121.96928041,26.4,131.14
2022-02-15 17:30:00,122.2669865,26.22,131.99
2022-02-15 18:00:00,122.29405069,25.79,129.28
2022-02-15 18:30:00,122.20383672,26.0,129.05
2022-02-15 19:00:00,122.08655857,25.8,129.48
2022-02-15 19:30:00,121.95123762,25.61,129.61
2022-02-15 20:00:00,121.84298086,25.99,129.35
2022-02-15 20:30:00,121.7617883,25.78,128.94
2022-02-16 14:30:00,122.29405069,26.69,128.45
2022-02-16 15:00:00,122.05047298,26.37,126.77
2022-02-16 15:30:00,122.23992231,26.06,125.83
2022-02-16 16:00:00,122.10460136,26.05,124.38
2022-02-16 16:30:00,121.95123762,25.78,124.36
2022-02-16 17:00:00,121.9963446,26.09,124.47
2022-02-16 17:30:00,122.02340879,26.05,125.27
2022-02-16 18:00:00,122.05949438,26.06,124.78
2022-02-16 18:30:00,121.55429618,25.29,125.36
2022-02-16 19:00:00,121.88808785,24.56,121.02
2022-02-16 19:30:00,121.88808785,24.06,121.21
2022-02-16 20:00:00,122.31209348,24.17,121.04
2022-02-16 20:30:00,122.48350001,24.3,121.97
2022-02-17 14:30:00,123.72845273,26.87,131.48
2022-02-17 15:00:00,123.84573088,26.9,130.96
2022-02-17 15:30:00,124.07126579,26.56,129.57
2022-02-17 16:00:00,123.76453831,26.35,128.0
2022-02-17 16:30:00,123.44878944,26.4,127.8
2022-02-17 17:00:00,123.35857547,26.08,127.87
2022-02-17 17:30:00,123.11499777,26.35,127.92
2022-02-17 18:00:00,123.0428266,26.55,128.37
2022-02-17 18:30:00,122.98869822,27.05,128.4
2022-02-17 19:00:00,123.16010475,27.28,130.29
2022-02-17 19:30:00,123.00674101,27.76,131.31
2022-02-17 20:00:00,123.11499777,27.62,132.63
2022-02-17 20:30:00,123.44878944,28.26,133.99
2022-02-18 14:30:00,123.77355971,27.94,133.17
2022-02-18 15:00:00,124.19756535,28.51,134.27
2022-02-18 15:30:00,124.14343697,29.21,135.11
2022-02-18 16:00:00,124.22462953,28.38,136.36
2022-02-18 16:30:00,124.42310026,28.58,137.7
2022-02-18 17:00:00,124.48625003,29.21,136.38
2022-02-18 17:30:00,124.42310026,29.26,137.71
2022-02-18 18:00:00,124.54939981,28.88,137.8
2022-02-18 18:30:00,124.61254958,28.71,136.09
2022-02-18 19:00:00,124.52233562,27.88,133.59
2022-02-18 19:30:00,124.45016445,27.81,132.87
2022-02-18 20:00:00,124.5584212,28.62,135.35
2022-02-18 20:30:00,124.70276355,27.91,134.76
2022-02-22 14:30:00,124.12539417,29.06,132.94
2022-02-22 15:00:00,124.12990487,28.92,130.39
2022-02-22 15:30:00,124.50429283,29.41,132.2
2022-02-22 16:00:00,124.63059238,29.73,133.09
2022-02-22 16:30:00,124.54037841,29.52,133.19
2022-02-22 17:00:00,124.54037841,29.85,132.77
2022-02-22 17:30:00,124.87417008,30.06,133.34
2022-02-22 18:00:00,124.89221287,30.57,133.61
2022-02-22 18:30:00,124.94634125,31.42,135.57
2022-02-22 19:00:00,124.54037841,30.38,135.34
2022-02-22 19:30:00,124.3058221,29.21,132.49
2022-02-22 20:00:00,124.5584212,29.14,131.33
2022-02-22 20:30:00,124.99144824,28.81,132.43
2022-02-23 14:30:00,123.56606759,29.14,129.32
2022-02-23 15:00:00,123.8096453,29.31,131.0
2022-02-23 15:30:00,124.12539417,30.7,130.11
2022-02-23 16:00:00,124.0622444,29.27,129.93
2022-02-23 16:30:00,123.90888066,28.97,126.96
2022-02-23 17:00:00,123.77355971,28.94,125.41
2022-02-23 17:30:00,123.81866669,29.29,127.33
2022-02-23 18:00:00,124.01713742,29.43,129.07
2022-02-23 18:30:00,124.24267233,29.48,128.04
2022-02-23 19:00:00,123.88181647,30.06,128.99
2022-02-23 19:30:00,123.74649552,30.68,129.03
2022-02-23 20:00:00,123.43525734,30.73,129.12
2022-02-23 20:30:00,123.25031871,30.92,131.27
2022-02-24 14:30:00,125.13579058,35.03,137.72
2022-02-24 15:00:00,124.63961377,34.95,138.73
2022-02-24 15:30:00,124.45918584,34.13,136.07
2022-02-24 16:00:00,124.09832998,33.76,134.22
2022-02-24 16:30:00,123.91790205,33.89,134.63
2022-02-24 17:00:00,124.42310026,33.72,135.59
2022-02-24 17:30:00,124.26973652,33.92,135.54
2022-02-24 18:00:00,124.54037841,33.03,134.1
2022-02-24 18:30:00,124.38701467,33.12,131.52
2022-02-24 19:00:00,123.5570462,30.94,129.58
2022-02-24 19:30:00,123.17814754,30.65,126.66
2022-02-24 20:00:00,123.5480248,30.04,127.15
2022-02-24 20:30:00,123.47585363,30.08,126.27
2022-02-25 14:30:00,123.21423313,29.32,123.51
2022-02-25 15:00:00,123.36759687,28.75,121.23
2022-02-25 15:30:00,123.76453831,27.8,120.04
2022-02-25 16:00:00,123.51193921,27.83,119.4
2022-02-25 16:30:00,123.39466106,27.48,119.4
2022-02-25 17:00:00,123.16010475,27.05,118.09
2022-02-25 17:30:00,123.0247838,27.89,119.19
2022-02-25 18:00:00,123.0428266,27.79,118.21
2022-02-25 18:30:00,122.92554844,27.9,118.83
2022-02-25 19:00:00,122.96163403,28.19,118.5
2022-02-25 19:30:00,123.15108335,28.33,119.38
2022-02-25 20:00:00,123.2954257,27.8,118.89
2022-02-25 20:30:00,123.51193921,27.57,118.1
2022-02-28 14:30:00,125.13579058,30.83,123.88
2022-02-28 15:00:00,125.21698315,30.15,123.76
2022-02-28 15:30:00,125.23502594,29.49,122.37
2022-02-28 16:00:00,125.0816622,29.21,121.1
2022-02-28 16:30:00,125.28915432,30.18,122.54
2022-02-28 17:00:00,125.37936828,30.96,124.69
2022-02-28 17:30:00,125.55077482,30.2,125.53
2022-02-28 18:00:00,125.53273202,30.86,126.08
2022-02-28 18:30:00,125.44251806,32.07,125.12
2022-02-28 19:00:00,125.94771626,31.92,127.87
2022-02-28 19:30:00,125.92065207,31.12,125.79
2022-02-28 20:00:00,126.25444374,31.42,124.85
2022-02-28 20:30:00,126.20031536,30.19,123.49
2022-03-01 14:30:00,126.61110582,31.67,124.97
2022-03-01 15:00:00,127.37893859,31.3,126.25
2022-03-01 15:30:00,127.88480488,32.02,127.98
2022-03-01 16:00:00,127.92997151,32.96,129.09
2022-03-01 16:30:00,127.8577049,34.23,133.19
2022-03-01 17:00:00,127.41507189,33.61,134.44
2022-03-01 17:30:00,127.47830518,33.3,132.67
2022-03-01 18:00:00,127.74027165,34.19,135.3
2022-03-01 18:30:00,128.164838,34.97,134.88
2022-03-01 19:00:00,127.86673822,33.8,134.14
