Dates,LQD,VIX,VVIX
2007-01-09,52.552428,11.91,92.76
2007-01-10,52.48377688,11.47,93.78
2007-01-11,52.3219564,10.87,85.97
2007-01-12,52.26801624,10.15,85.18
2007-01-16,52.3219564,10.74,85.3
2007-01-17,52.25330528,10.59,84.93
2007-01-18,52.40531847,10.85,83.66
2007-01-19,52.37099291,10.4,82.49
2007-01-22,52.41022212,10.77,84.43
2007-01-23,52.26801624,10.34,81.48
2007-01-24,52.29253449,9.89,77.51
2007-01-25,52.12581036,11.22,80.45
2007-01-26,52.0914848,11.13,81.36
2007-01-29,52.06696164,11.45,81.68
2007-01-30,52.14052131,10.96,78.9
2007-01-31,52.36118561,10.42,77.28
2007-02-01,52.3402491,10.31,73.5
2007-02-02,52.3894966,10.08,72.44
2007-02-05,52.45844311,10.55,70.29
2007-02-06,52.59633613,10.65,68.55
2007-02-07,52.67020738,10.32,70.32
2007-02-08,52.72930932,10.44,73.18
2007-02-09,52.50769062,11.1,74.39
2007-02-12,52.51754012,11.61,79.12
2007-02-13,52.48494319,10.34,75.72
2007-02-14,52.78347172,10.23,74.0
2007-02-15,52.88197166,10.22,70.34
2007-02-16,52.93614884,10.02,70.74
2007-02-20,53.01986467,10.24,65.87
2007-02-21,52.98539142,10.2,67.37
2007-02-22,52.91152016,10.18,66.05
2007-02-23,53.08388151,10.58,70.71
2007-02-26,53.30057546,11.15,70.33
2007-02-27,53.50741006,18.31,110.42
2007-02-28,53.39906554,15.42,91.64
2007-03-01,53.41929664,15.82,99.47
2007-03-02,53.56766104,18.60999,104.17
2007-03-05,53.48853105,19.62999,101.2
2007-03-06,53.28577312,15.96,93.65
2007-03-07,53.33523122,15.24,94.41
2007-03-08,53.40446563,14.29,93.97
2007-03-09,53.2659968,14.09,91.82
2007-03-12,53.37973411,13.99,90.02
2007-03-13,53.409406,18.12999,94.53
2007-03-14,53.35994791,17.26999,98.08
2007-03-15,53.36984348,16.42999,99.55
2007-03-16,53.16214024,16.78999,102.74
2007-03-19,53.06323393,14.59,93.9
2007-03-20,53.20664807,13.27,89.55
2007-03-21,53.36489817,12.19,94.13
2007-03-22,53.21653871,12.93,95.52
2007-03-23,53.07806987,12.95,96.37
2007-03-26,53.17697618,13.16,95.95
2007-03-27,53.16708061,13.48,101.0
2007-03-28,53.13246834,14.98,104.79
2007-03-29,53.06817924,15.14,102.31
2007-03-30,53.04839798,14.64,99.78
2007-04-02,53.07927235,14.53,98.92
2007-04-03,53.04946369,13.46,94.98
2007-04-04,53.09417667,13.24,96.12
2007-04-05,52.98487331,13.23,93.6
2007-04-09,52.81099448,13.14,92.3
2007-04-10,52.92029287,12.68,87.37
2007-04-11,52.82093567,13.49,93.47
2007-04-12,52.90042044,12.71,91.38
2007-04-13,52.81099448,12.2,88.71
2007-04-16,52.85570746,11.98,83.98
2007-04-17,53.14385776,12.14,83.68
2007-04-18,53.15876208,12.42,80.59
2007-04-19,53.19354381,12.54,77.91
2007-04-20,53.17862955,12.07,79.18
2007-04-23,53.33265085,13.04,79.33
2007-04-24,53.46678482,13.12,77.83
2007-04-25,53.39226319,13.21,80.79
2007-04-26,53.27800166,12.79,81.67
2007-04-27,53.26309733,12.45,80.66
2007-04-30,53.52143401,14.22,85.33
2007-05-01,53.49156054,13.51,81.28
2007-05-02,53.47658949,13.08,82.59
2007-05-03,53.40172926,13.09,78.81
2007-05-04,53.53148334,12.91,77.1
2007-05-07,53.5963529,13.15,78.51
2007-05-08,53.56641579,13.21,79.9
2007-05-09,53.48157984,12.88,85.89
2007-05-10,53.50653159,13.6,83.58
2007-05-11,53.45163774,12.95,79.47
2007-05-14,53.3967439,13.96,82.02
2007-05-15,53.27697051,14.01,76.68
2007-05-16,53.40172926,13.5,70.26
2007-05-17,53.24204305,13.51,72.94
2007-05-18,53.09233255,12.76,75.43
2007-05-21,53.16219745,13.3,71.82
2007-05-22,52.99252555,13.06,72.36
2007-05-23,52.94262206,13.24,71.44
2007-05-24,53.0074966,14.08,74.36
2007-05-25,52.97255916,13.34,72.42
2007-05-29,52.86776681,13.53,72.48
2007-05-30,52.90768961,12.83,71.61
2007-05-31,52.86277147,13.05,72.2
2007-06-01,52.66046403,12.78,70.19
2007-06-04,52.74569948,13.29,70.74
2007-06-05,52.57522859,13.63,69.24
2007-06-06,52.62035324,14.87,72.06
2007-06-07,52.05880206,17.06,75.83
2007-06-08,52.08387131,14.84,70.69
2007-06-11,51.92342812,14.71,68.73
2007-06-12,51.6441617,16.67,69.48
2007-06-13,51.86827577,14.73,68.81
2007-06-14,51.85323422,13.64,63.52
2007-06-15,52.05855137,13.94,64.03
2007-06-18,52.05379323,13.42,66.76
2007-06-19,52.38972116,12.85,67.24
2007-06-20,52.13902867,14.67,76.8
2007-06-21,52.00364972,14.21,74.76
2007-06-22,52.14403751,15.75,78.35
2007-06-25,52.20420371,16.64999,78.07
2007-06-26,52.19418102,18.89,82.01
2007-06-27,52.19418102,15.53,78.48
2007-06-28,52.13902867,15.54,76.04
2007-06-29,52.4348408,16.23,76.94
2007-07-02,52.30479741,15.4,75.56
2007-07-03,52.31486551,14.92,74.63
2007-07-05,51.97741524,15.48,75.86
2007-07-06,51.87668382,14.72,74.85
2007-07-09,51.98245685,15.16,73.05
2007-07-10,52.34004837,17.56999,79.99
2007-07-11,52.10332952,16.64,81.55
2007-07-12,51.89682507,15.54,76.6
2007-07-13,52.12348084,15.15,76.65
2007-07-16,52.25945819,15.59,72.56
2007-07-17,52.14865363,15.63,72.41
2007-07-18,52.2997558,16.0,73.57
2007-07-19,52.18895123,15.23,72.02
2007-07-20,52.3350118,16.95,73.76
2007-07-23,52.27456791,16.81,74.56
2007-07-24,52.20909752,18.54999,79.32
2007-07-25,52.24939513,18.09999,75.31
2007-07-26,52.13858552,20.73999,87.38
2007-07-27,51.94719581,24.17,97.23
2007-07-30,52.02778095,20.87,97.45
2007-07-31,52.0025981,23.51999,104.08
2007-08-01,52.1705996,23.67,108.86
2007-08-02,52.09975002,21.21999,100.8
2007-08-03,52.35785,25.15999,104.05
2007-08-06,52.17566535,22.93999,95.22
2007-08-07,52.31735946,21.56,85.96
2007-08-08,52.37303206,21.45,82.52
2007-08-09,52.32747577,26.48,99.87
2007-08-10,52.09468933,28.29999,108.91
2007-08-13,52.27687399,26.56999,108.57
2007-08-14,52.60399665,27.67999,114.96
2007-08-15,52.46148271,30.67,121.67
2007-08-16,51.95299016,30.82999,142.99
2007-08-17,52.04408248,29.98999,133.87
2007-08-20,52.41857316,26.32999,125.04
2007-08-21,52.52484248,25.25,122.6
2007-08-22,52.63112192,22.89,117.47
2007-08-23,52.65642535,22.62,117.42
2007-08-24,52.7728211,20.71999,111.95
2007-08-27,52.63112192,22.71999,115.24
2007-08-28,53.08152287,26.29999,119.79
2007-08-29,52.83861,23.81,113.22
2007-08-30,52.99549123,25.06,112.66
2007-08-31,53.24346984,23.37999,109.27
2007-09-04,53.12532206,22.78,104.87
2007-09-05,53.3337661,24.57999,107.91
2007-09-06,53.21174921,23.98999,106.6
2007-09-07,53.5015514,26.23,108.22
2007-09-10,53.65915803,27.37999,107.07
2007-09-11,53.34901885,25.26999,103.75
2007-09-12,53.13040123,24.95999,106.95
2007-09-13,53.05418833,24.75999,104.63
2007-09-14,53.20158071,24.92,104.39
2007-09-17,53.1812488,26.48,102.22
2007-09-18,53.30835502,20.34999,92.33
2007-09-19,53.0134635,20.03,97.7
2007-09-20,52.91686277,20.45,97.38
2007-09-21,53.16599605,19.0,98.14
2007-09-24,53.43037191,19.37,94.27
2007-09-25,53.39986642,18.59999,94.33
2007-09-26,53.53205181,17.62999,89.49
2007-09-27,53.66933161,17.0,87.57
2007-09-28,53.63374695,18.0,87.13
2007-10-01,53.28789433,17.84,84.48
2007-10-02,53.23681804,18.48999,88.74
2007-10-03,53.47687661,18.79999,87.65
2007-10-04,53.90080982,18.43999,89.38
2007-10-05,53.68118688,16.90999,83.91
2007-10-08,53.87016405,17.45999,84.96
2007-10-09,53.635208,16.12,79.93
2007-10-10,53.82419539,16.67,87.46
2007-10-11,53.93656833,18.87999,95.78
2007-10-12,53.64032074,17.73,90.63
2007-10-15,53.80887761,19.25,86.18
2007-10-16,53.89876677,20.01999,91.47
2007-10-17,54.15619128,18.53999,89.48
2007-10-18,54.1612938,18.5,83.37
2007-10-19,54.51372531,22.95999,91.56
2007-10-22,54.51372531,21.64,88.17
2007-10-23,54.19194979,20.40999,86.42
2007-10-24,54.52394057,20.79999,89.14
2007-10-25,54.39624984,21.17,90.82
2007-10-26,54.30942015,19.56,95.36
2007-10-29,54.42689562,19.87,95.01
2007-10-30,54.43200835,21.06999,100.37
2007-10-31,54.15108365,18.53,93.62
2007-11-01,54.5644861,23.20999,97.53
2007-11-02,54.22585795,23.00999,97.46
2007-11-05,54.3592549,24.31,97.29
2007-11-06,54.02576254,21.39,92.7
2007-11-07,53.98984797,26.48999,98.17
2007-11-08,54.07706392,26.15999,97.36
2007-11-09,54.31820968,28.5,97.86
2007-11-12,54.29768708,31.09,98.09
2007-11-13,54.02576254,24.09999,92.58
2007-11-14,53.79488834,25.93999,94.39
2007-11-15,54.00010928,28.06,92.96
2007-11-16,54.0052348,25.48999,92.8
2007-11-19,54.42082785,26.00999,91.13
2007-11-20,54.07706392,24.87999,91.34
2007-11-21,54.45673728,26.84,94.49
2007-11-23,54.18481274,25.60999,89.62
2007-11-26,55.08267679,28.90999,91.55
2007-11-27,54.61065683,26.28,90.7
2007-11-28,54.2309886,24.10999,91.62
2007-11-29,54.4362198,23.96999,91.08
2007-11-30,54.70300856,22.87,88.88
2007-12-03,54.72362023,23.60999,87.45
2007-12-04,54.74938465,23.78999,86.85
2007-12-05,54.54327447,22.53,83.08
2007-12-06,54.14134957,20.95999,81.51
2007-12-07,53.67758493,20.84999,82.47
2007-12-10,53.71366026,20.73999,81.5
2007-12-11,54.23409632,23.59,82.58
2007-12-12,54.06405117,22.46999,89.41
2007-12-13,53.75488333,22.56,88.19
2007-12-14,53.14683795,23.26999,85.82
2007-12-17,53.66480578,24.51999,85.38
2007-12-18,53.8270237,22.64,80.83
2007-12-19,54.24955497,21.67999,83.47
2007-12-20,53.98675792,20.57999,79.44
2007-12-21,53.93007621,18.46999,82.87
2007-12-24,53.65697339,18.59999,79.85
2007-12-26,53.67243204,18.65999,80.79
2007-12-27,53.99181041,20.25999,84.36
2007-12-28,54.16158295,20.73999,84.03
2007-12-31,54.2651028,22.5,82.19
2008-01-02,54.90692584,23.17,80.58
2008-01-03,54.72576611,22.48999,79.33
2008-01-04,55.17608261,23.93999,81.46
2008-01-07,55.10878954,23.78999,79.51
2008-01-08,55.00526969,25.42999,79.59
2008-01-09,54.89139786,24.12,89.37
2008-01-10,54.72985514,23.45,84.98
2008-01-11,55.12948833,23.67999,84.66
2008-01-14,54.90175502,22.89999,86.96
2008-01-15,55.1967814,23.34,81.13
2008-01-16,55.11396553,24.37999,80.51
2008-01-17,55.37276514,28.45999,84.99
2008-01-18,55.27959728,27.17999,77.24
2008-01-22,55.3986451,31.00999,86.58
2008-01-23,55.47110899,29.01999,82.68
2008-01-24,55.00008852,27.78,81.31
2008-01-25,55.59533281,29.07999,79.0
2008-01-28,55.57980483,27.78,76.43
2008-01-29,55.48663697,27.31999,77.46
2008-01-30,55.47627981,27.62,76.41
2008-01-31,55.65744471,26.2,75.21
2008-02-01,55.89333658,24.01999,73.94
2008-02-04,55.74253534,25.98999,73.9
2008-02-05,55.93493549,28.23999,75.06
2008-02-06,55.63334341,28.96999,74.63
2008-02-07,54.99374982,27.65999,72.0
2008-02-08,55.20174955,28.00999,72.6
2008-02-11,55.36814518,27.59999,71.41
2008-02-12,55.29014723,26.32999,72.52
2008-02-13,54.73375665,24.87999,71.44
2008-02-14,54.61416499,25.53999,69.23
2008-02-15,54.79096034,25.01999,74.72
2008-02-19,54.25017455,25.59,69.6
2008-02-20,54.36977141,24.39999,71.29
2008-02-21,54.74416157,25.12,69.65
2008-02-22,54.52888723,24.06,65.47
2008-02-25,54.18257633,23.03,68.92
2008-02-26,54.57256608,21.89999,68.59
2008-02-27,54.52057265,22.68999,67.56
2008-02-28,54.91575707,23.53,66.61
2008-02-29,55.26414791,26.53999,69.81
2008-03-03,55.26325003,26.28,71.02
2008-03-04,54.93949814,25.51999,69.95
2008-03-05,54.55307314,24.59999,68.51
2008-03-06,54.4799667,27.54999,74.53
2008-03-07,54.36508514,27.48999,76.02
2008-03-10,54.35464136,29.37999,77.45
2008-03-11,53.73323136,26.35999,73.76
2008-03-12,54.38075081,27.21999,73.94
2008-03-13,53.79067214,27.28999,75.56
2008-03-14,53.75934603,31.15999,80.99
2008-03-17,54.19797947,32.23999,80.71
2008-03-18,54.09877403,25.78999,72.97
2008-03-19,54.33375381,29.84,70.5
2008-03-20,54.62096292,26.62,66.97
2008-03-24,54.5165147,25.73,68.82
2008-03-25,54.76194869,25.71999,68.65
2008-03-26,54.82878887,26.07999,69.56
2008-03-27,54.49563236,25.87999,69.0
2008-03-28,54.78805814,25.70999,68.79
2008-03-31,54.93427103,25.60999,67.64
2008-04-01,54.84643886,22.67999,66.96
2008-04-02,54.94089312,23.42999,67.61
2008-04-03,54.96713041,23.20999,66.11
2008-04-04,55.63355767,22.45,64.56
2008-04-07,55.69652718,22.42,67.4
2008-04-08,55.49816799,22.35999,67.3
2008-04-09,55.33445252,22.81,75.24
2008-04-10,55.38587762,21.98,75.47
2008-04-11,55.43939645,23.45999,74.74
2008-04-14,55.09831688,23.81999,72.39
2008-04-15,54.98287279,22.78,68.15
2008-04-16,54.66802001,20.53,66.36
2008-04-17,54.80970665,20.37,65.09
2008-04-18,55.05108975,20.12999,62.09
2008-04-21,54.8726814,20.5,63.43
2008-04-22,54.7519846,20.87,62.84
2008-04-23,54.91990328,20.25999,59.74
2008-04-24,54.84643886,20.06,62.75
2008-04-25,54.8726814,19.59,65.99
2008-04-28,55.13505434,19.64,66.48
2008-04-29,55.30820998,20.23999,65.42
2008-04-30,55.61782054,20.78999,64.69
2008-05-01,55.94597019,18.87999,63.06
2008-05-02,55.61920669,18.17999,63.68
2008-05-05,55.69825838,18.89999,70.1
2008-05-06,55.3398721,18.20999,69.04
2008-05-07,55.48744509,19.73,72.82
2008-05-08,55.73252167,19.39999,73.45
2008-05-09,55.7351569,19.40999,73.79
2008-05-12,55.68456572,17.78999,72.0
2008-05-13,55.36622442,17.98,68.62
2008-05-14,55.39778923,17.65999,71.18
2008-05-15,55.76677969,16.29999,71.16
2008-05-16,55.69299319,16.46999,75.77
2008-05-19,55.70585312,17.00999,76.63
2008-05-20,55.72461597,17.57999,79.8
2008-05-21,55.4795394,18.59,80.12
2008-05-22,54.8708008,18.04999,83.62
2008-05-23,55.12378308,19.54999,79.63
2008-05-27,54.79174911,19.64,79.35
2008-05-28,54.44125799,19.06999,77.7
2008-05-29,54.17509428,18.14,74.2
2008-05-30,54.39118858,17.82999,73.46
2008-06-02,54.57818727,19.82999,78.6
2008-06-03,54.7899769,20.23999,79.72
2008-06-04,54.6205452,20.79999,81.04
2008-06-05,54.32933446,18.62999,79.35
2008-06-06,54.59936624,23.56,88.78
2008-06-09,54.55171357,23.12,92.23
2008-06-10,54.23932387,23.17999,91.98
2008-06-11,54.21813961,24.12,93.87
2008-06-12,53.75750246,23.32999,92.41
2008-06-13,53.47688121,21.21999,86.91
2008-06-16,53.66749187,20.95,84.17
2008-06-17,53.84221832,21.12999,80.89
2008-06-18,54.11225009,22.23999,81.56
2008-06-19,53.83162883,21.57999,77.91
2008-06-20,53.86339728,22.87,78.35
2008-06-23,53.84221832,22.64,78.37
2008-06-24,53.81044987,22.42,77.41
2008-06-25,53.85174355,21.14,76.01
2008-06-26,53.89516043,23.92999,79.87
2008-06-27,53.84221832,23.43999,79.54
2008-06-30,53.68866554,23.95,79.66
2008-07-01,53.66432196,23.64999,79.44
2008-07-02,53.6271047,25.92,79.19
2008-07-03,53.55797173,24.79999,76.44
2008-07-07,53.80789476,25.78,75.43
2008-07-08,54.10036318,23.14999,76.03
2008-07-09,54.13758044,25.23,81.69
2008-07-10,53.8291648,25.59,79.94
2008-07-11,53.41439894,27.48999,77.18
2008-07-14,53.44098649,28.48,78.83
2008-07-15,53.43035147,28.53999,73.07
2008-07-16,53.01026809,25.09999,73.22
2008-07-17,52.82947803,25.00999,72.46
2008-07-18,52.73375752,24.04999,70.29
2008-07-21,52.79225014,23.04999,71.6
2008-07-22,53.13257085,21.17999,68.39
2008-07-23,52.94646328,21.31,67.25
2008-07-24,53.41439894,23.43999,74.9
2008-07-25,53.13257085,22.90999,73.7
2008-07-28,53.44098649,24.23,74.9
2008-07-29,53.30804871,22.03,71.03
2008-07-30,53.56328925,21.20999,67.21
2008-07-31,53.89829244,22.93999,72.95
2008-08-01,53.70124213,22.56999,72.73
2008-08-04,53.70925525,23.48999,73.17
2008-08-05,53.47421446,21.14,70.28
2008-08-06,53.5543403,20.23,71.6
2008-08-07,53.99773285,21.14999,73.11
2008-08-08,54.04901146,20.65999,73.05
2008-08-11,53.80541801,20.12,75.59
2008-08-12,54.13128482,21.17,72.4
2008-08-13,53.84815464,21.54999,79.41
2008-08-14,54.00307493,20.34,74.37
2008-08-15,54.12594808,19.57999,74.1
2008-08-18,54.14731106,20.98,72.85
2008-08-19,54.06183779,21.28,77.5
2008-08-20,54.06718521,20.42,73.42
2008-08-21,53.74665514,19.81999,73.75
2008-08-22,53.76801812,18.81,73.56
2008-08-25,54.11525858,20.96999,77.03
2008-08-26,54.17936353,20.48999,73.14
2008-08-27,54.09388492,19.75999,72.0
2008-08-28,54.08321145,19.42999,68.05
2008-08-29,53.97635919,20.64999,68.07
2008-09-02,54.1891571,21.98999,69.65
2008-09-03,54.29642995,21.42999,69.93
2008-09-04,54.31258795,24.03,72.38
2008-09-05,54.25671914,23.06,70.39
2008-09-08,54.35014687,22.64,67.94
2008-09-09,54.53796827,25.46999,70.68
2008-09-10,54.51650296,24.51999,70.63
2008-09-11,54.09256323,24.39,71.03
2008-09-12,53.67935615,25.65999,70.26
2008-09-15,53.28224268,31.7,79.37
2008-09-16,49.90146821,30.29999,74.38
2008-09-17,47.61647599,36.21999,93.04
2008-09-18,48.2647335,33.09999,89.33
2008-09-19,49.77267103,32.06999,79.37
2008-09-22,50.06781894,33.84999,83.92
2008-09-23,49.55265168,35.71999,84.77
2008-09-24,49.42386522,35.18999,86.66
2008-09-25,49.63851289,32.81999,82.96
2008-09-26,48.29693146,34.73999,87.81
2008-09-29,43.89654437,46.71999,99.86
2008-09-30,48.18423325,39.39,92.23
2008-10-01,48.6289721,39.81,89.76
2008-10-02,47.92278743,45.25999,95.29
2008-10-03,47.90123026,45.14,94.68
2008-10-06,47.3459943,52.04999,104.82
2008-10-07,48.23107816,53.67999,106.47
2008-10-08,47.88505834,57.53,104.99
2008-10-09,46.6101719,63.92,108.05
2008-10-10,44.04153176,69.95,116.0
2008-10-13,46.46731993,54.98999,110.07
2008-10-14,45.73958887,55.12999,105.64
2008-10-15,45.73958887,69.25,114.93
2008-10-16,46.21935586,67.60999,119.48
2008-10-17,45.82582833,70.32999,117.45
2008-10-20,47.22201497,52.96999,115.98
2008-10-21,47.69099529,53.10999,114.28
2008-10-22,47.14114997,69.64999,123.31
2008-10-23,47.43763519,67.79999,121.61
2008-10-24,47.62739112,79.12999,128.09
2008-10-27,47.3190411,80.06,134.87
2008-10-28,47.00638396,66.95999,127.46
2008-10-29,47.7988081,69.95999,124.73
2008-10-30,47.44302044,62.89999,121.52
2008-10-31,47.24895739,59.89,116.94
2008-11-03,47.63631052,53.67999,116.19
2008-11-04,47.96136756,47.73,116.29
2008-11-05,48.89318222,54.56,117.03
2008-11-06,49.22825628,63.67999,125.0
2008-11-07,48.88234717,56.09999,116.37
2008-11-10,48.90401728,59.98,116.53
2008-11-11,49.06112556,61.43999,114.11
2008-11-12,49.05028509,66.45999,123.26
2008-11-13,48.71440383,59.82999,117.12
2008-11-14,48.70356336,66.31,118.34
2008-11-17,49.05570804,69.14999,115.1
2008-11-18,49.11530084,67.64,106.9
2008-11-19,49.19114622,74.25999,102.48
2008-11-20,48.65481103,80.85999,106.71
2008-11-21,49.21823927,72.67,99.48
2008-11-24,49.00153277,64.7,92.31
2008-11-25,49.23448643,60.89999,90.28
2008-11-26,48.97443971,54.92,89.32
2008-11-28,48.83358943,55.28,88.41
2008-12-01,49.59667831,68.50999,90.49
2008-12-02,49.97236948,62.98,87.08
2008-12-03,50.32083664,60.71999,84.72
2008-12-04,50.36983439,63.64,83.94
2008-12-05,50.02681747,59.92999,82.9
2008-12-08,50.54407342,58.48999,82.1
2008-12-09,50.88710123,58.90999,80.75
2008-12-10,51.00687593,55.73,86.46
2008-12-11,51.18111496,55.78,88.68
2008-12-12,51.45879428,54.28,86.27
2008-12-15,51.44246533,56.75999,82.03
2008-12-16,52.49875643,52.37,79.99
2008-12-17,53.27736819,49.84,75.17
2008-12-18,54.56778022,47.34,81.26
2008-12-19,53.7565051,44.92999,87.69
2008-12-22,54.40443624,44.56,87.04
2008-12-23,54.58411462,45.01999,86.39
2008-12-24,54.72023461,44.20999,85.1
2008-12-26,54.8236858,43.37999,83.74
2008-12-29,54.9940045,43.89999,83.96
2008-12-30,55.4751665,41.62999,80.89
